pid,fgxp,fkicker,dist,good
669133,XP,AF-1150,33,1
669166,XP,AF-1150,33,0
669198,XP,NN-0200,33,0
669214,XP,NN-0200,33,1
669230,XP,NN-0200,33,1
669240,FG,AF-1150,53,1
669270,FG,SG-0800,38,1
669286,FG,NF-0300,20,1
669309,XP,NF-0300,33,1
669330,XP,SG-0800,33,1
669343,FG,SG-0800,46,1
669364,FG,SG-0800,24,1
669380,XP,NF-0300,33,1
669396,FG,NF-0300,30,1
669408,XP,SG-0800,33,1
669425,XP,SG-0800,33,1
669433,FG,NF-0300,55,1
669443,XP,SJ-0300,33,1
669461,FG,SJ-0300,29,1
669472,FG,JL-0207,40,1
669480,XP,SJ-0300,33,1
669491,FG,SJ-0300,32,1
669504,FG,SJ-0300,31,1
669518,XP,SJ-0300,33,1
669528,FG,JL-0207,44,1
669538,XP,SJ-0300,33,1
669574,XP,JL-0207,33,1
669647,FG,DB-0200,30,1
669670,XP,JB-7100,33,1
669678,FG,DB-0200,48,1
669692,XP,DB-0200,33,1
669702,FG,JB-7100,47,1
669720,XP,JB-7100,33,1
669735,FG,JB-7100,34,1
669760,XP,DB-0200,33,1
669762,XP,JB-7100,33,1
669795,XP,GG-0100,33,1
669844,FG,CS-4250,52,1
669852,XP,GG-0100,33,1
669869,FG,CS-4250,29,1
669880,XP,GG-0100,33,1
669887,XP,CS-4250,33,1
669898,FG,CS-4250,24,1
669920,FG,CS-4250,50,0
669929,FG,GG-0100,35,1
669955,FG,GG-0100,29,1
669969,FG,CC-1150,55,0
669979,FG,JT-3950,44,1
669984,XP,CC-1150,33,1
670015,XP,JT-3950,33,1
670028,XP,CC-1150,33,1
670045,FG,CC-1150,21,1
670062,FG,CC-1150,21,1
670081,XP,CC-1150,33,0
670128,XP,SG-0800,33,1
670189,FG,SG-0800,52,1
670203,XP,SG-0800,33,1
670208,FG,AF-1150,63,0
670217,XP,AF-1150,33,1
670230,FG,SG-0800,36,1
670253,XP,SG-0800,33,1
670266,XP,SG-0800,33,1
670301,FG,MP-2100,35,1
670312,XP,CS-0250,33,1
670334,XP,CS-0250,33,1
670344,FG,CS-0250,33,1
670356,XP,CS-0250,33,1
670382,XP,CS-0250,33,1
670417,XP,CS-0250,33,1
670426,XP,MP-2100,33,1
670430,XP,CS-0250,33,1
670463,FG,MB-4600,21,1
670478,FG,CB-0700,38,1
670503,FG,CB-0700,23,1
670519,XP,CB-0700,33,1
670544,XP,CB-0700,33,1
670557,XP,MB-4600,33,1
670583,FG,MB-4600,24,1
670598,XP,MB-4600,33,1
670619,FG,CB-0700,31,1
670638,XP,CC-1150,33,1
670654,XP,TC-2450,33,1
670666,XP,TC-2450,33,1
670688,XP,TC-2450,33,0
670711,FG,CC-1150,37,1
670722,XP,CC-1150,33,1
670734,XP,CC-1150,33,1
670772,XP,CC-1150,33,1
670792,FG,CC-1150,35,1
670812,FG,PD-0200,54,1
670874,FG,GZ-2000,38,1
670887,FG,PD-0200,26,1
670898,XP,GZ-2000,33,1
670932,FG,GZ-2000,40,0
670954,XP,GZ-2000,33,1
670991,XP,JB-7100,33,1
670999,XP,KF-0250,33,1
671011,XP,KF-0250,33,1
671023,XP,JB-7100,33,1
671030,XP,KF-0250,33,1
671052,XP,KF-0250,33,1
671066,XP,JB-7100,33,1
671073,XP,JB-7100,33,1
671085,XP,KF-0250,33,1
671111,XP,KF-0250,33,1
671127,XP,JB-7100,33,1
671137,XP,JB-7100,33,1
671146,XP,JB-7100,33,1
671163,XP,KF-0250,33,1
671169,FG,KF-0250,50,1
671180,FG,RG-1500,55,1
671195,XP,BW-0350,33,1
671215,FG,BW-0350,43,1
671241,XP,RG-1500,33,1
671256,FG,RG-1500,33,1
671275,FG,RG-1500,51,0
671284,FG,BW-0350,48,1
671300,XP,RG-1500,33,1
671310,XP,BW-0350,33,1
671319,FG,BW-0350,36,1
671332,FG,JT-3950,48,1
671342,FG,JL-0207,42,1
671351,FG,JT-3950,29,1
671367,XP,JL-0207,33,1
671381,XP,JT-3950,33,1
671398,XP,JL-0207,33,0
671409,FG,JT-3950,48,1
671432,XP,JL-0207,33,1
671443,FG,JT-3950,45,1
671467,XP,JT-3950,33,1
671477,FG,JL-0207,49,1
671488,FG,JT-3950,39,1
671504,XP,CB-2275,33,1
671516,FG,MN-0800,44,1
671528,FG,MN-0800,45,1
671596,FG,CB-2275,32,1
671605,FG,MN-0800,42,0
671643,XP,MN-0800,33,1
671649,FG,MN-0800,44,1
671676,FG,RS-3400,35,1
671703,XP,NN-0200,33,1
671710,FG,NN-0200,38,1
671759,FG,RS-3400,44,1
671767,XP,NN-0200,33,1
671784,FG,NN-0200,24,1
671830,FG,NF-0300,40,1
671844,XP,SJ-0300,33,1
671861,XP,SJ-0300,33,1
671872,XP,SJ-0300,33,1
671881,FG,SJ-0300,52,0
671890,FG,NF-0300,38,1
671900,XP,SJ-0300,33,1
671911,XP,NF-0300,33,1
671917,FG,SJ-0300,52,1
671936,FG,SJ-0300,47,1
671949,XP,NF-0300,33,1
671998,FG,SH-0400,26,1
672015,FG,DB-0200,33,1
672040,XP,SH-0400,33,1
672051,FG,DB-0200,35,1
672072,FG,DB-0200,52,1
672094,FG,DB-0200,27,1
672105,FG,SH-0400,47,0
672126,FG,SH-0400,24,1
672160,XP,BM-1650,33,1
672175,XP,BM-1650,33,1
672189,FG,BM-1650,50,1
672203,XP,MC-3000,33,1
672229,FG,MC-3000,56,1
672239,XP,BM-1650,33,1
672257,FG,BM-1650,24,1
672288,FG,GG-0100,39,1
672306,XP,GG-0100,33,1
672335,FG,AV-0400,47,1
672344,FG,AV-0400,34,1
672397,XP,GG-0100,33,1
672412,XP,GG-0100,33,0
672422,XP,AV-0400,33,1
672437,XP,AV-0400,33,1
672458,FG,AV-0400,24,1
672465,FG,AV-0400,50,1
672475,FG,GG-0100,42,1
672482,FG,GG-0100,52,1
672502,XP,MN-0800,33,1
672517,FG,TC-2450,27,1
672542,XP,MN-0800,33,1
672554,XP,TC-2450,33,1
672578,FG,MN-0800,28,1
672592,XP,MN-0800,33,1
672606,XP,MN-0800,33,1
672639,FG,GG-0100,20,1
672661,XP,MC-3000,33,1
672670,XP,GG-0100,33,1
672680,XP,GG-0100,33,1
672691,FG,GG-0100,49,1
672698,FG,GG-0100,43,0
672707,XP,GG-0100,33,1
672719,XP,MC-3000,33,1
672744,FG,GG-0100,22,1
672775,XP,GG-0100,33,1
672798,XP,MC-3000,33,1
672829,XP,SG-0800,33,1
672843,XP,SG-0800,33,1
672873,FG,SG-0800,21,1
672890,FG,DH-3970,23,1
672908,FG,SG-0800,21,1
672939,XP,SG-0800,33,1
672974,XP,DH-3970,33,1
672990,XP,KF-0250,33,1
672999,FG,RS-3400,51,1
673009,XP,KF-0250,33,1
673016,XP,RS-3400,33,1
673030,XP,KF-0250,33,1
673037,XP,RS-3400,33,1
673077,FG,RS-3400,29,1
673106,XP,KF-0250,33,1
673134,FG,RS-3400,55,0
673140,FG,KF-0250,46,0
673173,XP,DC-0500,33,1
673201,XP,AF-1150,33,1
673211,FG,DC-0500,43,1
673223,XP,DC-0500,33,1
673247,XP,AF-1150,33,1
673266,XP,DC-0500,33,1
673287,XP,DC-0500,33,1
673300,FG,AF-1150,48,1
673322,FG,BW-0350,34,1
673339,XP,BW-0350,33,1
673363,FG,GZ-2000,61,1
673381,FG,GZ-2000,35,1
673395,FG,GZ-2000,45,1
673467,FG,GZ-2000,48,0
673478,FG,GZ-2000,53,1
673492,FG,BW-0350,40,1
673507,FG,JM-7000,45,1
673517,XP,RQ-0050,33,1
673530,XP,RQ-0050,33,1
673576,XP,JM-7000,33,1
673600,FG,JM-7000,39,1
673610,XP,RQ-0050,33,1
673628,FG,JM-7000,35,1
673650,XP,RQ-0050,33,1
673655,XP,JM-7000,33,1
673675,XP,SJ-0300,33,1
673694,FG,CB-2275,34,1
673731,XP,SJ-0300,33,1
673742,XP,CB-2275,33,1
673753,FG,CB-2275,38,1
673775,XP,SJ-0300,33,1
673791,FG,CB-2275,41,0
673806,XP,CB-2275,33,1
673810,XP,CB-2275,33,1
673816,XP,SJ-0300,33,1
673850,XP,SJ-0300,33,1
673859,FG,CB-2275,18,1
673866,FG,CB-0700,25,1
673877,FG,JB-7100,35,1
673883,FG,CB-0700,28,1
673900,XP,JB-7100,33,1
673914,XP,JB-7100,33,1
673926,FG,CB-0700,43,0
673942,FG,CB-0700,21,1
673954,FG,JB-7100,35,1
673966,FG,CB-0700,53,1
674006,FG,JB-7100,53,1
674026,FG,JB-7100,44,1
674044,FG,MB-4600,44,1
674068,XP,PD-0200,33,1
674086,FG,MB-4600,36,1
674097,FG,PD-0200,44,1
674110,XP,PD-0200,33,1
674115,XP,MB-4600,33,1
674183,FG,MB-4600,19,1
674213,XP,AV-0400,33,1
674234,FG,AV-0400,43,1
674248,XP,AV-0400,33,1
674276,XP,BM-1650,33,1
674288,XP,BM-1650,33,1
674303,FG,BM-1650,29,1
674317,XP,AV-0400,33,1
674329,XP,BM-1650,33,1
674337,FG,AV-0400,55,1
674376,XP,DB-0200,33,1
674416,XP,CS-4250,33,1
674458,XP,CS-4250,33,1
674471,XP,DB-0200,33,1
674483,XP,CS-4250,33,1
674488,XP,DB-0200,33,1
674499,FG,CS-4250,31,1
674510,FG,DB-0200,41,1
674517,FG,CS-4250,53,1
674531,FG,DB-0200,44,1
674555,FG,RG-1500,47,0
674565,XP,JL-0207,33,1
674595,XP,JL-0207,33,0
674604,XP,RG-1500,33,1
674632,FG,JL-0207,31,1
674648,FG,RG-1500,34,0
674672,XP,RG-1500,33,1
674688,FG,JL-0207,22,1
