uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fpts,game,seas,year,team,posd,jnum,dcp
127731,3990,DH-2950,6,2,1,0,0,0,0,0,0,0,0,0,0,61,11,1,4,2015,NE,WLB,54,1
127732,3990,MB-3875,1,1,1,0,0,0,0,0,0,0,0,0,0,26,5.5,1,1,2015,NE,DT,90,2
127733,3990,JC-3550,3,3,0,0,0,0,0,0,0,0,0,0,0,73,4.5,1,3,2015,NE,SLB,91,1
127734,3990,JM-1900,1,1,0,0,0,0,0,0,0,0,0,0,0,11,1.5,1,8,2015,NE,MLB,51,1
127735,3990,RN-1100,3,1,0,0,0,0,0,0,0,0,0,0,0,69,3.5,1,10,2015,NE,LDE,50,1
127736,3990,MB-5250,2,3,0,0,0,0,0,0,0,0,0,0,0,68,3.5,1,2,2015,NE,LCB,21,1
127737,3990,PC-0300,2,3,0,0,0,0,0,0,0,0,0,0,4,49,3.1,1,7,2015,NE,SS,23,1
127738,3990,WG-0500,4,0,0,0,0,0,0,0,0,0,0,0,0,56,4,1,9,2015,PIT,LCB,22,1
127739,3990,JH-2100,2,2,0,0,0,0,0,0,0,0,0,0,0,38,3,1,14,2015,PIT,ROLB,92,2
127740,3990,BD-1200,2,0,1,0,0,0,0,0,0,0,0,0,0,26,6,1,1,2015,PIT,LOLB,48,2
127741,3990,GG-0475,0,1,0,0,0,0,0,0,0,0,0,0,0,32,0.5,1,1,2015,NE,LDE,92,3
127742,3990,AB-2700,1,1,0,0,0,0,0,0,0,0,0,0,0,12,1.5,1,9,2015,NE,DT,97,1
127743,3990,CJ-2050,1,2,0,0,0,0,0,0,0,0,0,0,0,71,2,1,4,2015,NE,RDE,95,1
127744,3990,DM-1300,3,2,0,0,0,0,0,0,0,0,0,0,0,73,4,1,6,2015,NE,FS,32,1
127745,3990,TB-2800,2,2,0,0,0,0,0,0,0,0,0,0,0,64,3,1,9,2015,NE,RES,25,5
127746,3990,WA-0100,7,0,1,0,0,0,0,0,0,0,0,0,0,56,11,1,12,2015,PIT,SS,20,1
127747,3990,MM-3800,3,1,0,0,0,0,0,0,1,0,0,0,0,49,5.5,1,7,2015,PIT,FS,23,1
127748,3990,SM-2200,1,1,0,0,0,0,0,0,0,0,0,0,5,24,1,1,7,2015,PIT,NT,90,1
127749,3990,LT-0400,2,1,0,0,0,0,1,0,0,0,0,0,0,61,3.5,1,9,2015,PIT,RILB,94,1
127750,3990,CA-0600,3,3,0,0,0,0,0,0,0,0,0,0,33,32,1.2,1,5,2015,PIT,RES,28,5
127751,3990,ST-0450,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.5,1,3,2015,PIT,SS,29,2
127752,3990,RS-0962,5,2,0,0,0,0,0,0,0,0,0,0,0,58,6,1,2,2015,PIT,LILB,50,1
127753,3990,ST-1150,0,1,0,0,0,0,0,0,0,0,0,0,0,54,0.5,1,2,2015,PIT,RDE,91,1
127754,3990,AB-1950,2,1,0,0,0,0,0,0,0,0,0,0,0,56,2.5,1,4,2015,PIT,RCB,41,1
127755,3990,RG-1250,1,1,0,0,0,0,0,0,0,0,0,0,0,24,1.5,1,4,2015,PIT,FS,21,2
127756,3990,SS-1450,1,2,0,0,0,0,0,0,0,0,0,0,0,22,2,1,5,2015,NE,DT,96,1
127757,3990,BF-0600,4,2,0,0,0,0,0,0,0,0,0,0,0,49,5,1,7,2015,NE,INA,0,0
127758,3990,JS-2100,2,1,1,0,0,0,0,0,0,0,0,0,0,50,6.5,1,5,2015,NE,RDE,93,2
127759,3990,CH-3100,1,3,0,0,0,0,0,0,0,0,0,0,0,52,2.5,1,5,2015,PIT,LDE,97,1
127760,3990,JJ-4250,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0.5,1,3,2015,PIT,ROLB,95,1
127761,3990,DH-1250,2,1,0,0,0,1,0,0,0,0,0,0,0,57,4.5,1,3,2015,NE,SS,30,2
127762,3990,EM-0270,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,1,3,2015,NE,PS,53,1
127763,3990,DM-1475,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,2,2015,PIT,NT,62,2
127764,3990,CT-0900,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,6,2015,PIT,LDE,93,2
127765,3991,BR-0100,2,2,0.5,0,0,0,0,0,0,0,0,0,5,48,4.5,1,7,2015,GB,NT,90,1
127766,3991,HC-0050,5,1,0,0,0,0,0,0,0,0,0,0,0,77,5.5,1,2,2015,GB,FS,21,1
127767,3991,SS-1300,6,1,0,0,0,0,1,0,0,0,0,0,4,76,7.1,1,6,2015,GB,RCB,37,1
127768,3991,CM-0900,6,0,0,0,0,1,0,0,0,0,0,0,0,77,8,1,7,2015,GB,LOLB,52,1
127769,3991,CH-2250,3,0,0,0,0,0,1,0,0,0,0,0,0,66,4,1,4,2015,GB,LCB,29,1
127770,3991,SB-0250,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,3,2015,GB,RES,58,3
127771,3991,JP-2000,4,1,1.5,0,0,0,0,0,0,0,0,0,0,55,10.5,1,14,2015,GB,ROLB,56,1
127772,3991,JJ-1600,1,0,0,0,0,0,1,0,0,0,0,0,0,37,2,1,5,2015,CHI,DE,96,1
127773,3991,AA-0543,5,0,0,0,0,0,0,0,0,0,0,0,0,60,5,1,1,2015,CHI,FS,38,1
127774,3991,MN-0300,1,1,0,0,0,0,0,0,0,0,0,0,0,55,1.5,1,6,2015,GB,LOLB,96,2
127775,3991,SM-1050,4,4,0,0,0,0,0,0,0,0,0,0,0,60,6,1,4,2015,CHI,LILB,50,1
127776,3991,SM-2300,0,2,0,0,0,0,0,0,0,0,0,0,0,55,1,1,6,2015,CHI,LCB,27,3
127777,3991,CJ-2175,4,3,0,0,0,0,0,0,0,0,0,0,0,60,5.5,1,2,2015,CHI,RILB,59,1
127778,3991,JA-0900,3,0,0,0,0,0,0,0,0,0,0,0,5,43,2.5,1,12,2015,CHI,RDE,69,1
127779,3991,AR-1400,4,2,0,0,0,0,0,0,0,0,0,0,0,60,5,1,11,2015,CHI,SS,26,1
127780,3991,NP-0020,6,1,0,0,0,0,0,0,0,0,0,0,0,61,6.5,1,3,2015,GB,LILB,51,1
127781,3991,JB-4920,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,3,2015,GB,RES,93,4
127782,3991,DR-0450,1,0,0,0,0,0,1,0,0,0,0,0,0,61,2,1,1,2015,GB,LCB,23,2
127783,3991,NP-0130,0,0,0,0,0,0,0,0,0,0,0,0,15,31,-1.5,1,4,2015,GB,ROLB,53,2
127784,3991,MH-4000,4,0,0,0,0,0,0,0,0,0,0,0,0,77,4,1,3,2015,GB,FS,33,2
127785,3991,MD-0060,0,1,0,0,0,0,0,0,0,0,0,0,5,59,0,1,4,2015,GB,RDE,76,1
127786,3991,JE-0350,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,1,2,2015,GB,LOLB,91,3
127787,3991,KF-0500,1,1,0,0,0,0,0,0,0,0,0,0,34,59,-1.9,1,2,2015,CHI,RCB,23,1
127788,3991,AB-0200,3,0,0,0,0,0,0,0,0,0,0,0,0,59,3,1,9,2015,CHI,LCB,24,2
127789,3991,EG-0350,2,0,0,0,0,0,0,0,0,0,0,0,0,24,2,1,1,2015,CHI,NT,91,1
127790,3991,SR-0650,3,0,0,0,0,0,0,0,0,0,0,0,15,28,1.5,1,4,2015,GB,S,28,1
127791,3991,WY-0300,0,1,0,0,0,0,0,0,0,0,0,0,5,22,0,1,6,2015,CHI,LOLB,97,2
127792,3991,PM-0500,5,1,0,0,0,0,0,0,0,0,0,0,0,51,5.5,1,5,2015,CHI,LOLB,92,1
127793,3992,VW-0200,0,0,0,0,0,0,0,0,0,0,0,0,5,53,-0.5,1,12,2015,HOU,NT,75,1
127794,3992,JW-1100,9,0,2,0,0,0,0,0,0,0,0,0,0,68,17,1,5,2015,HOU,RDE,99,1
127795,3992,KJ-0100,3,3,0,0,0,0,0,0,0,0,0,0,5,70,4,1,6,2015,HOU,LCB,25,1
127796,3992,JJ-5000,4,0,0,0,0,0,1,0,0,0,0,0,0,67,5,1,10,2015,HOU,RCB,24,1
127797,3992,JS-3250,2,2,0,0,0,0,0,0,0,0,0,0,0,42,3,1,3,2015,HOU,OLB,51,2
127798,3992,JC-5630,3,0,0,0,0,0,1,0,0,0,0,0,0,70,4,1,4,2015,HOU,LDE,93,1
127799,3992,WM-0550,1,1,0,0,0,0,1,0,0,0,0,0,0,43,2.5,1,4,2015,HOU,SLB,59,1
127800,3992,MP-0950,5,2,0,0,0,1,2,0,0,0,0,0,0,66,10,1,1,2015,KC,LCB,22,1
127801,3992,BC-3100,6,4,0,0,0,0,0,0,0,0,0,0,0,70,8,1,7,2015,HOU,LILB,56,1
127802,3992,HA-0200,4,3,0,0,0,0,0,0,0,0,0,0,0,66,5.5,1,8,2015,KC,FS,39,1
127803,3992,TH-0200,2,1,0,0,0,0,0,0,0,0,0,0,0,64,2.5,1,10,2015,KC,ROLB,91,1
127804,3992,EP-0550,1,0,0,0,0,0,0,0,0,0,0,0,7,15,0.3,1,4,2015,HOU,FS,35,2
127805,3992,AD-1100,1,3,0,0,0,0,0,0,0,0,0,0,0,51,2.5,1,5,2015,HOU,RILB,50,1
127806,3992,RM-4600,1,2,0,0,0,0,0,0,0,0,0,0,0,70,2,1,5,2015,HOU,FS,26,1
127807,3992,DJ-1500,5,3,1,0,0,0,1,0,0,0,0,0,0,77,11.5,1,11,2015,KC,LILB,56,1
127808,3992,JF-2050,6,1,0,0,0,0,1,0,0,0,0,0,15,61,6,1,4,2015,KC,RCB,30,2
127809,3992,RP-0200,2,2,0,0,0,0,1,0,0,0,0,0,0,69,4,1,5,2015,KC,SS,38,1
127810,3992,JM-1600,2,3,0,0,0,0,0,0,0,0,0,0,0,50,3.5,1,7,2015,KC,RILB,90,1
127811,3992,QD-0100,4,1,0,0,0,0,0,0,0,0,0,0,0,61,4.5,1,8,2015,HOU,SS,32,1
127812,3992,AB-2250,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,2015,HOU,RCB,34,2
127813,3992,JC-3350,2,2,0,0,0,0,0,0,0,0,0,0,0,30,3,1,2,2015,HOU,OLB,90,1
127814,3992,JH-5550,1,4,1,0,0,0,0,0,0,0,0,0,0,41,7,1,4,2015,KC,NT,96,1
127815,3992,DF-1350,1,1,0,0,0,0,0,0,0,0,0,0,0,16,1.5,1,2,2015,KC,ROLB,55,2
127816,3992,AH-0250,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2015,HOU,SS,29,2
127817,3992,KJ-0650,1,0,0,0,0,0,0,0,0,0,0,0,0,34,1,1,1,2015,HOU,LCB,30,2
127818,3992,JH-5500,3,0,1,0,0,0,0,0,1,0,0,0,0,74,9,1,5,2015,KC,LOLB,50,1
127819,3992,AB-0100,2,2,2,0,0,0,0,1,0,0,0,0,0,68,13,1,5,2015,KC,RDE,97,1
127820,3992,DP-1450,1,1,0,0,0,0,0,0,0,0,0,0,0,32,1.5,1,4,2015,KC,NT,92,2
127821,3992,EB-0800,2,0,0,0,0,0,1,0,0,0,0,0,0,48,3,1,6,2015,KC,FS,29,2
127822,3992,TB-2400,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0.5,1,8,2015,KC,SS,27,2
127823,3993,JH-0100,4,2,0,0,0,0,0,0,0,0,0,0,15,60,3.5,1,6,2015,CLE,LCB,23,1
127824,3993,CR-1150,1,3,0,0,0,0,1,0,0,0,0,0,9,23,2.6,1,5,2015,CLE,RILB,53,2
127825,3993,DW-2600,3,6,0,0,0,0,0,0,0,0,0,0,0,61,6,1,10,2015,CLE,SS,31,1
127826,3993,KW-1550,1,1,0,0,0,0,0,0,0,0,0,0,0,43,1.5,1,2,2015,CLE,RCB,36,2
127827,3993,RS-2800,1,3,0,0,0,0,0,0,0,0,0,0,0,31,2.5,1,12,2015,CLE,RDE,94,1
127828,3993,SS-2350,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.5,1,4,2015,CLE,RES,54,2
127829,3993,TG-0950,2,3,0,0,0,1,0,0,0,0,0,0,0,60,5.5,1,4,2015,CLE,FS,39,1
127830,3993,TW-2700,3,1,0,0,0,0,0,0,0,0,0,0,0,59,3.5,1,10,2015,CLE,RCB,22,1
127831,3993,JP-4150,0,2,0,0,0,0,1,0,0,0,0,0,0,9,2,1,3,2015,CLE,FS,33,3
127832,3993,LW-1350,1,4,0,0,0,0,0,0,0,0,0,0,0,49,3,1,1,2015,NYJ,RDT,62,1
127833,3993,DR-1100,2,2,0,0,0,0,0,1,0,0,0,0,0,71,5,1,9,2015,NYJ,LCB,24,1
127834,3993,MW-1800,3,2,1,0,0,0,0,0,1,0,0,0,0,52,10,1,5,2015,NYJ,LDE,96,1
127835,3993,DH-1400,6,2,1,0,0,0,0,0,0,0,0,0,0,70,11,1,9,2015,NYJ,LILB,52,1
127836,3993,CP-0100,0,1,0,0,0,0,0,0,0,0,0,0,0,52,0.5,1,13,2015,NYJ,LOLB,97,1
127837,3993,CP-2600,8,2,0,0,0,0,0,0,1,0,0,0,0,64,11,1,2,2015,NYJ,SS,25,2
127838,3993,TB-0525,1,1,0,0,0,0,0,0,0,0,0,0,0,8,1.5,1,3,2015,NYJ,NT,99,2
127839,3993,DD-0250,2,2,0,0,0,0,0,0,0,0,0,0,0,71,3,1,4,2015,NYJ,RILB,56,1
127840,3993,MG-0600,6,0,0,0,0,0,0,0,0,0,0,0,0,71,6,1,5,2015,NYJ,FS,21,1
127841,3993,LD-0800,0,0,0,0,0,0,0,0,0,0,0,0,5,26,-0.5,1,8,2015,NYJ,LDE,78,2
127842,3993,AB-3850,1,2,0,0,0,0,0,0,0,0,0,0,10,37,1,1,3,2015,CLE,LOLB,95,2
127843,3993,PK-0300,2,2,0,0,0,0,0,0,0,0,0,0,5,57,2.5,1,7,2015,CLE,ROLB,99,1
127844,3993,DB-5200,0,4,0,0,0,0,0,0,0,0,0,0,0,37,2,1,7,2015,CLE,LDE,92,1
127845,3993,DH-1850,4,1,0,0,0,0,0,0,0,0,0,0,0,32,4.5,1,4,2015,NYJ,NT,94,1
127846,3993,BM-2850,1,1,0,0,0,0,1,0,0,0,0,0,0,13,2.5,1,3,2015,CLE,LOLB,51,1
127847,3993,KD-0100,4,3,0,0,0,0,0,0,0,0,0,0,0,61,5.5,1,12,2015,CLE,LILB,56,1
127848,3993,BS-2300,1,0,0,0,0,0,0,0,0,0,0,0,0,55,1,1,5,2015,NYJ,RCB,41,2
127849,3993,MW-2250,3,0,0,0,0,1,2,0,0,0,0,0,10,30,6,1,2,2015,NYJ,LCB,20,2
127850,3993,CK-0850,0,2,0,0,0,0,0,0,0,0,0,0,0,25,1,1,2,2015,CLE,RILB,58,1
127851,3993,JM-3950,0,2,0,0,0,0,0,0,0,0,0,0,0,27,1,1,2,2015,CLE,NT,98,2
127852,3993,DS-1850,1,1,0,0,0,0,0,0,0,0,0,0,0,40,1.5,1,1,2015,CLE,NT,71,1
127853,3993,QC-0350,0,1,0,0,0,0,0,1,0,0,0,0,5,54,2,1,4,2015,NYJ,ROLB,98,2
127854,3993,TR-0175,1,0,1,0,0,0,0,0,1,0,0,0,0,19,7,1,2,2015,NYJ,LOLB,57,2
127855,3993,JH-5950,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0.5,1,4,2015,CLE,RDE,93,2
127856,3994,CG-1700,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,2015,BUF,FS,20,1
127857,3994,RD-0050,4,2,0,0,0,1,1,0,0,0,0,0,0,47,8,1,1,2015,BUF,LCB,28,1
127858,3994,ML-0500,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0.5,1,10,2015,BUF,SLB,91,1
127859,3994,AW-1200,1,4,0,0,0,1,1,0,0,0,0,0,0,77,6,1,5,2015,BUF,RES,23,3
127860,3994,KW-1600,0,2,0,0,0,0,0,0,0,0,0,0,0,64,1,1,10,2015,BUF,DT,95,1
127861,3994,BR-0150,3,2,0,0,0,0,0,0,0,0,0,0,0,69,4,1,3,2015,BUF,SS,30,1
127862,3994,CB-4770,2,3,0.5,0,0,0,0,0,0,0,0,0,0,52,5.5,1,5,2015,BUF,NT,97,2
127863,3994,JH-5900,2,2,0,0,0,0,0,0,0,0,0,0,23,75,0.7,1,6,2015,BUF,RDE,55,1
127864,3994,KL-0200,3,0,0,0,0,0,0,0,0,0,0,0,0,53,3,1,8,2015,IND,LDE,90,1
127865,3994,MA-0200,2,2,0,0,0,0,0,0,0,0,0,0,0,59,3,1,12,2015,IND,SS,29,1
127866,3994,HA-0400,4,5,0,0,0,0,0,0,0,0,0,0,0,50,6.5,1,1,2015,IND,DT,96,1
127867,3994,TC-2000,0,1,0,0,0,0,0,0,0,0,0,0,0,46,0.5,1,11,2015,IND,OLB,58,1
127868,3994,EW-0100,0,6,0,0,0,0,0,0,0,0,0,0,15,59,1.5,1,8,2015,IND,OLB,93,1
127869,3994,DB-6100,3,5,0,0,0,0,0,0,1,0,0,0,0,55,7.5,1,7,2015,IND,RCB,20,2
127870,3994,CG-0750,2,0,0,0,0,0,1,0,0,0,0,0,0,11,3,1,1,2015,IND,FS,42,2
127871,3994,DP-0375,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0.5,1,1,2015,IND,NT,54,1
127872,3994,JF-3060,3,3,0,0,0,0,0,0,0,0,0,0,0,58,4.5,1,8,2015,IND,ILB,50,1
127873,3994,DJ-0500,3,6,0,0,0,0,0,0,0,0,0,0,0,50,6,1,10,2015,IND,ILB,52,1
127874,3994,NR-0350,4,2,1,0,0,0,1,0,0,0,0,0,0,55,10,1,3,2015,BUF,RCB,37,2
127875,3994,SG-0650,6,0,0,0,0,0,4,0,0,0,0,0,0,77,10,1,4,2015,BUF,RCB,24,1
127876,3994,ZK-0300,0,3,0,0,0,0,0,0,0,0,0,0,0,17,1.5,1,2,2015,IND,NT,94,2
127877,3994,DL-2300,4,2,0,0,0,0,0,0,0,0,0,0,0,56,5,1,8,2015,IND,FS,33,1
127878,3994,NB-0500,2,6,0.5,0,0,0,0,0,0,0,0,0,0,77,7,1,4,2015,BUF,WLB,53,1
127879,3994,JN-1350,0,0,0,0,0,0,1,0,0,0,0,0,0,16,1,1,2,2015,IND,OLB,91,2
127880,3994,PB-0750,2,4,0,0,0,0,1,0,0,0,0,0,15,77,3.5,1,2,2015,BUF,MLB,52,1
127881,3994,JB-6500,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,5,2015,IND,INA,0,0
127882,3994,RB-3350,0,0,0,0,0,0,0,0,0,0,0,0,15,5,-1.5,1,4,2015,BUF,LCB,33,3
127883,3994,SC-0550,0,2,0,0,0,0,0,0,0,0,0,0,0,23,1,1,3,2015,BUF,DT,96,2
127884,3994,VD-0200,0,0,0,0,0,0,1,0,0,0,0,0,0,58,1,1,7,2015,IND,RCB,21,1
127885,3994,RJ-0875,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2015,BUF,SLB,58,2
127886,3994,MB-5300,0,0,0,0,0,0,2,0,0,0,0,0,0,26,2,1,5,2015,BUF,LCB,39,2
127887,3995,KS-0800,3,2,0,0,0,0,0,0,0,0,0,0,0,19,4,1,5,2015,MIA,MLB,52,1
127888,3995,BG-2100,1,1,0,0,0,1,0,0,0,0,0,0,0,79,3.5,1,10,2015,MIA,LCB,21,1
127889,3995,JT-0850,5,4,0,0,0,0,1,0,0,0,0,0,9,46,7.1,1,3,2015,MIA,RCB,22,2
127890,3995,KM-2000,7,4,0,0,0,0,0,0,0,0,0,0,0,73,9,1,6,2015,MIA,SLB,55,1
127891,3995,BM-0800,1,5,0,0,0,1,0,0,0,0,0,0,0,79,5.5,1,7,2015,MIA,RCB,24,1
127892,3995,RJ-2000,6,6,0,0,0,0,1,0,0,0,0,0,0,75,10,1,6,2015,MIA,SS,20,1
127893,3995,NS-0800,1,1,0,0,0,0,0,0,0,0,0,0,0,67,1.5,1,6,2015,MIA,LDT,93,1
127894,3995,JJ-1620,5,6,0,0,0,0,0,0,0,0,0,0,0,79,8,1,3,2015,MIA,WLB,53,1
127895,3995,JP-2850,1,0,1,0,0,0,0,0,0,0,0,0,0,11,5,1,1,2015,MIA,RDT,97,2
127896,3995,KR-0950,3,2,0,0,0,0,1,0,0,0,0,0,3,57,4.7,1,4,2015,WAS,LILB,52,1
127897,3995,DI-0050,0,3,0,0,0,0,0,0,0,0,0,0,0,9,1.5,1,4,2015,WAS,RES,24,3
127898,3995,JH-2800,2,2,1,0,0,0,1,0,0,0,0,0,0,43,8,1,10,2015,WAS,RDE,97,1
127899,3995,CW-0100,0,0,0,0,0,0,0,0,0,0,0,0,5,58,-0.5,1,11,2015,MIA,RES,91,3
127900,3995,CM-3300,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0.5,1,11,2015,MIA,LDT,94,2
127901,3995,WA-0050,1,1,0,0,0,0,0,0,0,0,0,0,0,60,1.5,1,2,2015,MIA,FS,35,1
127902,3995,EM-1200,2,2,0,0,0,0,0,0,0,0,0,0,0,67,3,1,6,2015,MIA,RDT,90,1
127903,3995,TF-0250,3,3,0,0,0,0,0,0,0,0,0,0,0,38,4.5,1,2,2015,MIA,LDE,78,2
127904,3995,DG-1300,4,2,0,0,0,0,0,0,0,0,0,0,0,57,5,1,9,2015,WAS,FS,38,1
127905,3995,DH-0700,5,3,0,0,0,0,1,0,0,0,0,0,0,49,7.5,1,12,2015,WAS,LCB,23,3
127906,3995,TM-3450,0,3,0,0,0,0,0,0,0,0,0,0,0,45,1.5,1,2,2015,WAS,SLB,93,1
127907,3995,TR-0620,5,3,0,0,0,0,0,0,0,0,0,0,0,48,6.5,1,4,2015,WAS,SS,34,1
127908,3995,RK-0500,1,1,0.5,0,0,0,1,0,0,0,0,0,0,57,4.5,1,5,2015,WAS,WLB,91,1
127909,3995,ZV-0100,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0.5,1,1,2015,MIA,MLB,49,2
127910,3995,CB-0200,0,3,0.5,0,0,0,0,0,0,0,0,0,15,25,2,1,7,2015,WAS,LDE,92,1
127911,3995,DA-0950,2,0,0,0,0,0,1,0,0,0,0,0,0,8,3,1,3,2015,WAS,RCB,29,1
127912,3995,PS-0550,1,0,1,0,0,0,0,1,2,0,0,0,0,12,11,1,1,2015,WAS,WLB,94,2
127913,3995,JR-3100,1,3,0,0,0,0,0,0,0,0,0,0,0,47,2.5,1,5,2015,WAS,INA,0,0
127914,3995,PR-0200,1,2,0,0,0,0,0,0,0,0,0,0,0,57,2,1,6,2015,WAS,RILB,56,1
127915,3995,TK-0800,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,7,2015,WAS,NT,98,1
127916,3995,BM-0775,0,0,0,0,0,0,0,0,0,0,0,0,15,79,-1.5,1,1,2015,MIA,LCB,28,3
127917,3995,CC-5300,0,1,0,0,0,0,0,0,0,0,0,0,0,56,0.5,1,5,2015,WAS,RCB,29,3
127918,3995,DS-1760,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0.5,1,4,2015,MIA,LDE,79,1
127919,3995,CT-1050,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1.4,1,1,2015,WAS,PS,41,3
127920,3995,MT-0850,1,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,4,2015,MIA,FS,31,2
127921,3996,TD-0700,7,0,1,0,0,1,0,0,0,0,0,0,0,67,13,1,11,2015,CAR,WLB,58,1
127922,3996,PP-0800,8,1,0,0,0,1,1,0,0,0,0,0,0,71,11.5,1,9,2015,JAC,MLB,51,1
127923,3996,TS-2050,7,2,0,0,0,0,0,0,0,0,0,0,0,71,8,1,2,2015,JAC,OLB,50,1
127924,3996,SB-1600,4,0,0,0,0,0,0,0,0,0,0,0,0,71,4,1,6,2015,JAC,FS,38,1
127925,3996,RM-4200,2,0,0,0,0,0,0,0,0,0,0,0,0,31,2,1,7,2015,JAC,DT,97,1
127926,3996,CC-2600,2,0,1,0,1,0,1,0,0,0,0,0,0,38,9,1,13,2015,JAC,LDE,91,2
127927,3996,CT-1500,4,0,0,0,0,0,0,0,0,0,0,0,0,54,4,1,13,2015,CAR,LCB,31,1
127928,3996,KS-0850,2,0,0,0,0,0,0,0,0,0,0,0,0,39,2,1,3,2015,CAR,NT,99,1
127929,3996,BB-1750,5,1,0,0,0,0,2,0,0,0,0,0,0,52,7.5,1,2,2015,CAR,LCB,25,2
127930,3996,JN-1750,4,1,0,0,0,1,1,1,1,1,0,0,0,66,17.5,1,4,2015,CAR,RCB,24,1
127931,3996,LK-0600,7,0,1,0,0,0,0,0,0,0,0,0,0,32,11,1,4,2015,CAR,MLB,59,1
127932,3996,KC-1800,3,0,0,0,0,0,0,0,0,0,0,0,0,67,3,1,6,2015,CAR,FS,20,1
127933,3996,RH-0700,1,0,0,0,0,0,0,0,0,0,0,0,0,63,1,1,10,2015,CAR,SS,41,1
127934,3996,JO-0300,3,0,0,0,0,0,0,0,0,0,0,0,0,62,3,1,6,2015,JAC,RDE,75,1
127935,3996,AC-2250,1,1,0,0,0,0,0,0,0,0,0,0,15,50,0,1,2,2015,JAC,RCB,29,1
127936,3996,KL-1400,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,1,6,2015,CAR,LDT,61,2
127937,3996,DS-2200,6,0,1,0,0,0,0,0,0,0,0,0,0,45,10,1,7,2015,JAC,OLB,55,1
127938,3996,JC-6400,3,1,0,0,0,0,0,0,0,0,0,0,0,71,3.5,1,3,2015,JAC,SS,37,1
127939,3996,DG-2450,2,0,0,0,0,0,0,0,0,0,0,0,0,46,2,1,3,2015,JAC,LCB,27,2
127940,3996,TA-0600,2,0,0,0,0,0,0,0,0,0,0,0,0,48,2,1,6,2015,JAC,DT,93,2
127941,3996,RD-0650,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,4,2015,JAC,LDE,59,4
127942,3996,AK-0650,6,0,0,0,0,0,0,0,0,0,0,0,0,37,6,1,3,2015,CAR,SLB,56,2
127943,3996,DH-4000,2,0,0,0,0,0,1,0,0,0,0,0,0,71,3,1,5,2015,JAC,LCB,31,1
127944,3996,CS-2350,4,0,0,0,0,0,1,0,0,0,0,0,0,39,5,1,2,2015,JAC,LDE,98,3
127945,3996,MB-2050,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0.5,1,1,2015,JAC,DT,96,3
127946,3996,CJ-1300,2,0,1,0,0,0,0,0,0,0,0,0,0,52,6,1,9,2015,CAR,RES,95,3
127947,3996,MA-0300,2,0,2,0,0,0,1,0,0,0,0,0,0,31,11,1,5,2015,CAR,LDE,97,2
127948,3996,DM-1450,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,2015,JAC,RCB,35,2
127949,3996,WH-0850,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,3,2015,CAR,RDE,96,2
127950,3996,TW-2250,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-0.7,1,6,2015,CAR,RCB,21,2
127951,3997,CL-1400,1,2,0,0,0,0,0,0,0,0,0,0,0,54,2,1,8,2015,STL,LDE,91,1
127952,3997,TM-1750,3,2,0,0,0,0,1,0,0,0,0,0,0,83,5,1,3,2015,STL,SS,25,1
127953,3997,MB-3650,1,6,0,0,0,0,0,0,0,0,0,0,0,44,4,1,4,2015,STL,RDT,90,1
127954,3997,AO-0250,5,2,0,0,0,0,0,0,0,0,0,0,0,83,6,1,3,2015,STL,RES,52,4
127955,3997,JL-0600,4,3,0,0,0,0,0,0,0,0,0,0,0,83,5.5,1,7,2015,STL,MLB,55,1
127956,3997,MB-0650,2,3,0,0,0,0,0,0,0,0,0,0,0,22,3.5,1,4,2015,STL,OLB,26,1
