uid,gid,player,solo,comb,sck,saf,blk,ints,pdef,frcv,forc,tdd,rety,tdret,peny,snp,fpts,game,seas,year,team,posd,jnum,dcp
130018,4059,AB-3850,2,3,1,0,0,0,0,0,0,0,0,0,0,37,7.5,4,3,2015,CLE,LOLB,95,2
130019,4059,TB-2750,5,0,0,0,0,0,0,0,0,0,0,0,0,40,5,2,2,2015,BAL,FS,31,2
130020,4059,ZS-0075,2,2,0,0,0,0,0,0,0,0,0,0,5,70,2.5,4,1,2015,BAL,OLB,90,2
130021,4059,KA-1000,3,0,0,0,0,0,1,0,0,0,0,0,0,58,4,5,8,2015,BAL,LCB,24,2
130022,4059,JB-0100,0,0,0,0,0,0,0,0,0,0,0,0,10,22,-1,1,12,2015,BAL,INA,0,0
130023,4059,PD-0450,0,2,0,0,0,0,0,0,0,0,0,0,0,24,1,3,2,2015,CLE,LCB,26,2
130024,4059,TJ-1025,1,0,1,0,0,0,0,0,0,0,0,0,0,36,5,4,2,2015,BAL,DT,97,1
130025,4059,JH-5950,0,1,0,0,0,0,0,0,0,0,0,0,0,29,0.5,5,4,2015,CLE,RDE,93,2
130026,4060,CM-0900,3,2,1.5,0,0,0,0,0,0,0,0,0,0,70,10,5,7,2015,GB,LOLB,52,1
130027,4060,MH-4000,4,1,0,0,0,1,1,0,0,0,9,0,0,70,0.4,5,3,2015,GB,FS,33,2
130028,4060,RQ-0200,4,2,1,0,0,0,0,0,1,0,0,0,0,39,11,5,5,2015,STL,RDE,94,1
130029,4060,RM-3050,3,0,0,0,0,0,0,0,0,0,0,0,0,62,3,5,4,2015,STL,FS,23,1
130030,4060,WH-0300,2,1,0,0,0,0,0,0,0,0,0,0,5,43,2,3,8,2015,STL,LDE,95,2
130031,4060,JL-0600,3,5,0,0,0,1,0,0,0,0,0,0,0,62,7.5,5,7,2015,STL,MLB,55,1
130032,4060,NF-0100,1,0,0,0,0,0,1,0,0,0,0,0,5,27,1.5,4,5,2015,STL,LDT,98,2
130033,4060,MD-0060,5,2,0,0,0,0,0,0,0,0,0,0,0,45,6,4,4,2015,GB,RDE,76,1
130034,4060,NP-0130,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2015,GB,ROLB,53,2
130035,4060,JE-0350,3,0,0,0,0,0,0,0,0,0,0,0,0,24,3,5,2,2015,GB,LOLB,91,3
130036,4060,MP-0875,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3,2,2015,GB,LDE,64,1
130037,4060,CB-0450,3,0,0,0,0,0,0,0,0,0,0,0,0,30,3,2,3,2015,GB,SS,32,2
130038,4060,LG-0900,2,2,0,0,0,0,0,0,0,0,0,0,0,35,3,1,8,2015,GB,NT,98,2
130039,4060,BR-0100,2,1,0,0,0,0,0,0,0,0,0,0,0,26,2.5,5,7,2015,GB,NT,90,1
130040,4060,TM-1750,6,0,0,0,0,0,0,0,0,0,0,0,0,62,6,5,3,2015,STL,SS,25,1
130041,4060,TJ-2250,5,0,0,0,0,1,0,0,0,0,0,0,0,62,7,5,4,2015,STL,LCB,22,1
130042,4060,MB-0650,3,2,0,0,0,0,2,0,0,0,0,0,0,50,6,5,4,2015,STL,OLB,26,1
130043,4060,QR-0100,2,0,0,0,0,2,0,0,0,1,0,0,0,0,12,3,1,2015,GB,RCB,24,2
130044,4060,CH-2250,2,0,0,0,0,0,0,0,0,0,0,0,0,58,2,5,4,2015,GB,LCB,29,1
130045,4060,SS-1300,0,0,0,0,0,0,3,0,0,0,0,0,0,70,3,5,6,2015,GB,RCB,37,1
130046,4060,LJ-1800,6,1,0,0,0,0,0,1,0,0,0,0,0,54,8.5,5,2,2015,STL,LCB,20,2
130047,4060,NP-0020,3,2,0,0,0,0,0,0,0,0,0,0,0,52,4,5,3,2015,GB,LILB,51,1
130048,4060,HC-0050,5,1,0,0,0,1,0,0,0,0,0,0,32,70,4.3,5,2,2015,GB,FS,21,1
130049,4060,ES-0800,1,0,0,0,0,0,0,0,0,0,0,0,0,28,1,2,6,2015,STL,RDE,97,2
130050,4060,MN-0300,2,0,0,0,0,0,0,0,0,0,0,0,0,45,2,5,6,2015,GB,LOLB,96,2
130051,4060,AA-1900,0,0,0,0,0,0,0,0,0,0,0,0,5,20,-0.5,4,5,2015,STL,OLB,56,1
130052,4060,AD-1475,2,1,0,0,0,0,0,0,0,0,0,0,0,50,2.5,5,2,2015,STL,LDT,99,1
130053,4060,DB-0975,1,0,0,0,0,0,0,0,0,0,0,0,5,8,0.5,3,3,2015,STL,MLB,53,2
130054,4060,MB-3650,1,2,1,0,0,0,0,0,0,0,0,0,0,38,6,4,4,2015,STL,RDT,90,1
130055,4060,DJ-2350,0,0,0,0,1,0,0,0,0,0,0,0,0,21,2,4,3,2015,GB,LDE,95,2
130056,4060,JP-2000,2,0,1,0,0,0,0,0,1,0,0,0,0,46,8,5,14,2015,GB,ROLB,56,1
130057,4060,DR-0450,3,0,0,0,0,0,0,0,0,0,0,0,0,33,3,5,1,2015,GB,LCB,23,2
130058,4060,JT-1650,0,0,0,0,0,0,1,0,0,0,0,0,0,18,1,3,2,2015,GB,LILB,48,3
130059,4061,RD-0050,4,0,0,0,0,0,0,0,0,0,0,0,0,67,4,5,1,2015,BUF,LCB,28,1
130060,4061,NB-0500,4,2,0,0,0,0,1,0,0,0,0,0,0,69,6,5,4,2015,BUF,WLB,53,1
130061,4061,AW-1200,5,2,0,0,0,0,0,0,0,0,0,0,0,60,6,3,5,2015,BUF,RES,23,3
130062,4061,CG-1700,8,2,0,0,0,0,0,0,0,0,0,0,30,67,6,5,9,2015,BUF,FS,20,1
130063,4061,KW-1600,3,1,1,0,0,0,0,0,0,0,0,0,0,55,7.5,5,10,2015,BUF,DT,95,1
130064,4061,AW-1450,6,2,1,0,0,0,0,0,0,0,0,0,0,47,11,4,2,2015,TEN,RILB,54,1
130065,4061,MD-0100,2,3,0,0,0,0,0,0,0,0,0,0,0,52,3.5,4,5,2015,BUF,NT,99,1
130066,4061,PB-0750,2,4,0,0,0,0,0,0,0,0,0,0,0,69,4,5,2,2015,BUF,MLB,52,1
130067,4061,SG-0650,1,0,0,0,0,1,3,0,0,0,0,0,8,67,5.2,5,4,2015,BUF,RCB,24,1
130068,4061,DW-3950,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,3,3,2015,BUF,FS,27,2
130069,4061,WW-0900,6,3,0,0,0,0,0,0,0,0,0,0,0,29,7.5,4,8,2015,TEN,LILB,59,1
130070,4061,MG-1800,2,4,0,0,0,0,0,0,0,0,0,0,5,53,3.5,4,9,2015,TEN,FS,33,1
130071,4061,MH-3650,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,1,2,2015,TEN,FS,28,2
130072,4061,ML-0500,2,1,0,0,0,0,0,0,0,0,0,0,0,36,2.5,4,10,2015,BUF,SLB,91,1
130073,4061,JC-1700,4,2,1.5,0,0,0,0,0,0,0,0,0,0,42,11,3,5,2015,TEN,DT,99,1
130074,4061,MW-2300,1,2,1,0,0,0,0,0,0,0,0,0,0,67,6,3,10,2015,BUF,LDE,94,1
130075,4061,AW-1900,2,0,0,0,0,0,0,0,1,0,0,0,0,26,4,2,6,2015,TEN,NT,96,2
130076,4061,DJ-2250,0,2,0,0,0,0,0,0,0,0,0,0,0,36,1,4,2,2015,TEN,LDE,90,1
130077,4061,ZB-0400,2,1,0,0,0,0,0,0,0,0,0,0,20,15,0.5,4,4,2015,TEN,LILB,55,2
130078,4061,DM-3600,1,2,1.5,0,0,0,0,0,0,0,0,0,0,49,8,4,6,2015,TEN,LOLB,91,1
130079,4061,CS-1250,1,0,0,0,0,0,0,0,0,0,0,0,0,25,1,4,4,2015,TEN,RCB,24,2
130080,4061,JM-2800,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,1,7,2015,TEN,RCB,30,1
130081,4061,NR-0350,4,0,0,0,0,0,0,0,0,0,0,0,0,33,4,5,3,2015,BUF,RCB,37,2
130082,4061,PC-0800,2,0,0,0,0,0,0,0,0,0,0,0,0,53,2,4,6,2015,TEN,LCB,29,1
130083,4061,BO-0400,1,0,0,0,0,0,0,0,0,0,0,0,0,49,1,4,7,2015,TEN,ROLB,98,1
130084,4061,JH-5900,2,2,0,0,0,0,0,0,0,0,0,0,0,67,3,5,6,2015,BUF,RDE,55,1
130085,4061,SJ-0650,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,4,2015,TEN,RILB,56,2
130086,4061,AT-0230,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2015,BUF,MLB,59,2
130087,4061,CB-4770,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0.5,4,5,2015,BUF,NT,97,2
130088,4061,DS-1400,1,0,0,0,0,0,0,0,0,0,0,0,0,53,1,4,5,2015,TEN,SS,21,1
130089,4062,RG-2375,1,1,0,0,0,0,0,0,0,0,0,0,5,44,1,3,1,2015,ARI,NT,95,1
130090,4062,RJ-0900,2,3,0,0,0,2,0,1,0,0,0,0,0,92,9.5,5,7,2015,ARI,SS,26,1
130091,4062,JW-5300,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,5,9,2015,DET,LCB,30,2
130092,4062,GW-2000,1,0,0,0,0,0,0,0,0,0,0,0,0,24,1,4,1,2015,DET,LDT,90,2
130093,4062,JB-8700,0,3,0,0,0,0,0,0,0,0,0,0,6,35,0.9,5,5,2015,DET,OLB,57,1
130094,4062,DB-5450,9,2,0,0,0,0,0,0,0,0,0,0,0,85,10,5,2,2015,ARI,RILB,20,1
130095,4062,TM-0850,4,2,0,0,0,0,0,0,0,0,0,0,15,93,3.5,5,3,2015,ARI,FS,32,1
130096,4062,JP-4100,9,2,1,0,0,0,1,0,0,0,0,0,0,94,15,5,7,2015,ARI,RCB,25,1
130097,4062,TJ-0950,6,5,0,0,0,0,1,0,2,0,0,0,0,72,13.5,5,3,2015,ARI,SS,22,2
130098,4062,AO-0370,2,1,0,0,0,0,1,0,0,0,0,0,0,54,3.5,5,3,2015,ARI,WLB,57,1
130099,4062,KM-1950,7,2,0,0,0,0,1,0,0,0,0,0,0,86,9,5,3,2015,ARI,LILB,51,1
130100,4062,JM-1650,0,0,0,0,0,0,0,1,0,0,0,0,0,32,2,2,2,2015,ARI,RDT,73,2
130101,4062,JJ-4300,1,0,1,0,0,0,0,0,0,0,0,0,0,30,5,4,8,2015,DET,LDE,91,1
130102,4062,EA-0550,1,0,1,0,0,0,0,0,0,0,0,0,0,30,5,5,3,2015,DET,RDE,94,1
130103,4062,PP-0400,4,0,0,0,0,1,0,0,0,0,10,0,10,94,-0.6,5,5,2015,ARI,LCB,21,1
130104,4062,CC-0200,2,0,0,0,0,0,0,0,0,0,0,0,0,51,2,5,8,2015,ARI,LDE,93,1
130105,4062,GQ-0100,5,1,0,0,0,0,0,0,0,0,0,0,0,38,5.5,5,7,2015,DET,FS,27,1
130106,4062,JI-0200,5,1,0,0,0,0,0,0,0,0,0,0,15,36,4,5,9,2015,DET,SS,32,1
130107,4062,JC-5700,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,6,2015,DET,RDT,63,2
130108,4062,CR-0500,0,0,0,0,0,1,0,0,0,0,0,0,0,32,2,4,13,2015,ARI,LDE,90,2
130109,4062,DT-0100,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,5,10,2015,DET,LDE,52,2
130110,4062,DS-2250,2,0,0,0,0,0,1,0,0,0,0,0,0,36,3,5,3,2015,DET,LCB,23,1
130111,4062,BC-2350,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-1,1,3,2015,DET,OLB,95,3
130112,4062,ST-1200,3,2,0,0,0,0,0,0,0,0,0,0,0,30,4,5,10,2015,DET,MLB,55,1
130113,4062,TL-0850,0,2,0,0,0,0,0,0,0,0,0,0,0,14,1,4,4,2015,DET,MLB,50,2
130114,4062,LW-1600,1,0,0,0,0,0,0,0,0,0,0,0,5,35,0.5,4,9,2015,ARI,SLB,52,1
130115,4062,DC-0400,0,1,0,0,0,0,0,0,0,0,0,0,10,10,-0.5,2,7,2015,DET,SS,26,2
130116,4062,MG-0925,1,0,0,0,0,0,0,0,0,0,0,0,0,43,1,5,1,2015,ARI,WLB,44,2
130117,4062,NL-0250,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,2,2015,DET,RCB,24,2
130118,4062,KM-0425,1,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,2,2015,ARI,WLB,96,3
130119,4063,PC-0300,5,2,0,0,0,0,1,0,0,0,0,0,5,64,6.5,4,7,2015,NE,SS,23,1
130120,4063,JW-3050,5,0,0,0,0,0,0,0,0,0,0,0,15,59,3.5,5,3,2015,DAL,FS,27,1
130121,4063,SL-0500,2,2,0,0,0,0,1,0,0,0,0,0,0,59,4,5,6,2015,DAL,WLB,50,1
130122,4063,RM-2000,4,4,1,0,0,0,0,0,0,0,0,0,5,52,9.5,1,6,2015,DAL,MLB,55,1
130123,4063,DH-2950,3,1,1,0,0,0,0,0,0,0,0,0,0,9,7.5,4,4,2015,NE,WLB,54,1
130124,4063,BC-1200,5,3,0,0,0,0,0,0,0,0,0,0,0,52,6.5,5,6,2015,DAL,SS,42,1
130125,4063,GH-0300,4,1,2,0,0,0,0,0,1,0,0,0,5,41,14,1,6,2015,DAL,RDE,76,1
130126,4063,JC-3550,6,4,0,0,0,0,0,0,1,0,0,0,0,72,10,4,3,2015,NE,SLB,91,1
130127,4063,JS-2100,3,0,2,0,0,0,0,0,0,0,0,0,5,46,10.5,4,5,2015,NE,RDE,93,2
130128,4063,MB-3875,0,2,0,0,0,0,0,0,0,0,0,0,0,23,1,4,1,2015,NE,DT,90,2
130129,4063,RN-1100,0,1,0,0,0,0,1,0,0,0,0,0,5,54,1,4,10,2015,NE,LDE,50,1
130130,4063,DM-1300,7,1,0,0,0,0,1,0,0,0,0,0,0,72,8.5,4,6,2015,NE,FS,32,1
130131,4063,SS-1450,1,3,0,0,0,0,0,0,0,0,0,0,0,18,2.5,4,5,2015,NE,DT,96,1
130132,4063,MC-1350,1,1,0,0,0,0,0,0,0,0,0,0,5,54,1,5,4,2015,DAL,RCB,24,1
130133,4063,TC-2950,3,1,1,0,0,0,0,0,0,0,0,0,0,41,7.5,2,4,2015,DAL,RDT,98,1
130134,4063,DE-0050,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,2,2015,NE,DT,99,2
130135,4063,BJ-2350,3,2,0,0,0,0,0,0,0,0,0,0,0,57,4,5,1,2015,DAL,LCB,31,2
130136,4063,KW-0960,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,2015,DAL,SLB,51,2
130137,4063,JC-5560,1,0,1,0,0,0,0,0,0,0,0,0,0,17,5,5,4,2015,DAL,LDT,58,2
130138,4063,CJ-2050,0,1,0,0,0,0,1,0,0,0,0,0,0,57,1.5,4,4,2015,NE,RDE,95,1
130139,4063,TB-2800,6,1,0,0,0,0,0,0,0,0,0,0,0,45,6.5,3,9,2015,NE,RES,25,5
130140,4063,CW-1850,1,0,0,0,0,0,2,0,0,0,0,0,0,49,3,2,4,2015,DAL,LCB,23,3
130141,4063,JC-3518,1,0,0,0,0,0,0,0,0,0,0,0,5,26,0.5,2,1,2015,NE,RCB,22,2
130142,4063,LR-0600,2,1,0,0,0,1,0,0,0,0,0,0,10,47,3.5,3,3,2015,NE,RCB,26,1
130143,4063,DL-0450,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0.5,5,2,2015,DAL,LDE,90,1
130144,4063,NH-0900,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0.5,4,8,2015,DAL,LDT,96,1
130145,4063,AH-3350,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0.5,5,2,2015,DAL,SLB,59,1
130146,4063,AB-2700,2,0,0,0,0,0,0,0,0,0,0,0,0,23,2,4,9,2015,NE,DT,97,1
130147,4063,MB-5250,1,0,0,0,0,0,1,0,0,0,0,0,0,72,2,4,2,2015,NE,LCB,21,1
130148,4063,JM-1900,1,1,0,0,0,0,0,0,0,0,0,0,0,29,1.5,4,8,2015,NE,MLB,51,1
130149,4063,BC-0500,1,0,0,0,0,0,0,0,0,0,0,0,0,59,1,5,8,2015,DAL,LCB,39,1
130150,4063,JF-3150,0,0,0,0,0,0,0,1,0,0,0,0,0,25,2,3,5,2015,NE,MLB,55,2
130151,4063,JM-5000,2,1,0,0,0,0,0,0,0,0,0,0,0,27,2.5,3,10,2015,DAL,LDE,92,2
130152,4063,JR-2150,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,2,1,2015,NE,SS,37,3
130153,4064,MJ-0030,3,3,1,0,0,0,0,0,0,0,0,0,15,45,7,5,4,2015,DEN,RDE,97,1
130154,4064,DT-1950,4,5,0,0,0,0,1,0,0,0,0,0,0,50,7.5,5,4,2015,DEN,ILB,59,1
130155,4064,BR-1050,2,1,0,0,0,0,0,0,0,0,0,0,48,43,-2.3,5,2,2015,DEN,RCB,29,2
130156,4064,DW-4250,3,2,0,0,0,0,0,0,0,0,0,0,0,47,4,1,4,2015,DEN,LDE,95,1
130157,4064,DW-1100,1,2,0,0,0,0,0,0,0,0,0,0,0,22,2,5,11,2015,DEN,WLB,94,1
130158,4064,TW-0600,5,2,0,0,0,0,0,0,1,0,0,0,5,69,7.5,4,6,2015,DEN,SS,43,1
130159,4064,KM-0050,4,2,0,0,0,0,0,0,0,0,0,0,5,48,4.5,5,2,2015,OAK,LDE,52,1
130160,4064,DH-2150,5,0,0,0,0,0,0,0,0,0,0,0,0,58,5,5,3,2015,OAK,LCB,25,1
130161,4064,BM-0330,6,2,0,0,0,0,0,0,0,0,0,0,0,63,7,5,4,2015,DEN,ILB,54,1
130162,4064,DS-4300,3,2,0,0,0,0,0,0,0,0,0,0,0,56,4,5,6,2015,DEN,FS,26,1
130163,4064,SB-0225,1,3,1,0,0,0,0,0,1,0,0,0,0,38,8.5,5,2,2015,DEN,SLB,48,2
130164,4064,TD-0725,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1.5,2,2,2015,DEN,ILB,51,2
130165,4064,CH-1500,3,1,0,0,0,1,1,0,0,1,0,0,0,67,12.5,5,5,2015,DEN,RCB,25,1
130166,4064,AT-0100,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1.5,5,8,2015,DEN,LCB,21,1
130167,4064,SW-1750,0,1,0,0,1,0,0,0,0,0,0,0,0,34,2.5,5,3,2015,DEN,NT,92,1
130168,4064,DA-0950,4,1,0,0,0,0,1,0,0,0,0,0,0,58,5.5,4,3,2015,OAK,RCB,29,1
130169,4064,TC-0385,2,1,0,0,0,0,1,0,0,0,0,0,0,56,3.5,5,2,2015,OAK,S,38,2
130170,4064,NT-0150,4,1,0,0,0,0,0,0,0,0,0,0,11,26,3.4,4,4,2015,OAK,LCB,31,2
130171,4064,JT-3800,0,1,0,0,0,0,1,0,0,0,0,0,0,37,1.5,5,11,2015,OAK,RES,91,4
130172,4064,DB-5100,1,0,0,0,0,0,1,1,0,0,0,0,0,25,4,5,7,2015,DEN,SS,30,2
130173,4064,VM-0300,2,0,1,0,0,0,0,1,1,0,0,0,15,56,8.5,5,5,2015,DEN,SLB,58,1
130174,4064,OB-0150,0,0,0,0,0,0,0,0,0,0,54,0,5,0,1.7,1,4,2015,DEN,FS,31,2
130175,4064,BM-0750,0,1,0,0,0,0,0,0,0,0,0,0,5,11,0,1,3,2015,OAK,LDE,95,2
130176,4064,ME-0425,1,5,0.5,0,0,0,0,0,0,0,0,0,0,0,5.5,2,1,2015,OAK,RDE,97,1
130177,4064,CL-1300,1,3,0,0,0,0,0,0,0,0,0,0,0,22,2.5,5,8,2015,OAK,MLB,50,1
130178,4064,CW-3700,1,3,0,0,0,2,0,0,0,0,0,0,0,50,6.5,5,18,2015,OAK,S,24,1
130179,4064,DK-0550,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,4,1,2015,DEN,NT,98,2
130180,4064,NB-0050,2,0,0,0,0,0,0,0,0,0,0,0,5,36,1.5,2,1,2015,OAK,WLB,58,2
130181,4064,DW-3200,1,4,0,0,0,0,0,0,0,0,0,0,0,22,3,5,6,2015,OAK,LDT,90,1
130182,4064,MS-2400,3,0,1,0,0,0,1,0,0,0,0,0,0,58,8,5,5,2015,OAK,WLB,53,1
130183,4064,AS-1500,1,3,0.5,0,0,0,0,0,0,0,0,0,0,51,4.5,5,5,2015,OAK,SLB,99,1
130184,4064,SM-1650,0,1,0,0,0,0,0,0,0,0,0,0,0,24,0.5,4,3,2015,OAK,NT,92,1
130185,4064,KW-0850,0,0,0,0,0,0,1,0,0,0,0,0,0,11,1,2,3,2015,DEN,LCB,36,2
130186,4064,AS-2400,0,0,0,0,0,0,1,0,0,0,0,0,0,27,1,4,12,2015,DEN,RDE,90,2
130187,4064,SR-0250,1,0,1,0,0,0,0,0,0,0,0,0,0,24,5,3,1,2015,DEN,WLB,56,2
130188,4065,JH-0840,0,3,0,0,0,0,0,0,0,0,0,0,0,47,1.5,5,3,2015,NYG,RDT,95,1
130189,4065,LC-0850,2,4,0,0,0,0,1,0,0,0,0,0,28,64,2.2,5,1,2015,NYG,FS,21,1
130190,4065,DR-2800,4,2,0,0,0,0,1,0,1,0,0,0,2,57,7.8,4,8,2015,NYG,LCB,41,1
130191,4065,BM-2000,2,4,0,0,0,0,0,0,0,0,0,0,0,57,4,5,9,2015,NYG,SS,22,1
130192,4065,JT-1300,2,0,0,0,0,0,0,0,0,0,0,0,0,64,2,5,5,2015,NYG,WLB,55,2
130193,4065,MH-2400,3,2,0,0,0,0,0,0,0,0,0,0,0,38,4,5,5,2015,NYG,SLB,94,2
130194,4065,JB-5775,0,3,0,0,0,0,0,0,0,0,0,0,0,34,1.5,4,2,2015,NYG,RDT,96,2
130195,4065,UU-0100,4,3,0,0,0,0,0,0,0,0,0,0,0,65,5.5,5,2,2015,NYG,MLB,47,3
130196,4065,NB-0400,7,9,0,0,0,0,0,0,0,0,0,0,0,75,11.5,5,6,2015,SF,RILB,53,1
130197,4065,QD-0200,0,6,0,0,0,0,0,0,0,0,0,0,0,52,3,5,3,2015,SF,RDT,92,1
130198,4065,MW-1750,6,10,0,0,0,0,0,0,0,0,0,0,0,56,11,5,5,2015,SF,LILB,57,1
130199,4065,TB-2700,3,5,0,0,0,1,0,0,0,0,0,0,0,79,7.5,5,6,2015,SF,LCB,26,1
130200,4065,KA-0150,2,2,0,0,0,0,1,0,0,0,0,0,8,78,3.2,5,2,2015,SF,RCB,20,1
130201,4065,JW-0750,7,1,0,0,0,0,0,0,0,0,0,0,0,77,7.5,2,2,2015,SF,FS,25,2
130202,4065,AB-1500,2,8,0,0,0,0,1,0,0,0,0,0,0,79,7,5,10,2015,SF,RES,41,1
130203,4065,IW-0100,0,4,0,0,0,0,0,0,0,0,0,0,0,33,2,5,5,2015,SF,NT,93,1
130204,4065,CJ-0900,1,1,0,0,0,0,0,0,0,0,0,0,0,53,1.5,5,13,2015,NYG,LDE,99,2
130205,4065,TM-1200,2,0,0,0,0,0,0,0,0,0,0,0,0,13,2,5,9,2015,NYG,LCB,38,3
130206,4065,MK-1700,1,1,0,0,0,0,0,0,0,0,0,0,0,19,1.5,2,4,2015,NYG,LDT,78,1
130207,4065,DM-2950,2,0,2,0,0,0,0,0,1,0,0,0,0,17,12,4,3,2015,NYG,RDE,98,2
130208,4065,GD-0400,1,3,0,0,0,0,0,0,0,0,0,0,0,35,2.5,5,8,2015,SF,LDT,90,1
130209,4065,AL-1200,1,0,0,0,0,0,0,0,0,0,0,0,0,73,1,4,2,2015,SF,ROLB,59,1
130210,4065,KW-2800,0,4,0,0,0,0,0,0,0,0,0,0,0,66,2,5,2,2015,NYG,LDE,72,1
130211,4065,ER-0150,1,2,0,0,0,0,0,0,0,0,0,0,0,78,2,5,3,2015,SF,FS,35,1
130212,4065,PA-0300,5,1,0,0,0,0,1,0,0,0,0,0,5,63,6,5,5,2015,NYG,RCB,20,2
130213,4065,JT-0650,3,1,0,0,0,0,0,0,0,0,0,0,5,23,3,3,1,2015,SF,SS,29,1
130214,4065,CD-0200,2,0,0,0,0,0,0,0,0,0,0,0,0,19,2,2,9,2015,NYG,SS,43,2
130215,4065,JB-5700,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,7,2015,NYG,MLB,53,1
130216,4065,TW-0130,2,1,0,0,0,0,1,0,0,0,0,0,0,12,3.5,2,4,2015,NYG,RCB,31,3
130217,4065,OO-0200,1,0,0,0,0,0,0,0,0,0,0,0,0,39,1,2,1,2015,NYG,LDE,58,3
130218,4065,TC-0370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,3,2015,SF,RDT,95,2
130219,4066,MT-0350,4,4,0,0,0,0,0,0,0,0,0,0,0,54,6,5,3,2015,SD,LILB,50,1
130220,4066,JA-2825,4,5,0,0,0,0,0,0,0,0,0,0,0,48,6.5,4,2,2015,SD,LOLB,97,1
130221,4066,BF-0800,6,0,0,0,0,0,1,0,0,0,0,0,9,55,6.1,4,8,2015,SD,LCB,24,1
130222,4066,SL-0700,2,0,0,0,0,0,0,0,0,0,0,0,0,18,2,2,6,2015,SD,NT,98,1
130223,4066,WA-0100,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,12,2015,PIT,SS,20,1
130224,4066,RC-1550,7,0,0,0,0,0,0,0,0,0,0,0,26,70,4.4,4,2,2015,PIT,RCB,31,2
130225,4066,JJ-4250,4,1,1,0,0,0,0,0,1,0,0,0,0,36,10.5,5,3,2015,PIT,ROLB,95,1
130226,4066,SS-2450,7,1,0,0,0,0,0,0,0,0,0,0,0,40,7.5,4,4,2015,PIT,LILB,51,2
130227,4066,KR-0460,1,1,0,0,0,0,0,0,0,0,0,0,0,39,1.5,5,4,2015,SD,LDE,91,1
130228,4066,EW-0400,1,1,0,0,0,0,0,0,0,0,0,0,0,57,1.5,5,9,2015,SD,FS,32,1
130229,4066,DB-6300,1,3,0,0,0,0,0,0,0,0,0,0,0,36,2.5,5,6,2015,SD,RILB,56,1
130230,4066,DS-5100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,6,2015,SD,FS,25,2
130231,4066,LT-0400,3,6,0,0,0,0,1,0,0,0,0,0,0,75,7,5,9,2015,PIT,RILB,94,1
130232,4066,AB-1950,1,1,0,0,0,1,0,0,0,1,0,0,10,75,8.5,5,4,2015,PIT,RCB,41,1
130233,4066,JW-5100,2,2,0,0,0,1,1,0,0,0,0,0,0,57,6,5,5,2015,SD,SS,27,2
130234,4066,DP-1250,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.5,2,1,2015,SD,RILB,52,2
130235,4066,JV-0425,1,1,0,0,0,0,1,0,0,0,0,0,0,56,2.5,4,2,2015,SD,RCB,22,1
130236,4066,ST-0450,0,0,0,0,0,0,0,1,0,0,0,0,15,5,0.5,2,3,2015,PIT,SS,29,2
130237,4066,ST-1150,2,2,0,0,0,0,0,0,0,0,0,0,0,66,3,5,2,2015,PIT,RDE,91,1
130238,4066,VW-0250,2,4,0,0,0,0,0,0,0,0,0,0,0,35,4,3,3,2015,PIT,RILB,98,2
130239,4066,MM-3800,4,3,0,0,0,0,0,0,0,0,0,0,0,70,5.5,5,7,2015,PIT,FS,23,1
130240,4066,PR-0400,1,2,0,0,0,0,1,0,0,0,0,0,0,34,3,5,6,2015,SD,RCB,26,2
130241,4066,RG-1250,3,0,0,0,0,0,1,0,0,0,0,0,0,67,4,4,4,2015,PIT,FS,21,2
130242,4066,BD-1200,2,0,1,0,0,0,0,0,0,0,0,0,5,36,5.5,5,1,2015,PIT,LOLB,48,2
130243,4066,RC-0550,1,1,0,0,0,0,0,0,0,0,0,0,0,9,1.5,2,2,2015,SD,NT,92,2
