pid,bc,dir,yds,succ,kne
672300,CN-0500,LG,2,1,0
672303,JS-6700,LE,7,0,0
672304,CN-0500,LT,7,0,0
672305,JS-6700,LG,3,1,0
672308,FG-0200,RE,0,0,0
672310,AB-2600,MD,23,1,0
672311,FG-0200,MD,5,1,0
672312,FG-0200,MD,-2,0,0
672315,JS-6700,MD,1,0,0
672316,CN-0500,LG,7,1,0
672322,FG-0200,MD,9,0,0
672325,JS-6700,RE,3,0,0
672329,FG-0200,RG,-1,0,0
672332,FG-0200,MD,4,1,0
672333,FG-0200,RG,3,0,0
672334,AB-2600,MD,0,0,0
672337,CN-0500,LE,9,1,0
672338,JS-6700,LG,2,1,0
672340,JS-6700,MD,0,0,0
672342,AL-1100,MD,6,1,0
672349,FG-0200,LT,0,0,0
672351,FG-0200,LG,4,1,0
672352,FG-0200,LG,5,1,0
672353,AB-2600,LT,-2,0,0
672355,JS-6700,RE,-7,0,0
672359,CN-0500,RE,-2,0,0
672363,FG-0200,RT,7,1,0
672364,FG-0200,RG,10,1,0
672366,JS-6700,RG,13,1,0
672368,JS-6700,LG,4,0,0
672369,CN-0500,LG,11,1,0
672370,JS-6700,LT,7,1,0
672371,JS-6700,RG,1,0,0
672375,FG-0200,MD,5,1,0
672376,AB-2600,LT,6,1,0
672377,AB-2600,MD,3,0,0
672378,FG-0200,LG,9,1,0
672379,FG-0200,MD,1,0,0
672380,AB-2600,LG,8,1,0
672381,AB-2600,LE,-7,0,0
672384,CN-0500,LT,0,0,0
672386,CB-3850,RE,14,1,0
672388,JS-6700,RT,14,1,0
672389,CN-0500,RG,5,1,0
672390,CN-0500,MD,0,0,0
672392,FG-0200,MD,1,0,0
672395,JS-6700,MD,2,0,0
672399,FG-0200,MD,1,0,0
672404,JS-6700,MD,2,0,0
672410,FW-0750,LE,3,1,0
672414,FG-0200,MD,0,0,0
672424,JS-6700,RE,4,1,0
672425,JS-6700,MD,1,0,0
672427,JS-6700,MD,10,0,0
672439,JS-6700,MD,2,0,0
672440,JS-6700,MD,5,1,0
672450,AL-1100,LE,6,1,0
672456,AL-1100,RE,6,1,0
672460,AL-1100,LE,6,1,0
672461,AL-1100,RE,11,1,0
672463,FG-0200,MD,0,0,0
672472,JS-6700,LE,0,0,0
672473,CN-0500,RT,2,0,0
672477,FG-0200,RG,2,0,0
672484,IC-0300,RG,3,0,0
672488,IC-0300,MD,2,0,0
672492,JH-4025,LE,7,1,0
672493,JH-4025,LG,6,1,0
672495,AD-0100,RE,-1,0,0
672498,JH-4025,RT,0,0,0
672500,JH-4025,RG,4,1,0
672505,DJ-1850,RG,5,1,0
672508,IC-0300,LT,13,1,0
672509,IC-0300,RG,2,0,0
672510,JM-0850,LE,4,0,0
672513,JM-0850,RT,7,1,0
672514,DJ-1850,MD,-5,0,0
672519,AD-0100,MD,6,1,0
672520,JH-4025,LE,1,0,0
672523,IC-0300,LG,0,0,0
672527,GB-0350,LG,1,0,0
672528,GB-0350,LE,9,1,0
672529,GB-0350,RG,10,1,0
672531,GB-0350,LG,7,1,0
672534,GB-0350,RE,4,0,0
672540,GB-0350,LG,1,0,0
672545,IC-0300,LG,5,1,0
672548,IC-0300,RT,1,0,0
672550,IC-0300,RE,11,1,0
672551,IC-0300,RT,5,1,0
672552,DJ-1850,LT,0,0,0
672556,AD-0100,NL,-1,0,1
672558,JH-4025,RG,1,0,0
672563,GB-0350,MD,11,0,0
672566,IC-0300,RE,-4,0,0
672568,JM-0850,MD,11,0,0
672570,JH-4025,RT,4,1,0
672573,JH-4025,LG,2,1,0
672574,JH-4025,RT,8,1,0
672575,GB-0350,LT,4,1,0
672576,GB-0350,LG,4,1,0
672577,AD-0100,LE,-5,0,0
672584,JH-4025,RG,0,0,0
672585,AD-0100,MD,2,0,0
672587,JH-4025,MD,13,1,0
672589,JH-4025,LT,4,1,0
672591,MS-0150,LE,25,1,0
672598,GB-0350,LE,13,1,0
672601,GB-0350,MD,6,1,0
672602,GB-0350,RT,2,1,0
672603,AD-0100,MD,4,1,0
672604,GB-0350,LT,0,0,0
672613,JH-4025,RE,4,0,0
672615,JH-4025,RT,-1,0,0
672617,JH-4025,LG,-1,0,0
672626,JM-0850,MD,9,0,0
672628,AM-1150,NL,-1,0,1
672629,AM-1150,NL,-1,0,1
672631,JS-6700,MD,4,1,0
672632,CN-0500,RE,5,1,0
672633,CN-0500,MD,5,1,0
672635,CN-0500,MD,23,1,0
672637,MT-1300,MD,1,0,0
672642,EL-0010,RT,-1,0,0
672646,JS-6700,LG,4,0,0
672653,AR-1300,LE,3,0,0
672655,JS-6200,LG,4,1,0
672656,JS-6200,MD,9,1,0
672658,JS-6200,RT,15,1,0
672659,EL-0010,MD,3,1,0
672663,JS-6700,LT,8,1,0
672664,MT-1300,MD,4,1,0
672665,CB-3850,LE,-12,0,0
672668,JS-6700,RE,14,1,0
672669,CN-0500,RG,1,1,0
672674,EL-0010,RT,1,0,0
672675,AR-1300,RE,6,0,0
672678,JS-6700,RG,3,0,0
672682,JS-6200,LG,-1,0,0
672686,JS-6700,RG,-2,0,0
672688,JS-6700,LT,3,0,0
672690,CN-0500,LE,3,0,0
672694,EL-0010,LT,0,0,0
672695,JW-1500,RT,-1,0,0
672699,JS-6200,LT,0,0,0
672700,JS-6200,LE,2,0,0
672703,FW-0750,MD,10,1,0
672704,FW-0750,RG,3,0,0
672721,CN-0500,RE,2,0,0
672726,JS-6200,RE,4,1,0
672731,JS-6700,MD,6,1,0
672732,JS-6700,RT,10,1,0
672733,JS-6700,LG,2,0,0
672735,CN-0500,LE,5,1,0
672738,JS-6700,LT,-2,0,0
672739,JS-6700,RE,8,1,0
672741,CN-0500,RE,7,1,0
672742,JS-6700,LE,1,0,0
672751,JS-6700,MD,1,0,0
672754,AR-1300,LE,8,1,0
672755,EL-0010,LT,7,1,0
672761,JS-6700,MD,3,0,0
672762,JS-6700,MD,0,0,0
672763,CN-0500,MD,6,0,0
672765,JS-6200,MD,2,0,0
672766,JS-6200,LT,4,0,0
672770,JS-6700,LG,4,1,0
672785,JS-6700,RE,-7,0,0
672802,JS-6200,MD,0,0,0
672808,AR-1300,LT,5,0,0
672810,JS-6700,LG,1,0,0
672811,MT-1300,RG,2,0,0
672812,JS-6700,RG,5,0,0
672816,DL-1700,RT,9,1,0
672817,DL-1700,MD,8,1,0
672819,DL-1700,LT,8,1,0
672825,LB-0500,RG,4,1,0
672826,LB-0500,RG,1,0,0
672831,DA-0900,LE,8,1,0
672832,LB-0500,RT,6,1,0
672833,DL-1700,RE,-11,0,0
672841,LB-0500,RT,2,1,0
672842,LB-0500,LG,5,1,0
672845,AM-2850,MD,4,1,0
672852,LB-0500,RG,2,0,0
672855,AM-2850,LT,2,0,0
672858,MJ-2275,MD,1,0,0
672862,LB-0500,RG,6,1,0
672863,LB-0500,MD,10,1,0
672864,LB-0500,RG,6,1,0
672866,LB-0500,LT,14,1,0
672867,LB-0500,LG,1,0,0
672870,LB-0500,RT,1,0,0
672875,AM-2850,MD,3,0,0
672879,MJ-2275,RG,10,1,0
672880,MJ-2275,RT,2,0,0
672882,MJ-2275,RG,3,0,0
672883,MJ-2275,RG,6,1,0
672884,MJ-2275,RG,2,1,0
672886,MJ-2275,MD,4,1,0
672887,MJ-2275,RE,-4,0,0
672892,TB-2300,NL,-1,0,1
672895,MJ-2275,MD,1,0,0
672898,MJ-2275,RE,3,1,0
672899,MJ-2275,MD,-1,0,0
672900,LB-0500,MD,13,1,0
672901,LB-0500,RG,2,0,0
672903,LB-0500,RT,3,0,0
672906,LB-0500,LE,4,1,0
672907,LB-0500,MD,-2,0,0
672910,AM-2850,RG,1,0,0
672924,LB-0500,LG,10,1,0
672925,LB-0500,RT,21,1,0
672926,LB-0500,RT,0,0,0
672929,LB-0500,MD,1,0,0
672930,LB-0500,MD,1,0,0
672932,LB-0500,LT,5,1,0
672933,LB-0500,RT,4,1,0
672934,LB-0500,RG,2,1,0
672937,BB-2250,RT,12,1,0
672949,LB-0500,RG,4,1,0
672950,LB-0500,LG,2,0,0
672954,LB-0500,RT,1,0,0
672956,LB-0500,MD,0,0,0
672976,JG-0650,NL,-1,0,1
672978,AA-1350,LT,5,1,0
672979,DM-1200,RE,2,0,0
672982,MI-0100,LG,1,0,0
672983,MI-0100,RT,3,0,0
672988,MI-0100,RG,3,0,0
672992,AA-1350,RT,-1,0,0
672996,AA-1350,LT,9,1,0
672998,AA-1350,RG,0,0,0
673001,MI-0100,LG,3,0,0
673006,MI-0100,RT,2,0,0
673013,AA-1350,LT,5,1,0
673014,AA-1350,RE,-1,0,0
673018,MI-0100,RE,1,0,0
673022,MI-0100,RT,12,1,0
673023,MI-0100,RT,1,0,0
673028,MI-0100,RG,0,0,0
673029,DB-3800,MD,1,1,0
673033,AA-1350,RT,38,1,0
673034,DM-1200,RG,2,0,0
673039,CS-3400,RE,3,0,0
673043,DM-1200,RG,3,0,0
673044,DM-1200,RG,5,1,0
673047,MI-0100,RT,3,0,0
673048,MI-0100,RG,1,0,0
673050,MI-0100,RG,4,1,0
673060,DM-1200,RG,1,0,0
673061,DB-3800,NL,-1,0,1
673063,MI-0100,LE,5,1,0
673064,MI-0100,RG,4,1,0
673065,MI-0100,RT,0,0,0
673069,AA-1350,LE,1,0,0
673071,AA-1350,RT,9,1,0
673072,AA-1350,LE,0,0,0
673073,MM-0912,LE,5,1,0
673074,AA-1350,RT,2,0,0
673081,MI-0100,LT,4,1,0
673084,MI-0100,RG,2,1,0
673088,AA-1350,RG,2,0,0
673092,CS-3400,LE,5,1,0
673093,MI-0100,RG,0,0,0
673097,MI-0100,LG,4,1,0
673102,MI-0100,RT,-1,0,0
673104,MI-0100,RG,0,0,0
673109,AA-1350,RT,-1,0,0
673111,AA-1350,RG,-1,0,0
673114,AA-1350,LG,1,0,0
673120,MI-0100,LE,2,0,0
673127,AA-1350,RT,2,0,0
673130,DM-1200,RG,2,0,0
673132,DM-1200,RG,3,0,0
673133,DM-1200,RG,1,0,0
673145,DB-3800,NL,-1,0,1
673148,AA-1350,LE,15,1,0
673149,AA-1350,LG,2,0,0
673151,AA-1350,RG,1,0,0
673157,LM-1000,LG,1,0,0
673159,TT-0500,RG,14,1,0
673160,LM-1000,LE,0,0,0
673161,LM-1000,RE,3,0,0
673165,RT-0150,MD,0,0,0
673167,LM-1000,LE,17,1,0
673170,KW-1150,MD,10,1,0
673171,TT-0500,RE,9,1,0
673172,LM-1000,RE,48,1,0
673177,JL-0215,LE,-2,0,0
673180,JL-0215,LE,9,1,0
673182,LM-1150,LG,5,0,0
673185,RW-4050,LE,0,0,0
673186,LM-1000,MD,4,0,0
673188,LM-1000,MD,7,1,0
673190,KW-1150,RG,5,0,0
673192,LM-1150,RT,5,1,0
673195,JA-0450,RE,5,1,0
673196,JA-0450,MD,4,1,0
673197,LM-1150,MD,2,0,0
673200,LM-1150,LG,1,1,0
673203,LM-1000,LE,3,0,0
673205,LM-1000,RE,-1,0,0
673208,LM-1000,RT,3,0,0
673209,LM-1000,RG,2,0,0
673210,TT-0500,LT,-1,0,0
673213,LM-1150,RG,2,0,0
673216,LM-1150,RT,1,0,0
673219,TT-0500,LE,7,1,0
673220,LM-1000,LG,3,1,0
673222,KW-1150,LE,11,1,0
673225,LM-1150,RG,1,0,0
673238,JL-0215,LE,6,1,0
673239,LM-1150,MD,3,1,0
673240,RT-0150,LT,3,1,0
673245,JA-0450,RE,6,1,0
673246,LM-1150,MD,1,1,0
673253,LM-1150,RG,14,1,0
673254,JL-0215,RE,5,1,0
673255,LM-1150,RE,0,0,0
673261,TT-0500,LT,7,1,0
673263,LM-1000,RT,4,0,0
673268,LM-1150,LE,9,1,0
673270,JA-0450,LE,23,1,0
673271,JA-0450,MD,3,0,0
673276,LM-1000,LG,5,1,0
673277,LM-1000,MD,2,0,0
673279,KW-1150,RT,1,0,0
673280,KW-1150,LT,5,1,0
673282,LM-1000,LG,11,1,0
673285,KW-1150,RG,12,1,0
673286,KW-1150,LT,38,1,0
673302,TT-0500,LE,6,1,0
673303,KW-1150,MD,3,1,0
673304,TT-0500,RE,6,1,0
673305,KW-1150,LT,25,1,0
673306,TT-0500,NL,-1,0,1
673307,TT-0500,NL,-2,0,1
673308,TT-0500,NL,-1,0,1
673311,TG-1950,MD,1,0,0
673316,AP-0700,MD,0,0,0
673319,AP-0700,RE,7,1,0
673320,AP-0700,RE,1,0,0
673324,TG-1950,RE,11,1,0
673332,AP-0700,LT,6,1,0
673338,AP-0700,RE,6,1,0
673341,TG-1950,LT,-1,0,0
673344,TG-1950,RE,3,0,0
673345,TA-1050,MD,2,0,0
673347,TG-1950,LG,5,1,0
673348,TG-1950,MD,1,1,0
673354,AP-0700,LE,-1,0,0
673355,TB-2650,LE,6,0,0
673358,TM-0650,LG,2,0,0
673361,TM-0650,MD,1,0,0
673365,AP-0700,MD,11,1,0
673366,AP-0700,MD,2,0,0
673367,AP-0700,MD,2,0,0
673370,TA-1050,RT,-1,0,0
673372,TG-1950,RT,2,0,0
673373,TG-1950,MD,6,1,0
673375,NF-0250,MD,2,1,0
673377,TA-1050,RE,12,1,0
673378,TG-1950,LT,2,0,0
673379,TG-1950,MD,4,0,0
673383,AP-0700,RG,15,1,0
673384,AP-0700,MD,2,0,0
673388,TA-1050,RE,13,1,0
673389,TG-1950,LE,0,0,0
673390,TA-1050,RE,22,1,0
673399,TG-1950,MD,-2,0,0
673404,AP-0700,MD,4,1,0
673406,AP-0700,MD,12,1,0
673407,AP-0700,RE,-1,0,0
673409,TB-2650,MD,6,1,0
673412,TG-1950,RE,2,0,0
673416,AP-0700,MD,2,0,0
673419,AP-0700,LE,2,0,0
673424,TG-1950,MD,2,0,0
673426,TG-1950,RG,2,0,0
673427,TG-1950,MD,1,0,0
673431,AP-0700,MD,-1,0,0
673434,AP-0700,MD,4,1,0
673435,TB-2650,LE,5,1,0
673437,AP-0700,RT,-2,0,0
673440,TA-1050,RE,20,1,0
673441,TG-1950,LE,13,1,0
673442,TG-1950,MD,3,0,0
673446,AP-0700,RE,12,1,0
673447,AP-0700,MD,13,1,0
673448,AP-0700,MD,3,1,0
673452,TG-1950,LE,3,0,0
673456,AP-0700,RE,4,1,0
673457,AP-0700,RG,2,0,0
673460,TA-1050,RE,-1,0,0
673461,TG-1950,LE,16,1,0
673462,TG-1950,RE,9,1,0
673463,TG-1950,MD,8,1,0
673464,TM-0650,MD,0,0,0
673465,TA-1050,RE,-1,0,0
673466,TG-1950,MD,4,0,0
673469,AP-0700,LT,-1,0,0
673470,MA-1150,RE,2,0,0
673480,SH-1100,NL,-1,0,1
673482,TG-1950,LE,-6,0,0
673486,AP-0700,LT,3,0,0
673488,AP-0700,LG,11,1,0
673489,AP-0700,RE,6,1,0
673490,AP-0700,MD,1,0,0
673491,MA-1150,LE,2,0,0
673494,CI-0300,MD,-1,0,0
673499,TY-0150,MD,-1,0,0
673500,BB-2425,MD,9,1,0
673502,TY-0150,LG,2,0,0
673504,TY-0150,RE,-1,0,0
673509,CI-0300,MD,-2,0,0
673515,CI-0300,RT,0,0,0
673519,TY-0150,MD,2,0,0
673523,CI-0300,RG,1,0,0
673527,CI-0300,RE,9,1,0
673528,CI-0300,MD,0,0,0
673529,CI-0300,LT,1,1,0
673533,TY-0150,MD,2,0,0
673534,TY-0150,RE,3,0,0
673536,TY-0150,MD,2,0,0
673537,BB-2425,LE,11,1,0
673544,CI-0300,RT,2,0,0
673545,CI-0300,MD,1,0,0
673547,CI-0300,MD,2,0,0
673562,TY-0150,LT,0,0,0
673570,CI-0300,RT,0,0,0
673571,CI-0300,LE,1,0,0
673572,ZS-0150,LT,3,0,0
673578,RF-0500,NL,0,0,1
673581,TY-0150,RG,2,0,0
673583,TY-0150,MD,-1,0,0
673584,BB-2425,LE,10,1,0
673585,BB-2425,RG,2,1,0
673590,RF-0500,RE,1,0,0
673592,CI-0300,MD,-2,0,0
673597,TY-0150,MD,4,1,0
673598,TY-0150,LE,2,0,0
673604,CI-0300,MD,2,0,0
673609,CI-0300,MD,1,1,0
673612,TY-0150,LT,3,0,0
673621,DR-2250,LT,2,0,0
673630,CI-0300,LG,1,0,0
673634,CI-0300,LT,6,0,0
673639,TY-0150,RE,45,1,0
673643,CI-0300,MD,0,0,0
673647,CI-0300,LE,4,1,0
673648,CI-0300,RT,1,0,0
673657,CI-0300,MD,4,1,0
673658,CI-0300,RT,2,0,0
673659,CI-0300,LE,-7,0,0
673662,RF-0500,NL,-1,0,1
673663,RF-0500,NL,0,0,1
673669,DW-3600,MD,6,1,0
673673,LM-1850,MD,44,1,0
673678,DW-3600,RG,0,0,0
673679,DW-3600,LE,7,1,0
673687,DW-3600,MD,2,1,0
673691,DW-3600,LG,9,1,0
673692,DW-3600,LG,-3,0,0
673697,LM-1850,RT,3,0,0
673699,LM-1850,RG,0,0,0
673700,MR-0500,MD,12,1,0
673706,DW-3600,RG,3,0,0
673710,DW-3600,MD,3,1,0
673713,LM-1850,RT,9,1,0
673714,LM-1850,RT,3,1,0
673717,LM-1850,MD,5,0,0
673720,DW-3600,RG,2,0,0
673724,LM-1850,LG,2,0,0
673725,LM-1850,MD,7,1,0
673726,LM-1850,RG,3,1,0
673727,TJ-2400,RT,-1,0,0
673728,TJ-2400,RE,1,0,0
673734,AB-3500,RE,16,1,0
673736,DW-3600,MD,4,0,0
673738,DW-3600,LG,8,1,0
673739,DW-3600,MD,1,0,0
673740,DW-3600,MD,0,0,0
673741,DW-3600,LG,3,1,0
673746,LM-1850,MD,-4,0,0
673755,DC-0725,NL,-1,0,1
673758,LM-1850,RT,2,0,0
673759,LM-1850,MD,1,0,0
673762,DW-3600,MD,0,0,0
673763,DW-3600,MD,3,0,0
673766,LM-1850,MD,1,0,0
673768,LM-1850,RT,15,1,0
673771,LM-1850,LG,2,0,0
673773,LM-1850,MD,0,0,0
673782,DC-0725,RE,4,1,0
673783,LM-1850,LE,3,0,0
673784,DW-3600,RT,12,1,0
673794,MR-0500,RG,5,0,0
673797,DW-3600,MD,1,0,0
673798,DW-3600,LE,53,1,0
673799,JT-3000,LT,3,0,0
673800,AB-3500,RE,6,1,0
673801,DW-3600,RG,2,1,0
673808,DW-3600,MD,2,1,0
673815,JO-0550,LG,19,1,0
673819,DW-3600,MD,22,1,0
673824,MR-0500,MD,4,1,0
673835,DW-3600,LG,2,0,0
673838,DW-3600,MD,1,0,0
673852,DW-3600,MD,13,1,0
673856,DW-3600,MD,5,1,0
673857,DW-3600,RG,9,1,0
673863,DM-0450,RE,4,1,0
673864,DM-0450,LG,2,0,0
673872,SV-0200,LG,8,1,0
673874,SV-0200,RG,1,0,0
673880,DM-0450,RG,2,0,0
673885,AW-1350,MD,6,1,0
673886,AW-1350,LG,6,1,0
673888,AW-1350,LT,-1,0,0
673895,AW-1350,LG,3,1,0
673898,AW-1350,LG,2,0,0
673902,DM-0450,RE,-1,0,0
673904,DM-0450,MD,2,0,0
673906,OD-0200,LG,3,0,0
673908,SV-0200,MD,3,0,0
673909,OD-0200,MD,9,1,0
673910,OD-0200,MD,5,1,0
673912,SV-0200,MD,-2,0,0
673917,CS-1950,RG,0,0,0
673918,CS-1950,RG,1,1,0
673921,CS-1950,RT,1,0,0
673924,CS-1950,RT,8,1,0
673927,RJ-0800,RG,6,1,0
673928,RJ-0800,RG,5,1,0
673930,RJ-0800,LG,2,0,0
673937,JW-5650,RE,12,1,0
673941,JW-5650,MD,2,0,0
673944,EM-0200,NL,-1,0,1
673946,DM-0450,RG,5,1,0
673949,CS-1950,LT,7,1,0
673950,CS-1950,RE,-1,0,0
673952,RJ-0800,RT,7,1,0
673956,DM-0450,RT,5,1,0
673961,DM-0450,RG,3,0,0
673963,DM-0450,MD,4,1,0
673968,RJ-0800,LE,-3,0,0
673972,RJ-0800,LT,3,0,0
673974,SV-0200,LT,1,0,0
673978,RJ-0800,LT,1,0,0
673981,DM-0450,LT,5,1,0
673986,OD-0200,MD,4,1,0
673988,OD-0200,RG,1,1,0
673989,OD-0200,RG,1,0,0
673994,CS-1950,LG,59,1,0
673996,DM-0450,LT,0,0,0
673998,JW-5650,RE,10,1,0
674002,AW-1350,MD,11,1,0
674004,AW-1350,RG,3,1,0
674009,BR-0050,RG,3,0,0
674012,CS-1950,MD,3,1,0
674017,RJ-0800,MD,4,1,0
674020,SV-0200,RG,3,1,0
674021,RJ-0800,LG,9,1,0
674022,RJ-0800,LG,7,1,0
674023,RJ-0800,LG,0,0,0
674024,RJ-0800,RG,8,1,0
674025,RJ-0800,MD,-1,0,0
674032,SD-0800,LG,4,0,0
674038,DF-1875,MD,6,1,0
674041,DF-1875,LE,0,0,0
674047,SD-0800,RG,5,0,0
674050,DF-1875,RE,-4,0,0
674056,SD-0800,LT,2,0,0
674057,SD-0800,RE,2,0,0
674059,BG-0100,LE,10,1,0
674060,SD-0800,RG,11,1,0
674061,SD-0800,LT,-2,0,0
674062,PT-0400,RT,3,0,0
674064,KG-0350,RG,1,1,0
674065,SD-0800,RT,-2,0,0
674066,BG-0100,LE,9,1,0
674071,DF-1875,RE,1,0,0
674074,DF-1875,RE,-3,0,0
674078,SD-0800,LT,-1,0,0
674079,PT-0400,LT,2,0,0
674083,DF-1875,LE,1,0,0
674089,BG-0100,LT,7,1,0
674092,PT-0400,MD,4,1,0
674106,SD-0800,MD,30,1,0
674107,PT-0400,LG,3,0,0
674108,SD-0800,LG,1,0,0
674117,BG-0100,NL,-1,0,1
674120,DF-1875,RG,5,1,0
674121,DF-1875,RT,4,1,0
674122,DF-1875,LE,-3,0,0
674127,SD-0800,RT,2,0,0
674128,SD-0800,LT,3,0,0
674136,DF-1875,LT,-3,0,0
674140,BM-2600,MD,3,0,0
674143,SD-0800,LT,0,0,0
674146,TC-2050,LG,3,0,0
674147,MR-2500,LE,2,0,0
674154,SD-0800,LT,0,0,0
674156,SD-0800,MD,0,0,0
674158,BG-0100,RE,5,0,0
674161,DF-1875,RG,7,1,0
674162,DF-1875,MD,1,0,0
674168,KG-0350,RE,2,0,0
674169,BE-0350,LE,7,1,0
674170,KG-0350,MD,0,0,0
674171,BM-2600,MD,1,1,0
674172,SD-0800,MD,3,1,0
674185,KG-0350,LG,3,1,0
674186,KG-0350,LT,3,0,0
674187,BG-0100,RE,5,1,0
674188,KG-0350,RE,8,1,0
674189,KG-0350,RG,3,1,0
674190,BG-0100,NL,-2,0,1
674191,BG-0100,NL,-1,0,1
674197,FG-0200,MD,5,1,0
674198,FG-0200,MD,-1,0,0
674202,RH-2350,RT,2,0,0
674206,FG-0200,LT,17,1,0
674208,AB-2600,MD,0,0,0
674211,AL-1100,RT,3,1,0
674212,FG-0200,MD,7,1,0
674215,RH-2350,RT,3,0,0
674216,RH-2350,LE,-4,0,0
674221,RH-2350,RT,1,0,0
674225,FG-0200,MD,3,0,0
674228,FG-0200,RT,1,0,0
674230,FG-0200,MD,11,1,0
674231,FG-0200,RE,-1,0,0
674236,CA-0750,LT,10,1,0
674238,CA-0750,RT,1,0,0
674240,FG-0200,MD,3,0,0
674245,AB-2600,MD,0,0,0
674253,CA-0750,RT,2,0,0
674257,FG-0200,MD,2,0,0
674258,FG-0200,MD,7,1,0
674259,FG-0200,LT,5,1,0
674262,AL-1100,MD,10,1,0
674263,FG-0200,MD,0,0,0
674274,AB-2600,RE,0,0,0
674278,FG-0200,MD,4,1,0
674280,AL-1100,LT,7,1,0
674281,FG-0200,MD,1,0,0
674285,RH-2350,RE,-2,0,0
674286,RH-2350,RE,-2,0,0
674291,FG-0200,LE,-2,0,0
674292,AL-1100,RT,11,0,0
674294,CA-0750,LE,-2,0,0
674298,CA-0750,RG,8,1,0
674306,FG-0200,LE,6,1,0
674309,FG-0200,MD,0,0,0
674311,AB-2600,MD,3,0,0
674314,AB-2600,MD,1,0,0
674315,AL-1100,LE,4,0,0
674321,CA-0750,LT,12,1,0
674322,CA-0750,LG,3,0,0
674326,RH-2350,MD,3,1,0
674332,FG-0200,RE,-5,0,0
674340,FG-0200,LT,3,1,0
674341,FG-0200,MD,6,1,0
674342,FG-0200,MD,1,1,0
674344,FG-0200,MD,-2,0,0
674346,FG-0200,LG,7,0,0
674348,FG-0200,MD,1,0,0
674349,FG-0200,LG,2,0,0
674350,FG-0200,MD,0,0,0
674351,FG-0200,MD,2,0,0
674352,AB-2600,LE,-1,0,0
674355,AL-1100,NL,-1,0,1
674358,DM-4300,LT,1,0,0
674361,DM-4300,LG,4,1,0
674365,DM-1600,MD,5,1,0
674367,DM-1600,LT,13,1,0
674370,DM-1600,RT,1,0,0
674372,DM-1600,RG,2,1,0
674374,DM-1600,RT,2,0,0
674379,RM-1200,LT,-4,0,0
674382,RM-1200,MD,2,0,0
674383,RM-1200,RE,4,0,0
674386,DM-1600,MD,4,1,0
674387,DM-1600,LG,2,0,0
674391,DM-4300,RE,3,0,0
674395,DM-1600,LG,1,0,0
674397,DM-1600,MD,8,1,0
674399,DM-1600,LT,4,1,0
674400,DM-1600,MD,1,0,0
674403,DM-4300,MD,9,1,0
674404,DM-4300,RT,3,1,0
674406,DM-4300,MD,6,1,0
674407,DM-4300,LG,3,0,0
674408,RM-1200,LE,21,1,0
674409,RM-1200,MD,3,0,0
674411,RM-1200,LE,12,1,0
674413,DS-3300,LT,5,1,0
674415,DM-4300,MD,1,1,0
674419,DM-1600,LT,2,1,0
674421,DM-1600,MD,1,0,0
674422,DM-1600,LE,17,1,0
674424,DM-1600,RG,16,1,0
674427,MC-0700,RE,11,1,0
674431,DM-4300,LE,0,0,0
674432,DM-4300,LE,7,1,0
674435,DS-3300,MD,8,1,0
674436,DS-3300,LT,4,1,0
674438,DS-3300,LT,0,0,0
674439,DS-3300,MD,6,0,0
674443,MC-0700,RE,6,1,0
674444,DM-1600,MD,3,1,0
674445,DM-1600,MD,0,0,0
674447,DM-1600,LT,-3,0,0
674451,DM-4300,MD,11,1,0
674457,RM-1200,LE,6,1,0
674463,DM-1600,LG,7,1,0
674465,DM-1600,MD,-3,0,0
674468,DM-1600,RE,9,1,0
674469,DM-1600,LT,2,1,0
674474,DM-4300,RG,3,0,0
674478,DM-1600,RE,3,0,0
674485,DM-1600,RT,3,0,0
674486,DM-1600,LE,3,0,0
674490,RM-1200,RE,5,1,0
674491,RM-1200,LE,5,1,0
674493,RM-1200,MD,11,1,0
674497,DM-4300,LE,-2,0,0
674502,DM-1600,LE,12,1,0
674504,DM-1600,RE,2,0,0
674514,DM-4300,LT,5,1,0
674515,DM-4300,MD,-3,0,0
674533,SB-1100,NL,-1,0,1
674537,DM-4300,LT,3,1,0
674540,DM-4300,RE,20,1,0
674542,DM-4300,RE,9,1,0
674544,RM-1200,LT,2,1,0
674548,KC-0250,MD,6,1,0
674550,KC-0250,RT,8,1,0
674551,KC-0250,LT,3,1,0
674553,JL-0280,LE,3,0,0
674557,MG-1150,LE,5,1,0
674559,DW-4300,LT,5,1,0
674563,DW-4300,LT,4,1,0
674567,JL-0280,MD,6,1,0
674568,JL-0280,LG,2,0,0
674570,JL-0280,RG,4,1,0
674571,JL-0280,MD,3,0,0
674573,JL-0280,RG,4,1,0
674577,MG-1150,MD,4,1,0
674581,MG-1150,RT,4,1,0
674582,MG-1150,LG,4,1,0
674587,JL-0280,MD,3,0,0
674588,JL-0280,MD,5,1,0
674591,MG-1150,RT,2,0,0
674593,JL-0280,RT,3,0,0
674598,KC-0250,LE,-2,0,0
674601,KC-0250,MD,8,1,0
674609,MG-1150,RT,3,0,0
674613,DW-4300,MD,6,0,0
674616,JL-0280,MD,16,1,0
674617,JL-0280,MD,2,0,0
674621,MG-1150,LT,3,0,0
674623,DW-4300,MD,15,1,0
674636,MG-1150,LE,0,0,0
674642,JL-0280,MD,5,1,0
674646,KC-0250,LE,2,0,0
674651,DB-4800,LT,10,1,0
