pid,bc,dir,yds,succ,kne
674652,DB-4800,MD,3,0,0
674656,JL-0280,MD,3,0,0
674657,JL-0280,LG,-1,0,0
674667,AS-2300,MD,11,1,0
674670,JL-0280,MD,4,1,0
674671,JL-0280,MD,1,1,0
674676,MG-1150,MD,3,1,0
674677,MG-1150,LE,3,1,0
674679,MG-1150,LT,0,0,0
674682,DW-4300,LT,2,0,0
674685,DW-4300,MD,1,0,0
674690,JL-0280,MD,0,0,0
674693,JL-0280,RE,9,1,0
674694,KC-0250,MD,3,1,0
674711,JC-6200,NL,-1,0,1
674712,JC-6200,NL,0,0,1
674713,JC-6200,NL,-1,0,1
