pid,punter,pgro,pnet,ptb,pr,pry,pfc
664612,DB-6350,48,38,0,TJ-2350,10,0
664637,DB-6350,31,31,0,TJ-2350,0,1
664641,SM-0650,54,48,0,BG-0750,6,0
664645,DB-6350,49,49,0,,0,0
664672,CJ-2100,58,46,0,DA-0900,12,0
664677,RA-0850,28,28,0,,0,0
664681,CJ-2100,59,34,0,DA-0900,25,0
664707,RA-0850,40,32,0,CB-1130,8,0
664711,CJ-2100,53,53,0,,0,0
664718,RA-0850,60,62,0,LW-1150,-2,0
664723,CJ-2100,46,37,0,DA-0900,9,0
664737,CJ-2100,39,33,0,DA-0900,6,0
664741,RA-0850,47,47,0,CB-1130,0,1
664745,CJ-2100,43,43,0,,0,0
664838,MK-0760,51,51,0,,0,0
664842,BC-2000,44,44,0,,0,0
664883,BM-1650,41,21,1,,0,0
664890,MK-0760,61,57,0,ES-0200,4,0
664906,BC-2000,38,38,0,,0,0
664917,MK-0760,50,50,0,ES-0200,0,1
664931,MK-0760,45,45,0,ES-0200,0,1
664951,BC-2000,42,42,0,,0,0
664980,BC-2000,44,24,1,,0,0
664987,BC-2000,43,25,0,AC-2350,18,0
665014,BP-0750,50,41,0,DH-1800,9,0
665038,BP-0750,41,33,0,DH-1800,8,0
665078,BW-2625,35,35,0,JH-3050,0,1
665095,BW-2625,55,39,0,JH-3050,16,0
665100,BP-0750,47,33,0,DH-1800,14,0
665170,JB-3275,31,31,0,JJ-3900,0,1
665184,JB-3275,42,42,0,JJ-3900,0,1
665189,MS-0600,54,51,0,AB-3500,3,0
665197,JB-3275,30,30,0,JJ-3900,0,1
665202,MS-0600,52,46,0,AB-3500,6,0
665206,JB-3275,56,56,0,JJ-3900,0,0
665211,MS-0600,58,48,0,AB-3500,10,0
665225,MS-0600,55,49,0,AB-3500,6,0
665231,JB-3275,34,34,0,JJ-3900,0,1
665251,JB-3275,38,38,0,,0,0
665256,MS-0600,48,46,0,AB-3500,2,0
665260,JB-3275,53,53,0,,0,0
665284,JB-3275,38,33,0,JJ-3900,5,0
665353,BF-0300,54,34,1,,0,0
665357,MB-3000,-12,-16,0,,0,0
665378,BF-0300,37,27,0,EW-0500,10,0
665389,BF-0300,57,46,0,EW-0500,11,0
665420,MB-3000,33,33,0,MM-5750,0,1
665436,MB-3000,47,41,0,MM-5750,6,0
665479,MB-3000,44,38,0,MM-5750,6,0
665502,BF-0300,27,27,0,,0,0
665509,TW-1175,53,53,0,JK-1000,0,1
665539,TW-1175,45,45,0,JK-1000,0,1
665552,TW-1175,49,42,0,JK-1000,7,0
665556,RQ-0050,49,49,0,JC-5680,0,1
665563,TW-1175,39,39,0,,0,0
665603,TW-1175,53,48,0,JK-1000,5,0
665632,TW-1175,49,27,0,JK-1000,22,0
665657,RQ-0050,-6,-6,0,,0,0
665674,DB-6350,37,29,0,AB-3500,8,0
665678,JB-3275,31,31,0,,0,0
665692,JB-3275,45,39,0,PP-0400,6,0
665697,JB-3275,42,42,0,,0,0
665707,DB-6350,48,28,1,,0,0
665713,JB-3275,41,24,0,PP-0400,17,0
665747,JB-3275,79,59,1,,0,0
665772,DB-6350,44,44,0,AB-3500,0,1
665841,DC-3200,48,42,0,MS-1300,6,0
665860,DC-3200,43,43,0,MS-1300,0,1
665866,JL-2250,46,32,0,DT-0850,14,0
665872,DC-3200,45,37,0,MS-1300,8,0
665891,DC-3200,55,55,0,MS-1300,0,1
665895,JL-2250,41,41,0,,0,0
665901,DC-3200,40,40,0,,0,0
665914,DC-3200,19,19,0,,0,0
665937,JL-2250,50,40,0,DT-0850,10,0
665977,JL-2250,44,24,1,,0,0
666003,KH-2600,33,33,0,DM-3100,0,1
666007,CS-0850,52,46,0,AJ-1200,6,0
666026,KH-2600,36,36,0,DM-3100,0,1
666030,CS-0850,53,53,0,,0,0
666041,CS-0850,45,27,0,AJ-1200,18,0
666085,CS-0850,46,38,0,AJ-1200,8,0
666103,CS-0850,47,42,0,BT-0300,5,0
666133,KH-2600,52,52,0,DM-3100,0,1
666174,SM-0650,51,47,0,MM-0900,4,0
666237,SM-0650,55,47,0,MM-0900,8,0
666245,PO-0050,39,39,0,TJ-2350,0,0
666266,PO-0050,40,40,0,CF-1550,0,0
666304,PO-0050,40,40,0,GT-0100,0,1
666325,SM-0650,55,40,0,MM-0900,15,0
666329,PO-0050,52,52,0,GT-0100,0,1
666334,SM-0650,60,60,0,MM-0900,0,0
666338,PO-0050,51,27,0,GT-0100,24,0
666397,AL-0500,34,34,0,,0,0
666401,BC-2000,41,37,0,TB-1060,4,0
666405,AL-0500,50,50,0,,0,0
666409,BC-2000,50,40,0,TB-1060,10,0
666415,AL-0500,28,28,0,ES-0200,0,1
666443,BC-2000,48,48,0,TB-1060,0,1
666447,AL-0500,60,40,1,,0,0
666452,BC-2000,51,31,0,TB-1060,20,0
666466,AL-0500,58,47,0,ES-0200,11,0
666499,AL-0500,46,38,0,ES-0200,8,0
666504,BC-2000,35,35,0,,0,0
666520,BC-2000,37,37,0,TB-1060,0,1
666528,BC-2000,57,37,1,,0,0
666539,AL-0500,45,45,0,JN-1900,0,0
666559,SL-0400,39,39,0,BW-0400,0,1
666568,BA-0850,49,49,0,,0,0
666625,BA-0850,36,36,0,KM-3250,0,1
666630,SL-0400,37,30,0,BW-0400,7,0
666645,BA-0850,55,44,0,KM-3250,11,0
666653,SL-0400,43,23,1,,0,0
666660,BA-0850,51,31,1,,0,0
666693,BA-0850,43,29,0,KM-3250,14,0
666724,NN-0200,36,16,1,,0,0
666806,BK-0700,37,37,0,,0,0
666826,BK-0700,27,27,0,JL-0215,0,1
666833,MD-0125,47,47,0,DM-1200,0,1
666845,BK-0700,61,10,0,JL-0215,51,0
666849,MD-0125,45,45,0,DM-1200,0,1
666860,MD-0125,39,25,0,DM-1200,14,0
666904,JR-3700,41,41,0,,0,0
666908,BN-0700,47,37,0,TL-1025,10,0
666915,JR-3700,42,42,0,TG-0900,0,1
666964,BN-0700,49,49,0,TL-1025,0,0
666969,JR-3700,51,51,0,TG-0900,0,1
666980,JR-3700,40,40,0,TG-0900,0,1
666986,BN-0700,45,35,0,TL-1025,10,0
667016,JR-3700,60,49,0,TG-0900,11,0
667020,BN-0700,59,46,0,TL-1025,13,0
667034,BN-0700,43,43,0,TL-1025,0,1
667038,JR-3700,49,42,0,TG-0900,7,0
667056,JR-3700,68,48,1,,0,0
667077,MS-0600,39,37,0,MH-4000,2,0
667144,TM-0800,28,28,0,,0,0
667164,TM-0800,38,40,0,JJ-3900,-2,0
667179,TM-0800,50,55,0,JJ-3900,-5,0
667192,MS-0600,34,18,0,MH-4000,16,0
667216,TM-0800,46,46,0,JJ-3900,0,1
667223,MS-0600,44,24,1,,0,0
667257,BP-0750,22,22,0,,0,0
667263,SK-0600,46,39,0,JH-3050,7,0
667273,SK-0600,62,62,0,,0,0
667325,BP-0750,42,33,0,JR-3270,9,0
667329,SK-0600,51,51,0,JH-3050,0,1
667364,BP-0750,36,36,0,,0,0
667406,BP-0750,52,32,1,,0,0
667449,PM-0300,56,20,0,JE-0100,36,0
667466,PM-0300,43,43,0,DA-0900,0,1
667519,PM-0300,45,45,0,JE-0100,0,1
667524,RA-0850,32,32,0,,0,0
667532,PM-0300,52,52,0,DA-0900,0,1
667536,RA-0850,56,48,0,GW-0650,8,0
667555,PM-0300,55,44,0,JE-0100,11,0
667559,RA-0850,47,47,0,GW-0650,0,1
667567,PM-0300,36,36,0,,0,0
667572,RA-0850,57,52,0,GW-0650,5,0
667586,RA-0850,47,31,0,GW-0650,16,0
667615,DJ-2800,51,47,0,DH-1800,4,0
667646,DJ-2800,57,57,0,DH-1800,0,0
667663,BW-2625,37,39,0,DS-3300,-2,0
667669,DJ-2800,52,55,0,DH-1800,-3,0
667673,BW-2625,44,44,0,,0,0
667680,DJ-2800,57,37,1,,0,0
667687,BW-2625,27,27,0,,0,0
667710,BW-2625,42,42,0,DS-3300,0,1
667729,BW-2625,51,51,0,,0,0
667734,BW-2625,48,44,0,DS-3300,4,0
667749,BW-2625,46,33,0,DS-3300,13,0
667772,BW-2625,44,34,0,DS-3300,10,0
667783,BP-0750,42,38,0,TL-1025,4,0
667801,BP-0750,41,31,0,TL-1025,10,0
667811,JR-3700,39,39,0,,0,0
667818,BP-0750,37,32,0,TL-1025,5,0
667835,BP-0750,30,30,0,,0,0
667847,BP-0750,54,54,0,TL-1025,0,0
667863,JR-3700,51,42,0,RB-4900,9,0
667867,BP-0750,53,53,0,,0,0
667901,BP-0750,42,42,0,TL-1025,0,1
667905,JR-3700,44,44,0,QP-0050,0,1
667909,BP-0750,43,41,0,TL-1025,2,0
667913,JR-3700,53,33,1,,0,0
667917,BP-0750,48,48,0,,0,0
667935,CS-0850,35,35,0,BW-0400,0,1
667940,BA-0850,39,39,0,,0,0
667957,BA-0850,38,38,0,DM-3100,0,1
667961,CS-0850,57,57,0,,0,0
668006,BA-0850,56,38,0,DM-3100,18,0
668055,BA-0850,49,17,0,DM-3100,32,0
668065,BA-0850,46,46,0,DM-3100,0,1
668072,CS-0850,56,56,0,,0,0
668077,BA-0850,41,41,0,DM-3100,0,1
668113,TW-1175,46,37,0,BR-0050,9,0
668124,TW-1175,52,40,0,BR-0050,12,0
668138,TW-1175,51,54,0,BR-0050,-3,0
668176,JS-1050,49,45,0,JC-5680,4,0
668182,TW-1175,40,40,0,,0,0
668195,JS-1050,40,40,0,,0,0
668281,BK-0700,36,36,0,EW-0500,0,1
668288,MB-3000,39,39,0,DM-1200,0,1
668293,BK-0700,48,48,0,,0,0
668297,MB-3000,53,53,0,,0,0
668301,BK-0700,54,54,0,EW-0500,0,1
668315,BK-0700,39,39,0,EW-0500,0,1
668356,MB-3000,44,44,0,DM-1200,0,1
668361,BK-0700,38,38,0,,0,0
668379,BK-0700,41,41,0,,0,0
668389,MB-3000,38,38,0,DM-1200,0,1
668393,BK-0700,49,37,0,EW-0500,12,0
668427,TM-3300,50,39,0,GW-0650,11,0
668431,PM-0300,59,54,0,MM-5750,5,0
668441,TM-3300,37,37,0,GW-0650,0,1
668445,PM-0300,38,37,0,MM-5750,1,0
668479,PM-0300,38,26,0,MM-5750,12,0
668484,TM-3300,57,57,0,,0,0
668493,PM-0300,57,37,1,,0,0
668506,PM-0300,61,48,0,MM-5750,13,0
668510,TM-3300,46,46,0,GW-0650,0,0
668525,PM-0300,60,41,0,MM-5750,19,0
668543,PM-0300,52,44,0,MM-5750,8,0
668549,TM-3300,41,41,0,,0,0
668559,TM-3300,53,37,0,GW-0650,16,0
668569,TM-3300,55,55,0,GW-0650,0,1
668573,PM-0300,49,39,0,MM-5750,10,0
668577,TM-3300,45,23,0,GW-0650,22,0
668582,PM-0300,45,45,0,,0,0
668589,TM-3300,45,36,0,GW-0650,9,0
668594,PM-0300,58,53,0,MM-5750,5,0
668598,TM-3300,58,38,1,,0,0
668664,SM-0650,42,35,0,MS-1300,7,0
668688,SM-0650,50,42,0,MS-1300,8,0
668712,SM-0650,50,50,0,MS-1300,0,1
668722,SM-0650,50,42,0,MS-1300,8,0
668741,SM-0650,51,51,0,MS-1300,0,1
668745,JL-2250,50,41,0,GT-0100,9,0
668749,SM-0650,53,53,0,MS-1300,0,0
668755,JL-2250,40,40,0,TJ-2350,0,1
668782,JB-3275,48,23,0,DT-0850,25,0
668853,DC-3200,54,54,0,AB-3500,0,1
668859,JB-3275,43,43,0,,0,0
668863,DC-3200,53,53,0,AB-3500,0,1
668890,DC-3200,57,55,0,AB-3500,2,0
668926,JH-3230,56,31,0,TB-1060,25,0
668963,JH-3230,56,56,0,,0,0
668967,AL-0500,51,40,0,TA-1050,11,0
668972,JH-3230,47,47,0,TB-1060,0,1
668978,AL-0500,51,47,0,TA-1050,4,0
668994,AL-0500,31,31,0,TA-1050,0,1
669027,AL-0500,41,41,0,TA-1050,0,1
669039,AL-0500,53,33,1,,0,0
669043,JH-3230,54,54,0,TB-1060,0,0
669071,JH-3230,31,31,0,,0,0
669085,SL-0400,55,48,0,JL-0215,7,0
669097,SL-0400,55,55,0,JL-0215,0,1
669101,MD-0125,53,53,0,,0,0
669105,SL-0400,33,33,0,,0,0
669112,SL-0400,35,28,0,JL-0215,7,0
669122,SL-0400,54,62,0,JL-0215,-8,0
669138,SL-0400,52,48,0,JL-0215,4,0
669147,MD-0125,41,21,1,,0,0
669174,SL-0400,50,34,0,JL-0215,16,0
669183,MD-0125,55,48,0,KM-3250,7,0
669190,SL-0400,50,41,0,RM-1500,9,0
669204,MD-0125,47,47,0,,0,0
669220,MD-0125,50,36,0,KM-3250,14,0
669293,RA-0850,41,41,0,JK-1000,0,1
669314,RA-0850,46,46,0,JK-1000,0,1
669318,SW-0500,31,31,0,,0,0
669335,SW-0500,47,30,0,JE-0100,17,0
669348,SW-0500,50,40,0,JE-0100,10,0
669386,RA-0850,47,41,0,JK-1000,6,0
669414,SW-0500,33,22,0,DA-0900,11,0
669448,MS-0600,42,30,0,TC-0385,12,0
669496,MS-0600,43,32,0,TC-0385,11,0
669513,MS-0600,39,35,0,TC-0385,4,0
669545,MS-0600,46,41,0,TC-0385,5,0
669550,MK-0760,37,37,0,,0,0
669555,MS-0600,41,23,0,TC-0385,18,0
669561,MK-0760,30,30,0,JJ-3900,0,1
669579,MK-0760,41,21,1,,0,0
669606,MK-0760,44,24,1,,0,0
669635,BW-2625,44,24,1,,0,0
669653,BW-2625,41,34,0,CB-1130,7,0
669661,CJ-2100,32,32,0,DH-1800,0,1
669683,BW-2625,51,51,0,CB-1130,0,1
669709,CJ-2100,34,34,0,DH-1800,0,1
669750,BW-2625,46,26,1,,0,0
669778,BW-2625,53,53,0,CB-1130,0,0
669790,DJ-2800,53,53,0,TG-0900,0,1
669807,DJ-2800,38,38,0,TG-0900,0,1
669815,BN-0700,45,43,0,DS-3300,2,0
669829,DJ-2800,41,41,0,TG-0900,0,1
669835,BN-0700,36,36,0,,0,0
669857,DJ-2800,47,47,0,,0,0
669908,BN-0700,36,36,0,DS-3300,0,1
669936,DJ-2800,54,49,0,TG-0900,5,0
669944,BN-0700,40,40,0,DS-3300,0,1
670000,SK-0600,39,39,0,,0,0
670006,DB-6350,51,51,0,JR-3270,0,1
670020,DB-6350,55,47,0,JR-3270,8,0
670033,SK-0600,45,45,0,BG-0750,0,0
670038,SK-0600,51,40,0,PP-0400,11,0
670054,SK-0600,46,38,0,PP-0400,8,0
670069,SK-0600,41,41,0,PP-0400,0,1
670086,SK-0600,50,50,0,PP-0400,0,0
670105,DB-6350,38,38,0,JR-3270,0,1
670140,MD-0125,43,43,0,DA-0900,0,0
670151,RA-0850,35,35,0,JL-0215,0,1
670159,RA-0850,45,46,0,JL-0215,-1,0
670163,MD-0125,70,60,0,JE-0100,10,0
670168,RA-0850,38,34,0,JL-0215,4,0
670173,MD-0125,60,49,0,JE-0100,11,0
670183,RA-0850,52,52,0,JL-0215,0,0
670195,MD-0125,53,34,0,JE-0100,19,0
670238,MD-0125,58,38,1,,0,0
670244,RA-0850,37,37,0,JL-0215,0,1
670258,MD-0125,65,45,1,,0,0
670285,RA-0850,57,51,0,JL-0215,6,0
670317,SM-0650,51,51,0,DT-0850,0,0
670321,DC-3200,40,35,0,GT-0100,5,0
670325,SM-0650,53,53,0,DT-0850,0,0
670366,SM-0650,44,39,0,DT-0850,5,0
670387,SM-0650,52,58,0,DT-0850,-6,0
670397,DC-3200,46,46,0,GT-0100,0,1
670410,DC-3200,37,37,0,,0,0
670414,SM-0650,38,1,0,DT-0850,37,0
670435,SM-0650,44,39,0,DT-0850,5,0
670442,DC-3200,41,41,0,,0,0
670472,JS-1050,36,36,0,EW-0500,0,1
670526,JS-1050,53,29,0,EW-0500,24,0
670568,JS-1050,38,39,0,EW-0500,-1,0
670645,AL-0500,54,54,0,PP-0400,0,1
670659,DB-6350,50,43,0,TB-1060,7,0
670673,DB-6350,50,38,0,TB-1060,12,0
670705,AL-0500,41,36,0,PP-0400,5,0
670717,AL-0500,53,47,0,PP-0400,6,0
670729,AL-0500,56,18,0,PP-0400,38,0
670743,AL-0500,45,45,0,PP-0400,0,1
670751,AL-0500,50,49,0,PP-0400,1,0
670817,JH-3230,53,53,0,,0,0
670821,BP-0750,52,52,0,,0,0
670828,JH-3230,54,49,0,RB-4900,5,0
670840,BP-0750,52,32,1,,0,0
670844,JH-3230,57,55,0,BE-0350,2,0
670848,BP-0750,52,52,0,,0,0
670854,JH-3230,48,39,0,BE-0350,9,0
670861,BP-0750,30,30,0,,0,0
670868,BP-0750,37,37,0,,0,0
670907,JH-3230,51,51,0,BE-0350,0,1
670911,BP-0750,60,50,0,TA-1050,10,0
670919,JH-3230,60,60,0,,0,0
670923,BP-0750,47,51,0,TA-1050,-4,0
670938,BP-0750,43,43,0,TA-1050,0,1
670942,JH-3230,57,52,0,BE-0350,5,0
670950,BP-0750,39,39,0,,0,0
670960,PD-0200,48,29,0,TA-1050,19,0
670964,JH-3230,56,29,0,BE-0350,27,0
670980,TM-3300,48,35,0,DH-1800,13,0
671004,BW-2625,62,62,0,,0,0
671035,BW-2625,57,51,0,MM-5750,6,0
671101,BW-2625,47,27,1,,0,0
671133,TM-3300,47,47,0,,0,0
671168,BW-2625,46,22,0,MM-5750,24,0
671174,JL-2250,34,34,0,MM-0900,0,0
671190,JL-2250,37,34,0,MM-0900,3,0
671194,PO-0050,45,-20,0,MS-1300,65,0
671201,PO-0050,41,41,0,MS-1300,0,0
671221,PO-0050,44,44,0,,0,0
671226,JL-2250,32,32,0,MM-0900,0,1
671233,PO-0050,38,38,0,MS-1300,0,1
671266,JL-2250,31,31,0,MM-0900,0,1
671315,PO-0050,53,41,0,MS-1300,12,0
671324,MS-0600,46,46,0,JR-3270,0,0
671421,MS-0600,38,38,0,,0,0
671428,SK-0600,60,62,0,JJ-3900,-2,0
671450,MS-0600,39,39,0,JR-3270,0,1
671456,SK-0600,62,62,0,,0,0
671460,MS-0600,54,37,0,JR-3270,17,0
671522,JB-3275,43,25,0,AJ-1200,18,0
671536,JB-3275,46,31,0,AJ-1200,15,0
671541,KH-2600,24,24,0,,0,0
671545,JB-3275,33,28,0,BT-0300,5,0
671556,KH-2600,33,33,0,,0,0
671569,JB-3275,41,41,0,,0,0
671578,KH-2600,37,37,0,AB-3500,0,1
671586,KH-2600,42,42,0,,0,0
671615,JB-3275,18,18,0,BT-0300,0,1
671630,JB-3275,32,32,0,,0,0
671666,SL-0400,52,47,0,DM-1200,5,0
671681,SL-0400,57,53,0,DM-1200,4,0
671685,BK-0700,59,49,0,KM-3250,10,0
671693,SL-0400,42,42,0,,0,0
671697,BK-0700,59,49,0,KM-3250,10,0
671715,BK-0700,60,52,0,KM-3250,8,0
671724,SL-0400,48,28,1,,0,0
671730,BK-0700,39,39,0,KM-3250,0,1
671734,SL-0400,60,23,0,DM-1200,37,0
671738,BK-0700,36,36,0,KM-3250,0,1
671747,BK-0700,55,55,0,,0,0
671753,SL-0400,59,49,0,DM-1200,10,0
671779,SL-0400,34,34,0,DM-1200,0,1
671790,BK-0700,41,41,0,KM-3250,0,1
671796,SL-0400,55,48,0,DM-1200,7,0
671850,RQ-0050,38,36,0,TC-0385,2,0
671866,RQ-0050,41,28,0,TC-0385,13,0
671925,RQ-0050,51,48,0,TC-0385,3,0
671954,MK-0760,39,35,0,JK-1000,4,0
671965,MK-0760,44,44,0,,0,0
671969,RQ-0050,52,48,0,TC-0385,4,0
671973,MK-0760,52,46,0,JK-1000,6,0
672020,JR-3700,53,53,0,CB-1130,0,1
672024,CJ-2100,48,48,0,TL-1025,0,1
672028,JR-3700,41,41,0,CW-1850,0,0
672032,CJ-2100,39,39,0,,0,0
672057,JR-3700,44,44,0,CB-1130,0,1
672077,JR-3700,55,47,0,CB-1130,8,0
672084,CJ-2100,48,48,0,,0,0
672109,CJ-2100,53,53,0,,0,0
672141,BC-2000,41,32,0,MH-4000,9,0
672150,TM-0800,48,47,0,ES-0200,1,0
672167,TM-0800,45,40,0,ES-0200,5,0
672180,TM-0800,49,49,0,ES-0200,0,1
672215,BC-2000,46,46,0,MH-4000,0,1
672248,TM-0800,42,42,0,ES-0200,0,1
672270,TM-0800,47,41,0,ES-0200,6,0
672279,BC-2000,33,33,0,,0,0
672314,PM-0300,42,42,0,,0,0
672318,BN-0700,59,51,0,TH-1850,8,0
672324,PM-0300,50,50,0,,0,0
672328,BN-0700,43,43,0,,0,0
672354,PM-0300,53,33,1,,0,0
672362,BN-0700,34,34,0,TH-1850,0,1
672373,BN-0700,24,24,0,TH-1850,0,1
672382,PM-0300,52,32,1,,0,0
672394,PM-0300,43,25,0,TG-0900,18,0
672402,PM-0300,52,52,0,TG-0900,0,0
672406,BN-0700,53,60,0,TH-1850,-7,0
672428,BN-0700,38,32,0,TH-1850,6,0
672442,BN-0700,40,33,0,TH-1850,7,0
672491,AL-0500,34,34,0,,0,0
672522,KH-2600,43,43,0,TB-1060,0,0
672526,AL-0500,54,34,1,,0,0
672564,KH-2600,36,36,0,TB-1060,0,1
672569,AL-0500,28,28,0,,0,0
672583,AL-0500,56,55,0,BT-0300,1,0
672597,AL-0500,56,51,0,AJ-1200,5,0
672611,AL-0500,46,17,0,BT-0300,29,0
672618,KH-2600,-14,-15,0,,0,0
672644,TM-0800,56,24,0,TG-0900,32,0
672648,BN-0700,56,41,0,MH-4000,15,0
672676,TM-0800,54,46,0,TG-0900,8,0
672685,TM-0800,48,48,0,,0,0
672702,TM-0800,26,26,0,,0,0
672724,BN-0700,43,43,0,MH-4000,0,0
672730,TM-0800,28,28,0,,0,0
672749,TM-0800,54,43,0,TG-0900,11,0
672753,BN-0700,42,42,0,,0,0
672760,TM-0800,46,45,0,TG-0900,1,0
672764,BN-0700,41,40,0,MH-4000,1,0
672768,TM-0800,45,34,0,TG-0900,11,0
672788,BN-0700,47,47,0,MH-4000,0,1
672813,BN-0700,60,44,0,MH-4000,16,0
672848,TW-1175,49,51,0,JE-0100,-2,0
672914,TW-1175,46,46,0,,0,0
672919,RA-0850,48,39,0,JC-5680,9,0
672923,TW-1175,55,55,0,,0,0
672948,TW-1175,38,33,0,DA-0900,5,0
672960,RA-0850,21,21,0,,0,0
672981,BK-0700,56,45,0,MM-5750,11,0
672995,BK-0700,54,52,0,MM-5750,2,0
673042,TM-3300,45,38,0,DM-1200,7,0
673046,BK-0700,55,55,0,,0,0
673054,TM-3300,46,46,0,,0,0
673066,TM-3300,43,38,0,DM-1200,5,0
673090,BK-0700,48,40,0,MM-5750,8,0
673124,TM-3300,49,49,0,DM-1200,0,1
673144,BK-0700,40,40,0,MM-5750,0,1
673164,CS-0850,50,40,0,JL-0215,10,0
673184,MD-0125,48,28,1,,0,0
673191,CS-0850,42,42,0,JL-0215,0,1
673218,MD-0125,26,26,0,LM-1100,0,1
673252,CS-0850,58,40,0,JL-0215,18,0
673275,MD-0125,40,40,0,LM-1100,0,1
673313,JH-3230,25,25,0,,0,0
673328,JH-3230,45,45,0,MS-1300,0,0
673357,JL-2250,41,29,0,TA-1050,12,0
673369,JL-2250,38,39,0,TA-1050,-1,0
673387,JL-2250,43,43,0,,0,0
673403,JH-3230,56,50,0,MS-1300,6,0
673415,JH-3230,45,45,0,MS-1300,0,1
673423,JL-2250,54,46,0,TA-1050,8,0
673429,JH-3230,50,50,0,,0,0
673439,JL-2250,27,27,0,,0,0
673445,JH-3230,37,37,0,,0,0
673451,JL-2250,61,41,1,,0,0
673455,JH-3230,51,43,0,MS-1300,8,0
673459,JL-2250,29,29,0,,0,0
673471,JL-2250,41,33,0,TA-1050,8,0
673485,JH-3230,63,37,0,MS-1300,26,0
673497,RQ-0050,30,30,0,,0,0
673540,BA-0850,38,32,0,JK-1000,6,0
673550,RQ-0050,45,45,0,,0,0
673554,BA-0850,50,34,0,JK-1000,16,0
673560,RQ-0050,29,29,0,BW-0400,0,1
673569,BA-0850,34,25,0,JK-1000,9,0
673573,RQ-0050,31,31,0,,0,0
673589,BA-0850,31,31,0,JK-1000,0,1
673595,RQ-0050,52,32,0,NM-0250,20,0
673615,BA-0850,50,39,0,JK-1000,11,0
673619,RQ-0050,48,48,0,,0,0
673636,RQ-0050,35,35,0,BW-0400,0,1
673646,RQ-0050,38,38,0,NM-0250,0,0
673660,RQ-0050,43,43,0,,0,0
673681,JB-3275,51,51,0,,0,0
673685,MK-0760,48,51,0,JJ-3900,-3,0
673704,MK-0760,40,35,0,JJ-3900,5,0
673719,MK-0760,41,41,0,,0,0
673723,JB-3275,36,36,0,,0,0
673747,MK-0760,39,39,0,,0,0
673761,MK-0760,25,25,0,,0,0
673765,JB-3275,33,33,0,MT-0550,0,1
673796,MK-0760,34,34,0,,0,0
673823,JB-3275,48,47,0,MT-0550,1,0
673827,MK-0760,50,50,0,AB-3500,0,0
673842,JB-3275,40,40,0,MT-0550,0,1
673985,JS-1050,36,36,0,DH-1800,0,1
673993,BW-2625,64,63,0,BR-0050,1,0
674016,JS-1050,49,29,1,,0,0
674035,BP-0750,58,46,0,EW-0500,12,0
674049,BP-0750,52,11,0,EW-0500,41,0
674055,MB-3000,43,43,0,BE-0350,0,1
674077,MB-3000,35,35,0,BE-0350,0,1
674081,BP-0750,51,37,0,EW-0500,14,0
674103,MB-3000,57,40,0,BE-0350,17,0
674126,MB-3000,38,38,0,BE-0350,0,1
674139,MB-3000,51,51,0,,0,0
674145,BP-0750,44,35,0,EW-0500,9,0
674152,MB-3000,36,36,0,BE-0350,0,1
674159,BP-0750,36,36,0,EW-0500,0,1
674166,MB-3000,44,44,0,BE-0350,0,1
674196,BC-2000,53,53,0,QB-0250,0,0
674200,PM-0300,49,49,0,,0,0
674205,BC-2000,29,29,0,,0,0
674224,BC-2000,39,39,0,QB-0250,0,1
674256,BC-2000,48,45,0,QB-0250,3,0
674267,PM-0300,35,35,0,,0,0
674271,BC-2000,46,47,0,QB-0250,-1,0
674275,PM-0300,52,-31,0,OB-0150,83,0
674284,PM-0300,43,43,0,,0,0
674293,PM-0300,47,47,0,OB-0150,0,1
674364,DJ-2800,59,53,0,LW-1150,6,0
674385,DJ-2800,38,38,0,CB-1130,0,1
674389,CJ-2100,45,45,0,DS-3300,0,1
674394,DJ-2800,44,44,0,CB-1130,0,1
674402,CJ-2100,41,41,0,DS-3300,0,1
674430,CJ-2100,34,34,0,DS-3300,0,1
674441,DJ-2800,50,50,0,,0,0
674449,CJ-2100,55,55,0,,0,0
674477,DJ-2800,50,51,0,LW-1150,-1,0
674586,MS-0600,35,25,0,MM-0900,10,0
674590,PO-0050,44,44,0,JH-3450,0,1
674615,MS-0600,33,33,0,,0,0
674620,PO-0050,41,41,0,JH-3450,0,1
674638,MS-0600,49,37,0,MM-0900,12,0
674655,MS-0600,42,42,0,MM-0900,0,1
