uid,pid,ptm,pen,desc,cat,pey,act
60520,673125,NO,BB-3400,Defensive Holding,5,0,D
60521,673129,NO,BB-3400,Defensive Pass Interference,5,11,A
60522,673131,TEN,PS-0950,Offensive Holding,2,11,A
60523,673163,BUF,AT-0230,False Start,1,5,A
60524,673164,MIA,NH-1225,Offensive Holding,2,5,A
60525,673168,BUF,SW-0450,Offensive Pass Interference,2,10,A
60526,673178,BUF,SG-0650,Defensive Holding,5,5,A
60527,673179,BUF,,Defensive Offside,4,5,A
60528,673184,MIA,BM-0775,Illegal Touch Kick,3,0,A
60529,673191,MIA,DW-3125,Illegal Block Above the Waist,7,10,A
60530,673195,BUF,CB-4770,Face Mask,6,15,A
60531,673204,MIA,KM-2000,Unnecessary Roughness,6,15,A
60532,673212,MIA,TF-0250,Offensive Holding,2,7,A
60533,673231,BUF,RD-0050,Defensive Holding,5,5,A
60534,673235,BUF,SG-0650,Defensive Pass Interference,5,2,A
60535,673244,BUF,JH-5900,Unnecessary Roughness,6,7,A
60536,673260,MIA,NS-0800,Defensive Offside,4,0,O
60537,673260,BUF,RI-0100,Illegal Use of Hands,2,0,O
60538,673262,BUF,EW-1600,False Start,1,5,A
60539,673264,BUF,SH-0650,Offensive Holding,2,10,A
60540,673268,BUF,NB-0500,Illegal Use of Hands,5,5,A
60541,673274,MIA,JF-3000,Offensive Holding,2,10,A
60542,673275,MIA,JD-1600,Offensive Holding,2,10,A
60543,673283,BUF,CC-2100,False Start,1,5,A
60544,673293,MIA,JF-3000,Offensive Holding,2,0,O
60545,673293,BUF,RD-0050,Defensive Holding,5,0,O
60546,673294,BUF,CG-1700,Defensive Pass Interference,5,15,A
60547,673296,MIA,JF-3000,False Start,1,5,A
60548,673315,STL,MB-3650,Defensive Offside,4,5,A
60549,673329,STL,JJ-1550,Defensive Pass Interference,5,8,A
60550,673330,STL,MB-3650,Neutral Zone,4,5,A
60551,673331,MIN,AP-0700,False Start,1,5,A
60552,673336,STL,NF-0100,Defensive Offside,4,5,A
60553,673353,STL,LJ-1800,Defensive Pass Interference,5,3,A
60554,673371,MIN,CM-3400,Face Mask,6,15,A
60555,673398,MIN,SD-0537,Offensive Pass Interference,2,0,D
60556,673402,STL,JM-3800,Offensive Holding,2,10,A
60557,673418,STL,WH-0300,Defensive Offside,4,5,A
60558,673421,MIN,JB-3200,Offensive Holding,2,10,A
60559,673425,MIN,LJ-1700,Roughing the Passer,6,15,A
60560,673430,MIN,JB-3200,Offensive Holding,2,5,A
60561,673432,STL,TJ-2250,Defensive Holding,5,5,A
60562,673433,STL,WH-0300,Defensive Offside,4,5,A
60563,673435,STL,LJ-1800,Unnecessary Roughness,6,15,A
60564,673444,STL,NF-0250,Intentional Grounding,3,11,A
60565,673454,STL,GR-0300,Illegal Formation,3,0,D
60566,673473,MIN,TW-1187,Defensive Pass Interference,5,17,A
60567,673475,STL,GR-0300,Offensive Holding,2,10,A
60568,673510,NYJ,DF-0600,False Start,1,5,A
60569,673513,JAC,JO-0300,Neutral Zone,4,5,A
60570,673524,JAC,TS-2050,Encroachment,4,5,A
60571,673536,JAC,AC-0250,Offensive Holding,2,10,A
60572,673555,NYJ,ED-0200,False Start,1,5,A
60573,673557,NYJ,BM-0300,False Start,1,5,A
60574,673594,NYJ,DF-0600,Unnecessary Roughness,6,11,A
60575,673605,JAC,DH-4000,Defensive Pass Interference,5,0,D
60576,673632,NYJ,WJ-0275,Offensive Holding,2,10,A
60577,673640,JAC,JP-0900,Offensive Holding,2,10,A
60578,673642,NYJ,BQ-0200,False Start,1,5,A
60579,673653,NYJ,QC-0350,Defensive Offside,4,0,D
60580,673748,OAK,TM-1000,Defensive Pass Interference,5,11,A
60581,673757,OAK,AH-3700,False Start,1,5,A
60582,673777,OAK,DA-0950,Illegal Use of Hands,5,5,A
60583,673779,PIT,CW-0400,False Start,1,5,A
60584,673785,OAK,DH-2150,Defensive Holding,5,0,D
60585,673831,PIT,RS-0962,Roughing the Passer,6,12,A
60586,673839,PIT,CW-0400,False Start,1,5,A
60587,673840,PIT,MW-1250,Offensive Pass Interference,2,10,A
60588,673848,PIT,,Defensive Offside,4,0,D
60589,673852,PIT,HM-0200,Offensive Holding,2,10,A
60590,673858,PIT,AV-0350,False Start,1,0,D
60591,673870,TB,LD-0150,Unnecessary Roughness,6,15,A
60592,673882,TB,CB-2775,Offensive Pass Interference,2,0,D
60593,673889,TB,WG-0550,Neutral Zone,4,5,A
60594,673890,TB,LD-0150,Defensive Pass Interference,5,8,A
60595,673894,TB,TM-1700,Neutral Zone,4,5,A
60596,673903,NYG,JH-5450,Defensive Holding,5,5,A
60597,673908,NYG,EF-0075,Offensive Holding,2,10,A
60598,673915,TB,OL-0050,Offensive Holding,2,10,A
60599,673921,NYG,BM-2000,Unnecessary Roughness,6,15,A
60600,673935,NYG,JP-2900,Neutral Zone,4,5,A
60601,673938,NYG,DM-2950,Roughing the Passer,6,9,A
60602,673950,TB,CB-2775,Offensive Holding,2,0,D
60603,673957,TB,LM-0200,Offensive Holding,2,10,A
60604,673987,TB,GM-0500,Neutral Zone,4,5,A
60605,673992,NYG,BW-2625,Delay of Game,3,5,A
60606,674010,NYG,TW-0130,Defensive Holding,5,0,D
60607,674020,TB,AS-3050,Unnecessary Roughness,6,15,A
60608,674027,TB,BC-0600,Illegal Block Above the Waist,7,6,A
60609,674031,SF,MM-0925,False Start,1,5,A
60610,674052,SF,AL-1200,Defensive Offside,4,5,A
60611,674054,ATL,MB-3000,Delay of Game,3,5,A
60612,674093,SF,EP-0300,Offensive Holding,2,10,A
60613,674100,SF,AB-3100,Defensive Offside,4,5,A
60614,674103,ATL,LT-0550,Face Mask,6,15,A
60615,674105,ATL,VB-0075,Neutral Zone,4,5,A
60616,674124,ATL,RS-0650,Offensive Holding,2,10,A
60617,674131,ATL,PW-1400,Illegal Blindside Block,8,13,A
60618,674155,ATL,KI-0150,Illegal Use of Hands,5,0,D
60619,674155,ATL,PW-0700,Roughing the Passer,6,15,A
60620,674165,SF,,12 On-field,3,5,A
60621,674209,DEN,TW-0600,Unnecessary Roughness,6,15,A
60622,674211,DEN,KW-0850,Illegal Use of Hands,5,5,A
60623,674227,DEN,VM-0300,Defensive Offside,4,5,A
60624,674230,DEN,DT-1950,Face Mask,6,15,A
60625,674264,IND,JM-4150,False Start,1,5,A
60626,674284,IND,WG-0800,Interference with Opportunity to Catch,6,15,A
60627,674294,DEN,TP-1800,Offensive Holding,2,0,D
60628,674327,IND,GT-0300,Defensive Pass Interference,5,5,A
60629,674343,DEN,TW-0600,Defensive Holding,5,5,A
60630,674345,IND,TH-1850,Illegal Touch Pass,3,5,A
60631,674349,DEN,AT-0100,Unnecessary Roughness,6,7,A
60632,674353,DEN,DT-1950,Defensive Holding,5,3,A
60633,674354,DEN,AT-0100,Unsportsmanlike Conduct,6,1,A
60634,674360,DAL,JH-3210,Running Into the Kicker,6,5,A
60635,674378,PHI,LJ-0850,False Start,1,5,A
60636,674388,DAL,CB-1130,Offensive Pass Interference,2,0,D
60637,674390,DAL,BC-1200,Defensive Pass Interference,5,9,A
60638,674394,DAL,,12 On-field,3,0,D
60639,674398,PHI,MK-0730,Illegal Use of Hands,5,5,A
60640,674416,DAL,GH-0300,Unnecessary Roughness,6,15,A
60641,674425,DAL,TW-2270,Offensive Pass Interference,2,10,A
60642,674426,DAL,,Illegal Shift,3,5,A
60643,674437,PHI,DK-0430,Offensive Holding,2,10,A
60644,674445,PHI,BG-1200,Taunting,6,15,A
60645,674455,DAL,MC-1350,Defensive Holding,5,4,A
60646,674464,PHI,MK-0730,Defensive Holding,5,5,A
60647,674475,DAL,GH-0300,Neutral Zone,4,5,A
60648,674524,PHI,BM-0600,Defensive Pass Interference,5,7,A
60649,674527,PHI,BM-0600,Defensive Pass Interference,5,8,A
60650,674528,DAL,ZM-0050,False Start,1,5,A
60651,674530,PHI,MJ-0600,Defensive Holding,5,5,A
60652,674535,PHI,LJ-0850,False Start,1,5,A
60653,674539,PHI,JM-1550,False Start,1,5,A
60654,674560,SD,,Illegal Formation,3,5,A
60655,674575,CHI,MS-2300,False Start,1,5,A
60656,674579,SD,JP-2800,Offensive Holding,2,10,A
60657,674608,CHI,LH-1900,Defensive Offside,4,5,A
60658,674610,SD,JH-3450,Offensive Pass Interference,2,10,A
60659,674611,SD,DF-1250,Offensive Holding,2,10,A
60660,674612,SD,TR-0650,False Start,1,5,A
60661,674619,CHI,KL-1350,Unsportsmanlike Conduct,6,15,A
60662,674620,SD,CL-0325,Offensive Holding,2,4,A
60663,674630,CHI,JJ-1600,Roughing the Passer,6,15,A
60664,674662,CHI,KL-1350,Offensive Holding,2,10,A
60665,674683,SD,SJ-0600,Delay of Game,3,5,A
60666,674686,SD,DF-1250,Ineligible Downfield Pass,3,5,A
60667,674707,CHI,LH-1900,Defensive Offside,4,5,A
