uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,snp,fpts,game,seas,year,team,posd,jnum,dcp
83455,4016,TM-0650,0,0,0,0,0,7,3,26,0,5,2,4,0,0,0,0,0,10,28,2,1,2,2015,STL,RB,27,2
83456,4016,JC-5680,0,0,0,0,0,0,0,0,0,1,1,7,0,7,12,0,0,0,9,0.5,2,1,2015,WAS,RWR,80,3
83457,4016,KC-2350,27,23,203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12.1,2,4,2015,WAS,QB,8,1
83458,4016,JR-1150,0,0,0,0,0,0,0,0,0,6,6,82,0,0,0,0,0,20,60,6.2,2,3,2015,WAS,TE,86,1
83459,4016,AM-2850,0,0,0,0,0,18,3,59,0,2,2,13,0,0,0,0,0,0,34,7.2,2,4,2015,WAS,RB,46,1
83460,4016,LK-0200,0,0,0,0,0,0,0,0,0,2,1,15,0,0,0,0,0,5,23,1,2,5,2015,STL,TE,88,1
83461,4016,BC-3070,0,0,0,0,0,1,0,0,0,6,4,27,0,1,28,0,0,0,22,1.1,2,3,2015,STL,RB,36,3
83462,4016,MJ-2275,0,0,0,0,0,19,10,123,2,3,3,23,0,0,0,0,1,0,31,24.6,2,1,2015,WAS,RB,31,2
83463,4016,TA-1050,0,0,0,0,0,4,3,40,0,3,1,6,0,0,0,0,0,0,39,4.6,2,3,2015,STL,SWR,11,1
83464,4016,RG-1650,0,0,0,0,0,0,0,0,0,6,3,45,0,0,0,0,0,0,44,4.5,2,2,2015,WAS,RWR,14,2
83465,4016,PG-0100,0,0,0,0,0,0,0,0,0,7,6,23,1,0,0,0,0,0,51,8.3,2,8,2015,WAS,LWR,88,1
83466,4016,SB-0070,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,39,0,2,3,2015,STL,LWR,12,2
83467,4016,AR-1100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,44,0,2,6,2015,WAS,LWR,12,2
83468,4016,KB-1900,0,0,0,0,0,0,0,0,0,4,2,44,1,0,0,0,0,15,48,8.9,2,7,2015,STL,LWR,18,1
83469,4016,RR-1150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,2,0.9,1,3,2015,WAS,LWR,19,3
83470,4016,CG-1060,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,16,0.7,1,4,2015,STL,RWR,13,2
83471,4016,IP-0050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-0.5,2,4,2015,STL,RB,44,4
83472,4016,CT-1220,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,7,1,2,3,2015,WAS,RB,25,3
83473,4017,CG-1950,0,0,0,0,0,1,0,1,0,0,0,0,0,2,46,0,0,0,3,1.8,2,1,2015,JAC,RES,33,5
83474,4017,TY-0150,0,0,0,0,0,25,10,70,0,4,3,13,0,0,0,0,0,0,62,8.3,2,1,2015,JAC,RB,24,1
83475,4017,BB-2425,33,18,273,0,2,2,1,27,0,0,0,0,0,0,0,0,0,0,73,21.6,2,2,2015,JAC,QB,5,1
83476,4017,ML-0650,0,0,0,0,0,1,1,12,0,4,2,27,0,0,0,0,0,10,25,2.9,1,2,2015,JAC,RWR,11,2
83477,4017,AH-3900,0,0,0,0,0,0,0,0,0,4,4,68,0,0,0,0,0,0,58,6.8,2,2,2015,JAC,RWR,88,1
83478,4017,AR-1250,0,0,0,0,0,0,0,0,0,12,6,155,2,0,0,0,0,10,61,26.5,2,2,2015,JAC,LWR,15,1
83479,4017,RT-0150,44,30,359,0,2,3,1,17,0,0,0,0,0,0,0,0,0,5,68,23.6,2,4,2015,MIA,QB,17,1
83480,4017,RM-1500,0,0,0,0,0,0,0,0,0,7,6,115,0,0,0,0,0,0,53,11.5,2,4,2015,MIA,RWR,18,1
83481,4017,KS-2350,0,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,0,0,35,0.8,2,3,2015,MIA,LWR,10,1
83482,4017,LM-1150,0,0,0,0,0,10,4,14,0,6,5,28,0,0,0,0,0,0,39,4.2,2,4,2015,MIA,RB,26,1
83483,4017,GJ-0400,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,39,0,2,10,2015,MIA,SWR,85,2
83484,4017,DR-2250,0,0,0,0,0,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0.9,2,3,2015,JAC,RB,16,2
83485,4017,TA-0600,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,3,0.3,1,6,2015,JAC,DT,93,2
83486,4017,RG-1812,0,0,0,0,0,0,0,0,0,4,2,7,0,4,30,0,0,0,34,1.2,2,1,2015,JAC,RES,13,2
83487,4017,ML-1500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,61,0,1,10,2015,JAC,TE,89,1
83488,4017,RM-5050,0,0,0,0,0,0,0,0,0,0,0,0,0,2,57,0,0,0,0,2.3,1,1,2015,MIA,RB,43,3
83489,4017,JL-0215,0,0,0,0,0,1,1,6,0,10,8,110,0,4,25,0,0,0,60,1,2,2,2015,MIA,SWR,14,1
83490,4017,DP-0350,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,17,0.3,1,1,2015,MIA,LWR,11,2
83491,4017,JC-0400,0,0,0,0,0,0,0,0,0,4,3,62,0,0,0,0,0,0,28,6.2,2,5,2015,MIA,TE,84,1
83492,4017,DW-3125,0,0,0,0,0,2,0,5,0,4,3,15,1,0,0,0,0,10,31,7,2,2,2015,MIA,RB,34,2
83493,4017,BP-0650,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,8,0.4,2,4,2015,JAC,RB,30,4
83494,4017,JS-7050,0,0,0,0,0,0,0,0,0,2,2,18,1,0,0,0,0,0,37,7.8,1,3,2015,MIA,TE,86,3
83495,4018,DC-0725,46,30,351,1,3,2,1,23,0,0,0,0,0,0,0,0,0,0,74,26.3,2,2,2015,OAK,QB,4,1
83496,4018,LS-1550,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,41,0.6,1,5,2015,OAK,TE,86,1
83497,4018,AC-2350,0,0,0,0,0,0,0,0,0,11,7,109,1,0,0,0,0,0,60,16.9,2,1,2015,OAK,RWR,89,1
83498,4018,MR-0970,0,0,0,0,0,0,0,0,0,5,3,15,0,0,0,0,0,0,39,1.5,2,3,2015,OAK,TE,81,2
83499,4018,LM-1850,0,0,0,0,0,15,10,65,1,3,3,22,0,0,0,0,0,0,56,14.7,2,3,2015,OAK,RB,28,1
83500,4018,JF-1900,45,32,384,1,2,2,1,2,0,0,0,0,0,0,0,0,0,0,82,21.6,2,8,2015,BAL,QB,5,1
83501,4018,KA-0400,0,0,0,0,0,0,0,0,0,7,5,89,0,0,0,0,1,0,55,6.9,2,5,2015,BAL,LWR,11,1
83502,4018,MC-2900,0,0,0,0,0,0,0,0,0,16,9,111,1,0,0,0,0,15,66,15.6,2,7,2015,OAK,LWR,15,1
83503,4018,MC-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,17,1.2,2,2,2015,BAL,RES,15,5
83504,4018,JF-2800,0,0,0,0,0,15,8,68,0,4,4,12,0,0,0,0,0,0,42,8,2,8,2015,BAL,RB,29,1
83505,4018,MB-4050,0,0,0,0,0,0,0,0,0,4,2,12,0,0,0,0,0,0,70,1.2,2,3,2015,BAL,RWR,14,1
83506,4018,SS-2100,0,0,0,0,0,0,0,0,0,16,10,150,0,0,0,0,0,0,68,15,2,15,2015,BAL,RES,89,3
83507,4018,CG-1030,0,0,0,0,0,0,0,0,0,6,5,88,2,0,0,0,0,5,76,20.3,2,2,2015,BAL,TE,80,1
83508,4018,AH-3600,0,0,0,0,0,0,0,0,0,4,3,50,0,0,0,0,0,0,14,5,1,5,2015,OAK,RWR,18,3
83509,4018,MW-2450,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,20,0.8,2,1,2015,BAL,TE,87,2
83510,4018,LT-0050,0,0,0,0,0,7,5,34,1,3,3,12,0,0,0,0,0,0,34,10.6,1,2,2015,BAL,RES,34,2
83511,4018,MR-0500,0,0,0,0,0,0,0,0,0,2,1,16,0,0,0,0,0,0,10,1.6,2,8,2015,OAK,FB,45,1
83512,4018,KJ-1400,0,0,0,0,0,0,0,0,0,1,1,11,0,0,0,0,0,0,13,1.1,2,3,2015,BAL,FB,44,1
83513,4018,JA-1025,0,0,0,0,0,1,1,5,0,1,1,2,0,0,0,0,0,0,6,0.7,2,1,2015,BAL,RB,37,2
83514,4018,TJ-2400,0,0,0,0,0,2,0,9,0,1,1,6,0,0,0,0,0,0,10,1.5,2,5,2015,OAK,RB,22,2
83515,4018,CW-0225,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,5,20,-0.1,2,1,2015,OAK,TE,88,3
83516,4018,DW-0675,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,2015,BAL,RES,12,2
83517,4018,SR-0750,0,0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,49,7.2,2,2,2015,OAK,LWR,10,2
83518,4019,JR-0250,0,0,0,0,0,18,8,51,0,1,1,14,0,0,0,0,0,0,36,6.5,2,3,2015,DAL,INA,0,0
83519,4019,TR-0800,27,18,195,0,0,1,1,12,0,0,0,0,0,0,0,0,1,0,58,7,2,13,2015,DAL,RES,9,1
83520,4019,LD-0850,0,0,0,0,0,1,0,8,0,5,3,45,0,1,31,0,0,0,30,1.2,2,4,2015,DAL,RES,25,2
83521,4019,DS-3300,0,0,0,0,0,1,0,-4,0,4,4,23,0,4,20,0,0,0,16,0.8,2,11,2015,PHI,RB,43,3
83522,4019,DM-4300,0,0,0,0,0,13,3,2,0,5,5,53,0,0,0,0,0,0,43,5.5,2,5,2015,PHI,RB,29,1
83523,4019,SB-1100,37,23,224,2,1,2,1,9,0,0,0,0,0,0,0,0,1,5,62,7.4,2,6,2015,PHI,QB,7,1
83524,4019,NA-0050,0,0,0,0,0,0,0,0,0,6,3,31,0,0,0,0,0,0,47,3.1,2,1,2015,PHI,RWR,17,2
83525,4019,JM-1550,0,0,0,0,0,0,0,0,0,9,6,80,1,0,0,0,0,0,50,14,2,2,2015,PHI,SWR,81,1
83526,4019,CB-1130,0,0,0,0,0,0,0,0,0,5,4,14,0,5,8,0,0,0,40,0.3,2,4,2015,DAL,LWR,11,3
83527,4019,TW-2270,0,0,0,0,0,0,0,0,0,7,4,84,1,0,0,0,0,0,67,14.4,2,3,2015,DAL,RWR,83,1
83528,4019,GE-0250,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,1,0,48,-0.4,2,3,2015,DAL,TE,89,1
83529,4019,JW-6000,0,0,0,0,0,0,0,0,0,8,7,56,0,0,0,0,0,5,82,5.1,2,13,2015,DAL,TE,82,1
83530,4019,MA-1400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,10,2015,PHI,LWR,19,2
83531,4019,DM-1600,0,0,0,0,0,10,5,31,0,2,2,21,0,0,0,0,0,0,19,5.2,2,8,2015,DAL,RB,20,1
83532,4019,DS-4750,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,39,1.8,2,2,2015,DAL,LWR,15,2
83533,4019,GS-1400,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,10,13,-1,1,1,2015,DAL,TE,87,2
83534,4019,RM-1200,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,6,2015,PHI,RB,24,2
83535,4019,ZE-0100,0,0,0,0,0,0,0,0,0,7,3,17,0,0,0,0,0,10,40,0.7,2,3,2015,PHI,TE,86,2
83536,4019,JH-5750,0,0,0,0,0,0,0,0,0,3,2,20,0,1,21,0,0,0,33,0.8,2,2,2015,PHI,RWR,13,1
83537,4019,RC-2300,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,35,0,2,6,2015,PHI,LWR,14,1
83538,4019,BW-0850,7,7,73,0,1,3,1,7,0,0,0,0,0,0,0,0,0,0,27,7.6,1,4,2015,DAL,QB,3,2
83539,4020,EL-0010,0,0,0,0,0,3,2,9,0,0,0,0,0,0,0,0,0,0,8,0.9,2,3,2015,GB,RB,27,1
83540,4020,AR-1300,33,25,249,0,2,6,1,23,0,0,0,0,0,0,0,0,0,5,71,19.8,2,11,2015,GB,QB,12,1
83541,4020,RR-1050,0,0,0,0,0,0,0,0,0,4,3,23,1,0,0,0,0,0,46,8.3,2,2,2015,GB,TE,82,1
83542,4020,RC-1500,0,0,0,0,0,0,0,0,0,11,8,116,0,0,0,0,0,0,70,11.6,2,5,2015,GB,RWR,18,1
83543,4020,JS-6200,0,0,0,0,0,20,9,95,0,4,4,11,0,0,0,0,1,0,50,8.6,2,6,2015,GB,RB,44,2
83544,4020,DA-0212,0,0,0,0,0,0,0,0,0,5,5,33,0,0,0,0,0,0,56,3.3,2,2,2015,GB,LWR,17,1
83545,4020,JJ-4200,0,0,0,0,0,0,0,0,0,3,1,29,1,0,0,0,0,0,70,8.9,2,9,2015,GB,LWR,89,2
83546,4020,TL-1025,0,0,0,0,0,0,0,0,0,2,2,17,0,6,101,0,0,0,32,4,2,1,2015,SEA,LWR,16,2
83547,4020,RW-3850,30,19,206,1,2,10,8,78,0,0,0,0,0,0,0,0,0,0,60,22,2,4,2015,SEA,QB,3,1
83548,4020,ML-2500,0,0,0,0,0,15,7,41,0,6,3,21,0,0,0,0,0,0,45,6.2,2,9,2015,SEA,RB,24,1
83549,4020,DC-2850,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,0,2,4,2015,SEA,FB,40,2
83550,4020,DB-0500,0,0,0,0,0,0,0,0,0,8,7,92,1,0,0,0,0,0,44,15.2,2,5,2015,SEA,LWR,89,1
83551,4020,JG-2900,0,0,0,0,0,0,0,0,0,2,1,11,0,0,0,0,0,0,50,1.1,2,6,2015,SEA,TE,88,1
83552,4020,LW-1450,0,0,0,0,0,0,0,0,0,4,2,36,0,0,0,0,0,0,23,3.6,2,3,2015,SEA,TE,82,2
83553,4020,JJ-0775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-0.5,1,2,2015,GB,LWR,83,3
83554,4020,JK-0250,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,43,0,2,4,2015,SEA,RWR,15,1
83555,4020,FJ-0100,0,0,0,0,0,0,0,0,0,2,2,16,1,0,0,0,1,0,5,5.6,2,10,2015,SEA,RB,22,2
83556,4020,TM-3150,0,0,0,0,0,0,0,0,0,4,4,37,0,1,19,0,0,0,25,0.8,2,1,2015,GB,RWR,88,2
83557,4020,CM-0850,0,0,0,0,0,0,0,0,0,2,1,13,0,0,0,0,0,0,16,1.3,2,5,2015,SEA,RWR,13,2
83558,4021,RF-0500,34,22,244,1,2,1,1,6,0,0,0,0,0,0,0,0,0,0,69,16.4,2,11,2015,NYJ,QB,14,1
83559,4021,ED-0200,0,0,0,0,0,0,0,0,0,11,8,97,1,0,0,0,0,10,54,14.7,2,6,2015,NYJ,RWR,87,1
83560,4021,CI-0300,0,0,0,0,0,14,6,57,0,2,2,3,0,0,0,0,0,0,32,6,2,6,2015,NYJ,RB,33,1
83561,4021,BM-0300,0,0,0,0,0,0,0,0,0,10,7,101,1,0,0,0,0,5,69,15.6,2,10,2015,NYJ,LWR,15,1
83562,4021,GW-0650,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,2,4,2015,IND,RWR,17,3
83563,4021,AL-1100,37,21,250,3,1,4,3,24,0,0,0,0,0,0,0,0,1,5,64,7.9,2,4,2015,IND,QB,12,1
83564,4021,TH-1850,0,0,0,0,0,0,0,0,0,7,4,45,0,0,0,0,0,0,54,4.5,2,4,2015,IND,RWR,13,1
83565,4021,FG-0200,0,0,0,0,0,15,5,57,0,1,1,4,0,0,0,0,1,0,41,4.1,2,11,2015,IND,RB,23,1
83566,4021,DA-0850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,-0.7,2,4,2015,IND,TE,83,1
83567,4021,AJ-0900,0,0,0,0,0,0,0,0,0,7,3,27,0,0,0,0,0,0,44,2.7,2,13,2015,IND,LWR,81,1
83568,4021,JR-2775,0,0,0,0,0,5,2,12,0,5,5,27,0,0,0,0,0,0,17,3.9,2,1,2015,IND,RB,34,2
83569,4021,TV-0150,0,0,0,0,0,0,0,0,0,0,0,0,0,4,98,0,0,0,6,3.9,2,1,2015,IND,RES,38,1
83570,4021,DM-2775,0,0,0,0,0,0,0,0,0,8,7,122,1,0,0,0,0,0,50,18.2,2,2,2015,IND,LWR,10,2
83571,4021,JR-1600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,8,2015,IND,LT,76,2
83572,4021,CO-1300,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,52,0,2,4,2015,NYJ,RES,17,1
83573,4021,PD-0800,0,0,0,0,0,0,0,0,0,6,1,25,0,0,0,0,0,0,14,2.5,2,1,2015,IND,RWR,15,2
83574,4021,JK-1000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,5,2015,NYJ,LWR,11,2
83575,4021,KD-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,-0.5,2,8,2015,NYJ,TE,47,2
83576,4021,QE-0100,0,0,0,0,0,0,0,0,0,3,1,27,0,0,0,0,0,0,29,2.7,1,2,2015,NYJ,SUS,82,1
83577,4021,BP-1200,0,0,0,0,0,12,5,38,0,5,4,16,0,0,0,0,0,0,37,5.4,2,5,2015,NYJ,RB,29,2
83578,4021,JD-2550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,-1,1,3,2015,IND,TE,84,2
83579,4022,RR-1150,0,0,0,0,0,0,0,0,0,2,2,27,0,4,158,1,0,0,8,12.3,2,3,2015,WAS,LWR,19,3
83580,4022,KC-2350,49,30,316,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,76,12.1,3,4,2015,WAS,QB,8,1
83581,4022,JR-1150,0,0,0,0,0,0,0,0,0,9,6,96,0,0,0,0,0,10,62,8.6,3,3,2015,WAS,TE,86,1
83582,4022,MJ-2275,0,0,0,0,0,11,7,38,0,0,0,0,0,0,0,0,1,0,26,1.8,3,1,2015,WAS,RB,31,2
83583,4022,CT-1220,0,0,0,0,0,2,2,29,0,11,8,57,1,0,0,0,0,0,38,14.6,3,3,2015,WAS,RB,25,3
83584,4022,DH-1800,0,0,0,0,0,0,0,0,0,1,0,0,0,2,20,0,0,10,0,-0.2,3,5,2015,WAS,LWR,17,2
83585,4022,EM-0200,32,23,279,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67,19.2,3,12,2015,NYG,QB,10,1
83586,4022,OB-0075,0,0,0,0,0,0,0,0,0,9,7,79,1,0,0,0,0,0,0,13.9,3,2,2015,NYG,LWR,13,1
83587,4022,RJ-0800,0,0,0,0,0,11,4,32,0,3,3,25,0,0,0,0,0,0,21,5.7,3,7,2015,NYG,RB,23,1
83588,4022,SV-0200,0,0,0,0,0,6,4,23,0,3,0,0,0,1,4,0,0,0,21,0.2,3,5,2015,NYG,RB,34,3
83589,4022,LD-0650,0,0,0,0,0,0,0,0,0,6,3,32,0,0,0,0,0,0,45,3.2,3,4,2015,NYG,TE,84,1
83590,4022,DF-0500,0,0,0,0,0,0,0,0,0,3,3,27,0,0,0,0,0,0,36,2.7,2,10,2015,NYG,RES,85,3
83591,4022,AM-2850,0,0,0,0,0,6,2,19,0,0,0,0,0,0,0,0,0,0,12,1.9,3,4,2015,WAS,RB,46,1
83592,4022,PG-0100,0,0,0,0,0,0,0,0,0,12,5,64,0,0,0,0,0,0,65,6.4,3,8,2015,WAS,LWR,88,1
83593,4022,RR-0130,0,0,0,0,0,0,0,0,0,7,7,116,1,0,0,0,0,0,64,17.6,3,4,2015,NYG,RWR,82,1
83594,4022,AW-1350,0,0,0,0,0,14,4,29,1,0,0,0,0,0,0,0,0,0,23,8.9,3,2,2015,NYG,RB,44,2
83595,4022,AR-1100,0,0,0,0,0,0,0,0,0,3,1,18,0,0,0,0,0,0,54,1.8,3,6,2015,WAS,LWR,12,2
83596,4022,RG-1650,0,0,0,0,0,0,0,0,0,5,2,9,0,0,0,0,0,0,33,0.9,3,2,2015,WAS,RWR,14,2
83597,4022,JC-5680,0,0,0,0,0,0,0,0,0,6,6,45,0,2,10,0,0,7,51,-0.3,3,1,2015,WAS,RWR,80,3
83598,4022,DY-0200,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0.2,2,7,2015,WAS,FB,36,1
83599,4022,DC-0775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,2,4,2015,WAS,TE,89,2
83600,4023,JR-0250,0,0,0,0,0,14,6,87,3,2,2,18,0,0,0,0,0,0,22,28.5,3,3,2015,DAL,INA,0,0
83601,4023,DF-1875,0,0,0,0,0,30,18,141,3,5,5,52,0,0,0,0,0,0,65,37.3,3,2,2015,ATL,RB,24,1
83602,4023,MR-2500,36,24,285,0,2,2,1,17,0,0,0,0,0,0,0,0,0,0,74,21.1,3,8,2015,ATL,QB,2,1
83603,4023,CB-1130,0,0,0,0,0,0,0,0,0,4,4,49,0,3,20,0,0,0,30,0.8,3,4,2015,DAL,LWR,11,3
83604,4023,BW-0850,26,22,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,7.3,2,4,2015,DAL,QB,3,2
83605,4023,JW-6000,0,0,0,0,0,0,0,0,0,8,6,65,0,0,0,0,0,5,53,6,3,13,2015,DAL,TE,82,1
83606,4023,JJ-4700,0,0,0,0,0,0,0,0,0,20,12,164,2,0,0,0,0,0,60,28.4,3,5,2015,ATL,LWR,11,1
83607,4023,LH-0600,0,0,0,0,0,0,0,0,0,6,3,45,0,0,0,0,0,0,48,4.5,3,5,2015,ATL,LWR,85,2
83608,4023,LD-0850,0,0,0,0,0,1,1,5,0,10,10,100,0,2,32,0,0,0,20,1.3,3,4,2015,DAL,RES,25,2
83609,4023,EW-0500,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,0,0,0,3,0.9,3,9,2015,ATL,RWR,14,2
83610,4023,DM-1600,0,0,0,0,0,6,5,35,1,0,0,0,0,0,0,0,0,0,12,9.5,3,8,2015,DAL,RB,20,1
83611,4023,JT-0300,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,12,0.8,3,8,2015,ATL,TE,83,1
83612,4023,PD-0700,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,36,0.4,2,5,2015,ATL,FB,42,1
83613,4023,TW-2270,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,41,0,3,3,2015,DAL,RWR,83,1
83614,4023,NW-0500,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,7,0.6,3,3,2015,ATL,RWR,15,3
83615,4023,LT-0550,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,63,0.6,3,3,2015,ATL,TE,80,2
83616,4024,DM-1200,0,0,0,0,0,5,1,7,0,2,1,35,0,5,-1,0,0,0,35,0,3,6,2015,TEN,RB,22,2
83617,4024,MM-0912,44,27,367,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18.7,3,1,2015,TEN,QB,8,1
83618,4024,HD-0300,0,0,0,0,0,0,0,0,0,6,3,20,0,0,0,0,0,0,58,2,3,8,2015,TEN,LWR,83,1
83619,4024,AA-1350,0,0,0,0,0,12,6,49,1,2,1,12,0,0,0,0,0,0,23,12.1,1,2,2015,TEN,RB,26,3
83620,4024,GW-0650,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,2015,IND,RWR,17,3
83621,4024,FG-0200,0,0,0,0,0,14,8,86,2,2,1,8,0,0,0,0,0,0,45,21.4,3,11,2015,IND,RB,23,1
83622,4024,AL-1100,30,18,260,2,2,6,2,21,0,0,0,0,0,0,0,0,0,0,59,16.5,3,4,2015,IND,QB,12,1
83623,4024,DM-2775,0,0,0,0,0,0,0,0,0,7,4,32,1,0,0,0,0,0,56,9.2,3,2,2015,IND,LWR,10,2
83624,4024,JD-2550,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,20,3.2,2,3,2015,IND,TE,84,2
83625,4024,CF-0650,0,0,0,0,0,0,0,0,0,6,4,51,0,0,0,0,0,4,50,4.7,2,4,2015,IND,TE,80,1
83626,4024,TH-1850,0,0,0,0,0,0,0,0,0,7,4,94,0,0,0,0,0,0,53,9.4,3,4,2015,IND,RWR,13,1
83627,4024,JH-6400,0,0,0,0,0,0,0,0,0,2,1,29,0,0,0,0,0,0,35,2.9,3,3,2015,TEN,RWR,15,2
83628,4024,CS-3900,0,0,0,0,0,0,0,0,0,2,2,29,0,0,0,0,0,0,43,2.9,2,8,2015,TEN,TE,88,2
83629,4024,BS-0650,0,0,0,0,0,5,2,10,0,2,2,31,0,0,0,0,0,0,18,4.1,3,2,2015,TEN,RB,20,1
83630,4024,KW-2550,0,0,0,0,0,1,1,13,0,12,7,95,1,0,0,0,0,5,60,16.3,3,4,2015,TEN,RWR,13,1
83631,4024,DW-0500,0,0,0,0,0,0,0,0,0,10,7,68,0,0,0,0,0,0,43,6.8,2,10,2015,TEN,TE,82,1
83632,4024,JF-2950,0,0,0,0,0,4,3,9,1,0,0,0,0,0,0,0,0,0,19,6.9,2,1,2015,TEN,FB,45,1
83633,4024,JR-2775,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,7,0.8,3,1,2015,IND,RB,34,2
83634,4024,AF-0200,0,0,0,0,0,0,0,0,0,2,1,26,0,0,0,0,0,0,43,2.6,3,10,2015,TEN,TE,80,1
83635,4024,DG-2650,0,0,0,0,0,0,0,0,0,3,2,22,1,0,0,0,0,0,14,8.2,2,1,2015,TEN,LWR,17,2
83636,4024,AJ-0900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,3,13,2015,IND,LWR,81,1
83637,4024,PM-0300,0,0,0,0,0,1,1,18,0,0,0,0,0,0,0,0,0,0,0,1.8,1,7,2015,IND,P,1,1
83638,4024,TV-0150,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,3,1,2015,IND,RES,38,1
83639,4024,PD-0800,0,0,0,0,0,0,0,0,0,3,2,43,1,0,0,0,0,0,14,10.3,3,1,2015,IND,RWR,15,2
83640,4025,TJ-2400,0,0,0,0,0,2,2,16,0,0,0,0,0,2,60,0,0,0,5,2.4,3,5,2015,OAK,RB,22,2
83641,4025,DC-0725,32,20,314,0,2,1,0,-1,0,0,0,0,0,0,0,0,0,0,68,20.5,3,2,2015,OAK,QB,4,1
83642,4025,AC-2350,0,0,0,0,0,0,0,0,0,11,8,134,0,2,0,0,1,10,58,10.4,3,1,2015,OAK,RWR,89,1
83643,4025,LM-1850,0,0,0,0,0,26,10,139,1,1,1,10,0,0,0,0,0,0,50,20.9,3,3,2015,OAK,RB,28,1
83644,4025,MC-2900,0,0,0,0,0,0,0,0,0,9,4,36,0,0,0,0,0,10,43,2.6,3,7,2015,OAK,LWR,15,1
83645,4025,SR-0750,0,0,0,0,0,0,0,0,0,5,3,56,1,0,0,0,0,0,40,11.6,3,2,2015,OAK,LWR,10,2
83646,4025,MR-0970,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,38,-1.5,3,3,2015,OAK,TE,81,2
83647,4025,RH-1600,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,7,1.2,1,5,2015,OAK,RB,26,3
