uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,snp,fpts,game,seas,year,team,posd,jnum,dcp
84307,4056,RW-2200,0,0,0,0,0,0,0,0,0,4,2,23,0,0,0,0,0,5,71,1.8,4,11,2015,ATL,RWR,84,1
84308,4057,JW-5650,19,13,209,0,1,4,1,9,0,0,0,0,0,0,0,0,0,0,67,13.3,5,1,2015,TB,QB,3,1
84309,4057,BM-3800,0,0,0,0,0,0,0,0,0,2,2,34,0,0,0,0,0,0,42,3.4,3,7,2015,TB,TE,82,2
84310,4057,DM-0450,0,0,0,0,0,24,14,123,2,3,3,35,1,0,0,0,0,0,41,33.8,5,4,2015,TB,RB,22,1
84311,4057,VJ-0100,0,0,0,0,0,0,0,0,0,3,1,14,0,0,0,0,0,0,60,1.4,5,11,2015,TB,LWR,83,1
84312,4057,CS-1950,0,0,0,0,0,12,7,51,0,4,4,85,0,0,0,0,0,0,26,13.6,5,2,2015,TB,RB,34,2
84313,4057,TY-0150,0,0,0,0,0,11,5,32,0,6,5,31,1,0,0,0,0,0,39,12.3,5,1,2015,JAC,RB,24,1
84314,4057,BB-2425,33,23,303,1,4,1,1,21,0,0,0,0,0,0,0,0,0,0,59,28.2,5,2,2015,JAC,QB,5,1
84315,4057,ME-0600,0,0,0,0,0,0,0,0,0,5,3,41,0,0,0,0,0,0,41,4.1,4,2,2015,TB,RWR,13,1
84316,4057,JT-2000,0,0,0,0,0,0,0,0,0,2,2,20,0,0,0,0,0,0,30,2,1,5,2015,JAC,TE,80,1
84317,4057,AR-1250,0,0,0,0,0,0,0,0,0,9,7,72,2,0,0,0,0,0,56,19.2,5,2,2015,JAC,LWR,15,1
84318,4057,AH-3900,0,0,0,0,0,0,0,0,0,6,5,116,1,0,0,0,0,0,58,17.6,5,2,2015,JAC,RWR,88,1
84319,4057,BR-0050,0,0,0,0,0,0,0,0,0,0,0,0,0,3,94,0,0,0,3,3.8,5,4,2015,TB,RB,43,3
84320,4057,BP-0650,0,0,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,2,0.6,4,4,2015,JAC,RB,30,4
84321,4057,ML-1500,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,37,0,4,10,2015,JAC,TE,89,1
84322,4057,CG-1950,0,0,0,0,0,2,1,-6,0,0,0,0,0,3,93,0,1,0,3,1.7,4,1,2015,JAC,RES,33,5
84323,4057,BW-0400,0,0,0,0,0,0,0,0,0,4,4,64,0,1,0,0,0,0,26,6.4,4,6,2015,JAC,LWR,81,2
84324,4057,TG-0600,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,15,0.2,3,6,2015,JAC,RB,21,3
84325,4057,DD-3050,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,8,-1,1,1,2015,TB,RWR,17,3
84326,4058,JH-5750,0,0,0,0,0,0,0,0,0,5,4,78,1,1,40,0,0,0,41,1.6,4,2,2015,PHI,RWR,13,1
84327,4058,SB-1100,45,32,333,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,84,17.6,5,6,2015,PHI,QB,7,1
84328,4058,RC-2300,0,0,0,0,0,0,0,0,0,8,3,32,0,0,0,0,0,0,47,3.2,4,6,2015,PHI,LWR,14,1
84329,4058,DM-4300,0,0,0,0,0,20,8,83,1,8,7,37,0,0,0,0,0,0,43,18,4,5,2015,PHI,RB,29,1
84330,4058,JM-1550,0,0,0,0,0,0,0,0,0,7,5,44,0,0,0,0,0,0,59,4.4,5,2,2015,PHI,SWR,81,1
84331,4058,DB-3800,43,26,335,1,2,1,0,-1,0,0,0,0,0,0,0,0,2,0,69,15.3,4,15,2015,NO,QB,9,1
84332,4058,CS-3400,0,0,0,0,0,3,2,10,0,4,3,-8,0,0,0,0,0,0,19,0.2,4,6,2015,NO,RB,28,2
84333,4058,MI-0100,0,0,0,0,0,12,5,57,0,3,2,17,0,0,0,0,0,0,35,7.4,5,5,2015,NO,RB,22,1
84334,4058,BW-0700,0,0,0,0,0,0,0,0,0,5,3,36,1,0,0,0,0,0,62,9.6,5,12,2015,NO,TE,82,1
84335,4058,WS-0925,0,0,0,0,0,0,0,0,0,11,6,141,0,0,0,0,0,0,49,14.1,5,2,2015,NO,LWR,83,2
84336,4058,ZE-0100,0,0,0,0,0,0,0,0,0,7,5,60,0,0,0,0,0,0,56,6,5,3,2015,PHI,TE,86,2
84337,4058,BC-0700,0,0,0,0,0,0,0,0,0,3,3,44,1,0,0,0,0,0,49,10.4,3,9,2015,PHI,TE,87,1
84338,4058,BC-2325,0,0,0,0,0,0,0,0,0,9,5,107,1,0,0,0,0,0,61,16.7,5,2,2015,NO,RWR,10,1
84339,4058,KR-1050,0,0,0,0,0,5,1,30,0,2,2,2,0,1,19,0,0,0,15,0.8,5,3,2015,NO,RES,29,3
84340,4058,RM-1200,0,0,0,0,0,8,6,73,1,3,3,23,0,0,0,0,0,0,20,15.6,5,6,2015,PHI,RB,24,2
84341,4058,DS-3300,0,0,0,0,0,5,3,27,0,2,1,10,0,1,0,0,0,0,25,3.7,5,11,2015,PHI,RB,43,3
84342,4058,NA-0050,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,10,34,-0.5,5,1,2015,PHI,RWR,17,2
84343,4058,MA-1400,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,5,10,2015,PHI,LWR,19,2
84344,4058,MM-5750,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,0,0,0,0,3,5,1,2015,NO,RB,48,3
84345,4058,MC-2400,0,0,0,0,0,0,0,0,0,5,3,36,0,0,0,0,0,0,30,3.6,5,10,2015,NO,LWR,12,1
84346,4058,MH-3300,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,1,0,19,-1.6,1,6,2015,NO,TE,84,2
84347,4058,JH-4070,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,4,3,2015,NO,TE,89,1
84348,4058,BC-1850,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26,0,5,2,2015,NO,RWR,16,2
84349,4059,JR-3270,0,0,0,0,0,0,0,0,0,2,2,24,0,8,178,0,0,0,8,7.1,1,5,2015,BAL,LWR,10,3
84350,4059,JF-2800,0,0,0,0,0,21,14,121,1,5,4,49,0,0,0,0,0,0,53,23,5,8,2015,BAL,RB,29,1
84351,4059,JF-1900,35,19,210,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,70,24.6,5,8,2015,BAL,QB,5,1
84352,4059,KJ-1400,0,0,0,0,0,0,0,0,0,6,3,31,1,1,7,0,0,5,19,-0.2,5,3,2015,BAL,FB,44,1
84353,4059,JM-2900,51,36,457,0,2,3,1,12,1,0,0,0,0,0,0,0,0,10,88,32.5,4,14,2015,CLE,QB,13,2
84354,4059,DJ-1850,0,0,0,0,0,9,4,22,0,8,6,55,0,0,0,0,0,0,54,7.7,5,1,2015,CLE,RB,29,2
84355,4059,TB-1060,0,0,0,0,0,0,0,0,0,12,6,83,0,2,2,0,0,0,78,0.1,5,4,2015,CLE,RWR,11,1
84356,4059,KA-0400,0,0,0,0,0,0,0,0,0,9,4,78,0,0,0,0,0,0,64,7.8,5,5,2015,BAL,LWR,11,1
84357,4059,TG-0025,0,0,0,0,0,0,0,0,0,5,4,75,0,0,0,0,0,0,35,7.5,5,2,2015,CLE,LWR,18,2
84358,4059,IC-0300,0,0,0,0,0,13,7,49,0,2,2,38,1,0,0,0,0,0,34,14.7,5,2,2015,CLE,RB,34,1
84359,4059,AH-1900,0,0,0,0,0,0,0,0,0,9,7,49,0,0,0,0,0,0,72,4.9,5,5,2015,CLE,RWR,16,3
84360,4059,MW-2450,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42,0,5,1,2015,BAL,TE,87,2
84361,4059,JA-1025,0,0,0,0,0,8,3,58,0,1,0,0,0,0,0,0,0,0,12,5.8,5,1,2015,BAL,RB,37,2
84362,4059,MB-4050,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,52,0,5,3,2015,BAL,RWR,14,1
84363,4059,BH-0800,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,0,0,46,0.5,5,7,2015,CLE,LWR,83,1
84364,4059,GB-0200,0,0,0,0,0,0,0,0,0,10,8,139,1,0,0,0,0,10,80,18.9,5,8,2015,CLE,TE,82,1
84365,4059,CG-1060,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,3,4,2015,BAL,RWR,13,2
84366,4059,DW-0675,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,10,18,-0.9,3,1,2015,BAL,RES,12,2
84367,4059,NB-0450,0,0,0,0,0,0,0,0,0,3,3,27,0,0,0,0,0,10,53,1.7,3,1,2015,BAL,TE,82,3
84368,4059,RH-3000,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,14,0.6,3,5,2015,CLE,RES,84,3
84369,4059,JD-2600,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,21,0.7,3,6,2015,CLE,TE,81,1
84370,4060,TG-1950,0,0,0,0,0,30,13,159,0,0,0,0,0,0,0,0,0,0,45,15.9,3,1,2015,STL,RB,30,1
84371,4060,NF-0250,30,11,141,4,1,1,1,2,0,0,0,0,0,0,0,0,0,10,70,0.8,5,4,2015,STL,QB,5,1
84372,4060,KB-1900,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,52,0,5,7,2015,STL,LWR,18,1
84373,4060,JC-4300,0,0,0,0,0,0,0,0,0,6,1,8,0,0,0,0,0,0,53,0.8,5,7,2015,STL,TE,89,1
84374,4060,EL-0010,0,0,0,0,0,13,3,27,0,1,1,8,0,0,0,0,0,0,36,3.5,5,3,2015,GB,RB,27,1
84375,4060,AR-1300,30,19,241,2,2,8,4,39,0,0,0,0,0,0,0,0,1,5,62,15,5,11,2015,GB,QB,12,1
84376,4060,TM-3150,0,0,0,0,0,0,0,0,0,5,4,59,1,0,0,0,0,0,61,11.9,5,1,2015,GB,RWR,88,2
84377,4060,RC-1500,0,0,0,0,0,0,0,0,0,6,3,23,0,0,0,0,0,0,54,2.3,5,5,2015,GB,RWR,18,1
84378,4060,BC-3070,0,0,0,0,0,0,0,0,0,2,2,28,0,1,25,0,0,0,19,1,5,3,2015,STL,RB,36,3
84379,4060,BQ-0050,0,0,0,0,0,0,0,0,0,3,1,10,0,0,0,0,0,0,20,1,1,4,2015,STL,SWR,83,2
84380,4060,JS-6200,0,0,0,0,0,5,1,17,0,6,3,29,0,0,0,0,0,0,26,4.6,5,6,2015,GB,RB,44,2
84381,4060,RR-1050,0,0,0,0,0,0,0,0,0,8,6,45,0,0,0,0,0,15,58,3,5,2,2015,GB,TE,82,1
84382,4060,SB-0070,0,0,0,0,0,0,0,0,0,5,3,73,0,0,0,0,0,0,43,7.3,5,3,2015,STL,LWR,12,2
84383,4060,TM-0650,0,0,0,0,0,2,1,8,0,0,0,0,0,0,0,0,0,0,5,0.8,4,2,2015,STL,RB,27,2
84384,4060,TA-1050,0,0,0,0,0,3,2,22,0,5,2,6,1,2,4,0,0,0,54,0.2,5,3,2015,STL,SWR,11,1
84385,4060,JJ-4200,0,0,0,0,0,0,0,0,0,3,2,77,1,0,0,0,0,0,57,13.7,5,9,2015,GB,LWR,89,2
84386,4060,LK-0200,0,0,0,0,0,0,0,0,0,3,2,16,0,0,0,0,0,0,39,1.6,5,5,2015,STL,TE,88,1
84387,4060,JH-3230,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,2,4,2015,STL,P,6,1
84388,4060,CD-0950,0,0,0,0,0,0,0,0,0,1,1,20,0,0,0,0,0,0,0,2,1,3,2015,STL,FS,38,2
84389,4060,JK-2200,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,10,0.3,2,11,2015,GB,FB,30,1
84390,4061,ME-0100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-0.5,3,6,2015,BUF,RWR,81,2
84391,4061,BS-0650,0,0,0,0,0,7,2,20,0,3,3,23,0,2,42,0,0,0,23,1.7,4,2,2015,TEN,RB,20,1
84392,4061,MM-0912,32,21,187,1,0,5,2,47,0,0,0,0,0,0,0,0,0,0,69,10.2,4,1,2015,TEN,QB,8,1
84393,4061,AA-1350,0,0,0,0,0,7,3,9,1,4,3,45,0,0,0,0,0,0,18,11.4,2,2,2015,TEN,RB,26,3
84394,4061,KW-2550,0,0,0,0,0,1,0,1,0,6,3,29,0,0,0,0,0,0,52,3,4,4,2015,TEN,RWR,13,1
84395,4061,DM-1200,0,0,0,0,0,8,2,20,0,1,1,-2,0,8,86,0,0,5,30,2.9,4,6,2015,TEN,RB,22,2
84396,4061,DM-3100,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40,0,1,0,0,-0.4,1,5,2015,BUF,LWR,17,3
84397,4061,TT-0500,17,10,109,0,1,8,4,76,1,1,1,4,0,0,0,0,0,4,52,22,5,5,2015,BUF,QB,5,1
84398,4061,CC-2100,0,0,0,0,0,0,0,0,0,3,1,7,0,0,0,0,0,0,48,0.7,5,5,2015,BUF,TE,85,1
84399,4061,DH-2550,0,0,0,0,0,9,4,28,0,0,0,0,0,0,0,0,0,0,13,2.8,1,4,2015,BUF,RB,38,4
84400,4061,PH-0400,0,0,0,0,0,1,0,-1,0,4,0,0,0,1,24,0,0,0,32,1,5,7,2015,BUF,RWR,18,3
84401,4061,HD-0300,0,0,0,0,0,0,0,0,0,3,2,17,0,0,0,0,0,10,40,0.7,4,8,2015,TEN,LWR,83,1
84402,4061,CS-3900,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,27,0.1,3,8,2015,TEN,TE,88,2
84403,4061,JH-6400,0,0,0,0,0,0,0,0,0,6,4,38,0,0,0,0,0,5,40,3.3,4,3,2015,TEN,RWR,15,2
84404,4061,AF-0200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,4,10,2015,TEN,TE,80,1
84405,4061,DW-0500,0,0,0,0,0,0,0,0,0,6,4,36,0,0,0,0,0,0,49,3.6,3,10,2015,TEN,TE,82,1
84406,4061,CW-3550,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,2,0.3,2,3,2015,BUF,RES,41,2
84407,4061,AD-1300,0,0,0,0,0,7,2,19,0,3,3,20,0,0,0,0,0,0,38,3.9,4,6,2015,BUF,RB,26,3
84408,4061,MG-1050,0,0,0,0,0,0,0,0,0,2,2,24,0,0,0,0,0,0,24,2.4,1,3,2015,BUF,RES,88,4
84409,4061,CH-3350,1,1,4,0,0,0,0,0,0,3,3,52,1,0,0,0,0,0,23,11.4,4,5,2015,BUF,LWR,15,2
84410,4061,RW-4050,0,0,0,0,0,0,0,0,0,2,1,6,0,0,0,0,0,0,35,0.6,5,3,2015,BUF,RWR,10,1
84411,4061,JF-1000,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,12,0.2,2,8,2015,BUF,FB,42,1
84412,4062,AA-0025,0,0,0,0,0,6,3,17,0,2,1,9,0,1,41,0,1,0,15,-0.4,5,1,2015,DET,RB,21,3
84413,4062,MS-4100,32,20,188,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,53,5.7,5,7,2015,DET,QB,9,1
84414,4062,GT-0100,0,0,0,0,0,1,1,8,0,18,8,74,0,0,0,0,1,14,74,4.8,5,6,2015,DET,LWR,15,1
84415,4062,TW-3900,0,0,0,0,0,0,0,0,0,5,3,12,0,0,0,0,0,0,42,1.2,3,3,2015,DET,TE,89,2
84416,4062,CJ-1700,0,0,0,0,0,11,7,103,0,0,0,0,0,0,0,0,0,0,17,10.3,5,8,2015,ARI,RB,27,1
84417,4062,CP-0500,14,11,161,0,3,1,0,-1,0,0,0,0,0,0,0,0,0,0,33,18.3,5,13,2015,ARI,QB,3,1
84418,4062,LF-0200,0,0,0,0,0,0,0,0,0,7,5,58,1,0,0,0,0,0,35,11.8,5,12,2015,ARI,LWR,11,1
84419,4062,TJ-2350,0,0,0,0,0,0,0,0,0,3,1,11,0,7,108,0,0,0,18,4.3,3,2,2015,DET,LWR,13,3
84420,4062,CJ-1100,0,0,0,0,0,0,0,0,0,7,5,67,0,0,0,0,0,0,71,6.7,5,9,2015,DET,RWR,81,1
84421,4062,ZZ-0100,0,0,0,0,0,10,4,30,0,2,1,7,0,0,0,0,0,0,30,3.7,3,1,2015,DET,RES,41,1
84422,4062,CF-1550,0,0,0,0,0,0,0,0,0,4,2,56,0,0,0,0,0,10,32,4.6,1,3,2015,DET,RWR,10,2
84423,4062,MB-5175,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,20,0.6,3,1,2015,DET,FB,46,1
84424,4062,TR-0370,0,0,0,0,0,0,0,0,0,13,10,53,1,0,0,0,0,0,52,11.3,5,3,2015,DET,RB,25,2
84425,4062,DJ-1325,0,0,0,0,0,3,2,6,2,0,0,0,0,1,35,0,0,0,6,1.4,5,1,2015,ARI,RB,31,3
84426,4062,DF-0550,0,0,0,0,0,0,0,0,0,2,2,25,1,0,0,0,0,0,44,8.5,4,3,2015,ARI,TE,85,1
84427,4062,BP-0600,0,0,0,0,0,0,0,0,0,5,3,29,0,0,0,0,0,0,55,2.9,2,7,2015,DET,TE,87,1
84428,4062,LM-1500,0,0,0,0,0,0,0,0,0,8,6,55,1,0,0,0,0,0,66,11.5,5,11,2015,DET,LWR,16,2
84429,4062,JB-6950,0,0,0,0,0,0,0,0,0,4,4,73,1,0,0,0,0,15,26,11.8,5,2,2015,ARI,RWR,12,2
84430,4062,JG-3700,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,5,6,2015,ARI,TE,84,1
84431,4062,AE-0750,0,0,0,0,0,3,1,63,1,0,0,0,0,0,0,0,0,0,13,12.3,2,3,2015,ARI,RB,38,2
84432,4062,MF-0950,0,0,0,0,0,0,0,0,0,3,1,15,0,0,0,0,0,0,32,1.5,5,4,2015,ARI,RWR,15,1
84433,4062,DO-0300,38,21,191,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9.6,1,11,2015,DET,QB,8,2
84434,4062,DS-3800,4,1,10,0,0,3,0,-3,0,0,0,0,0,0,0,0,0,0,13,0.1,2,9,2015,ARI,QB,5,2
84435,4062,ST-0250,0,0,0,0,0,4,1,19,0,1,0,0,0,0,0,0,0,0,10,1.9,2,3,2015,ARI,RB,30,4
84436,4062,BG-0750,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,8,0.2,2,4,2015,ARI,LWR,10,3
84437,4063,JR-0250,0,0,0,0,0,15,7,60,0,4,4,13,0,0,0,0,0,0,29,7.3,5,3,2015,DAL,INA,0,0
84438,4063,BW-0850,39,26,188,1,0,3,2,18,0,0,0,0,0,0,0,0,0,0,72,7.3,4,4,2015,DAL,QB,3,2
84439,4063,DS-4750,0,0,0,0,0,0,0,0,0,2,1,13,0,0,0,0,0,0,52,1.3,4,2,2015,DAL,LWR,15,2
84440,4063,TW-2270,0,0,0,0,0,0,0,0,0,6,2,30,0,0,0,0,0,0,61,3,5,3,2015,DAL,RWR,83,1
84441,4063,DA-0900,0,0,0,0,0,0,0,0,0,3,2,6,0,4,52,0,0,0,36,2.1,4,8,2015,NE,LWR,80,1
84442,4063,TB-2300,27,20,275,0,2,2,1,3,1,0,0,0,0,0,0,0,0,0,57,25.3,4,16,2015,NE,QB,12,1
84443,4063,JE-0100,0,0,0,0,0,0,0,0,0,5,4,120,1,0,0,0,0,25,51,15.5,4,7,2015,NE,RWR,11,1
84444,4063,DL-1700,0,0,0,0,0,6,3,34,0,11,8,59,1,0,0,0,0,0,42,15.3,4,5,2015,NE,RB,33,1
84445,4063,CB-1130,0,0,0,0,0,0,0,0,0,6,4,40,0,2,8,0,0,0,48,0.3,5,4,2015,DAL,LWR,11,3
84446,4063,LW-1150,0,0,0,0,0,0,0,0,0,2,1,-3,0,2,19,0,0,0,22,0.8,1,1,2015,DAL,RWR,13,2
84447,4063,LB-0500,0,0,0,0,0,13,8,74,0,0,0,0,0,0,0,0,0,0,17,7.4,3,6,2015,NE,RB,29,1
84448,4063,DM-1600,0,0,0,0,0,5,0,16,0,10,9,62,0,0,0,0,0,0,32,7.8,5,8,2015,DAL,RB,20,1
84449,4063,RG-2200,0,0,0,0,0,0,0,0,0,5,4,67,0,0,0,0,0,0,57,6.7,4,6,2015,NE,TE,87,1
84450,4063,KM-0450,0,0,0,0,0,0,0,0,0,2,2,23,0,0,0,0,0,10,50,1.3,2,4,2015,NE,RWR,82,3
84451,4063,MS-2100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,8,2015,NE,LWR,18,3
84452,4063,CM-2280,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0.6,2,3,2015,DAL,RB,30,2
84453,4063,JW-6000,0,0,0,0,0,0,0,0,0,6,5,33,0,0,0,0,1,10,72,0.3,5,13,2015,DAL,TE,82,1
84454,4063,VM-0225,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,1,2015,DAL,PS,85,5
84455,4063,GE-0250,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,4,3,2015,DAL,TE,89,1
84456,4063,JG-0650,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,2,-0.2,2,2,2015,NE,QB,10,2
84457,4064,RH-1600,0,0,0,0,0,3,0,6,0,6,3,12,0,1,27,0,0,0,27,1.1,3,5,2015,OAK,RB,26,3
84458,4064,DC-0725,39,26,249,1,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,70,9.9,5,2,2015,OAK,QB,4,1
84459,4064,MC-2900,0,0,0,0,0,0,0,0,0,9,4,54,0,0,0,0,0,0,50,5.4,5,7,2015,OAK,LWR,15,1
84460,4064,LM-1850,0,0,0,0,0,13,2,39,0,4,3,18,0,0,0,0,0,0,28,5.7,5,3,2015,OAK,RB,28,1
84461,4064,AC-2350,0,0,0,0,0,1,1,2,0,4,4,47,0,1,18,0,0,0,64,0.7,5,1,2015,OAK,RWR,89,1
84462,4064,PM-0200,35,22,266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6.6,5,18,2015,DEN,QB,18,1
84463,4064,OD-0100,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,53,0,5,10,2015,DEN,TE,81,1
84464,4064,ES-0200,0,0,0,0,0,0,0,0,0,12,9,111,0,3,4,0,0,0,55,0.2,5,6,2015,DEN,RWR,10,1
84465,4064,CA-0750,0,0,0,0,0,11,2,22,0,2,2,18,0,0,0,0,0,0,33,4,5,3,2015,DEN,RB,22,1
84466,4064,JO-0550,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,15,1.3,3,4,2015,OAK,FB,49,2
84467,4064,MR-0500,0,0,0,0,0,1,0,6,0,8,7,49,1,1,18,0,0,0,22,0.7,5,8,2015,OAK,FB,45,1
84468,4064,RH-2350,0,0,0,0,0,7,3,21,0,2,1,5,0,0,0,0,0,0,21,2.6,5,4,2015,DEN,RB,23,2
84469,4064,JN-1900,0,0,0,0,0,0,0,0,0,3,2,15,0,0,0,0,0,0,28,1.5,4,7,2015,DEN,RWR,11,3
84470,4064,CW-0225,0,0,0,0,0,0,0,0,0,1,1,33,0,0,0,0,0,0,26,3.3,4,1,2015,OAK,TE,88,3
84471,4064,DT-0900,0,0,0,0,0,0,0,0,0,8,5,55,0,0,0,0,0,0,49,5.5,5,6,2015,DEN,LWR,88,1
84472,4064,JT-2450,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,0,2,1.6,2,2,2015,DEN,RB,40,3
84473,4064,BF-0950,0,0,0,0,0,0,0,0,0,2,2,46,0,0,0,0,0,0,9,4.6,3,2,2015,DEN,LWR,16,3
84474,4064,MR-0970,0,0,0,0,0,0,0,0,0,3,3,33,0,0,0,0,0,0,23,3.3,5,3,2015,OAK,TE,81,2
84475,4064,DP-1100,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,70,0.3,1,10,2015,OAK,LT,72,1
84476,4064,AH-3600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,4,5,2015,OAK,RWR,18,3
84477,4064,SR-0750,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,29,0,5,2,2015,OAK,LWR,10,2
84478,4065,CH-5000,0,0,0,0,0,21,12,93,1,5,1,4,0,0,0,0,0,0,61,15.7,5,2,2015,SF,RB,28,5
84479,4065,CK-0100,35,23,262,0,2,3,2,23,0,0,0,0,0,0,0,0,0,0,68,20.8,5,5,2015,SF,QB,7,2
84480,4065,BE-0350,0,0,0,0,0,0,0,0,0,2,2,39,0,1,22,0,0,0,2,0.9,3,2,2015,SF,LWR,10,3
84481,4065,RB-4900,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,3,-0.1,3,10,2015,SF,RES,23,2
84482,4065,RJ-0800,0,0,0,0,0,11,8,46,0,4,4,21,0,0,0,0,0,0,30,6.7,5,7,2015,NYG,RB,23,1
84483,4065,EM-0200,54,41,441,1,3,1,1,11,0,0,0,0,0,0,0,0,0,0,79,28.7,5,12,2015,NYG,QB,10,1
84484,4065,OB-0075,0,0,0,0,0,1,0,3,0,11,7,121,1,0,0,0,0,0,0,18.4,5,2,2015,NYG,LWR,13,1
84485,4065,DH-1800,0,0,0,0,0,0,0,0,0,8,6,72,0,3,31,0,0,0,74,1.2,5,5,2015,NYG,LWR,17,2
84486,4065,AW-1350,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,2,2015,NYG,RB,44,2
84487,4065,GC-0350,0,0,0,0,0,0,0,0,0,5,3,26,1,0,0,0,0,0,61,8.6,5,4,2015,SF,TE,88,2
84488,4065,GD-0050,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,10,23,0.6,2,1,2015,NYG,LWR,18,3
84489,4065,LD-0650,0,0,0,0,0,0,0,0,0,7,6,35,1,0,0,0,0,0,55,9.5,5,4,2015,NYG,TE,84,1
84490,4065,SV-0200,0,0,0,0,0,5,1,24,0,8,8,86,1,2,44,0,0,0,39,1.8,5,5,2015,NYG,RB,34,3
84491,4065,WT-0600,0,0,0,0,0,0,0,0,0,4,4,48,0,0,0,0,0,0,25,4.8,2,1,2015,NYG,TE,48,2
84492,4065,AB-2000,0,0,0,0,0,0,0,0,0,12,8,107,1,0,0,0,0,0,63,16.7,5,13,2015,SF,LWR,81,1
84493,4065,QP-0050,0,0,0,0,0,0,0,0,0,3,2,6,0,0,0,0,0,0,24,0.6,5,3,2015,SF,LWR,11,2
84494,4065,VM-0250,0,0,0,0,0,0,0,0,0,3,2,9,0,0,0,0,0,0,33,0.9,4,3,2015,SF,TE,89,1
84495,4065,RR-0130,0,0,0,0,0,0,0,0,0,6,5,42,0,0,0,0,0,0,66,4.2,5,4,2015,NYG,RWR,82,1
84496,4065,BM-2600,0,0,0,0,0,0,0,0,0,2,2,23,0,1,3,0,0,0,29,0.1,2,5,2015,SF,FB,49,1
84497,4065,TS-2300,0,0,0,0,0,0,0,0,0,2,2,42,0,0,0,0,0,0,49,4.2,5,5,2015,SF,RWR,82,1
84498,4065,MW-1475,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,1,3,2015,NYG,RWR,19,2
84499,4065,JH-3050,0,0,0,0,0,2,1,9,0,0,0,0,0,2,16,0,0,0,3,0.6,5,1,2015,SF,PS,38,5
