uid,pid,tck,value
435048,658309,KM-0050,0.5
435049,658313,TW-2700,1
435050,658314,JH-0100,1
435051,658316,CR-1150,1
435052,658317,PD-0450,1
435053,658318,KD-0100,1
435054,658321,CK-0850,0.5
435055,658321,DW-2600,0.5
435056,658324,MS-2400,1
435057,658328,TC-0385,1
435058,658329,CW-3700,1
435059,658332,MS-2400,1
435060,658333,DH-2150,1
435061,658334,LA-0700,1
435062,658335,CW-3700,0.5
435063,658335,DA-0950,0.5
435064,658336,DA-0950,1
435065,658337,MS-2400,1
435066,658341,DS-1850,0.5
435067,658341,JM-3950,0.5
435068,658342,TW-2700,1
435069,658343,BM-2850,1
435070,658344,TW-2700,1
435071,658345,KD-0100,1
435072,658346,RS-2800,0.5
435073,658346,PK-0300,0.5
435074,658352,NT-0150,1
435075,658354,MS-2400,1
435076,658355,CW-3700,1
435077,658361,CK-0850,1
435078,658362,DS-1850,1
435079,658364,PD-0450,1
435080,658365,CK-0850,1
435081,658366,CW-3700,1
435082,658368,NT-0150,1
435083,658370,DH-2150,1
435084,658375,DS-1850,0.5
435085,658375,KD-0100,0.5
435086,658377,NO-0300,1
435087,658378,BM-2850,0.5
435088,658378,PK-0300,0.5
435089,658380,DW-2600,1
435090,658381,DW-2600,1
435091,658386,NT-0150,1
435092,658388,CL-1300,1
435093,658389,LA-0700,1
435094,658391,DA-0950,1
435095,658392,CL-1300,1
435096,658393,TC-0385,1
435097,658398,AJ-1200,1
435098,658399,AJ-1200,1
435099,658401,GA-0400,1
435100,658402,RN-0300,0.5
435101,658402,AJ-1200,0.5
435102,658404,BW-2020,0.5
435103,658404,CM-3250,0.5
435104,658405,LG-1000,0.5
435105,658405,LW-0700,0.5
435106,658406,RM-3850,1
435107,658408,CU-0050,1
435108,658409,BW-2020,0.5
435109,658409,CU-0050,0.5
435110,658410,DS-2700,1
435111,658416,LG-1000,1
435112,658417,CM-3250,1
435113,658421,AH-1800,1
435114,658422,CD-2200,0.5
435115,658422,GA-0400,0.5
435116,658425,AJ-1200,1
435117,658426,EL-0060,1
435118,658427,VR-0200,1
435119,658428,GI-1300,1
435120,658429,RM-1600,1
435121,658431,AJ-1200,1
435122,658434,LW-0700,1
435123,658435,TJ-1025,0.5
435124,658435,LG-1000,0.5
435125,658437,BW-2020,0.5
435126,658437,DS-2700,0.5
435127,658441,CD-2200,1
435128,658442,DP-0900,0.5
435129,658442,BT-0650,0.5
435130,658452,GA-0400,0.5
435131,658452,AH-1800,0.5
435132,658453,RM-1600,0.5
435133,658453,VR-0200,0.5
435134,658455,CP-0800,1
435135,658456,GI-1300,0.5
435136,658456,AJ-1200,0.5
435137,658457,DP-0900,0.5
435138,658457,MJ-1800,0.5
435139,658458,LH-0300,1
435140,658459,RN-0300,1
435141,658460,AH-1800,1
435142,658461,GA-0400,1
435143,658463,TB-2750,0.5
435144,658463,JS-4300,0.5
435145,658465,CM-3250,1
435146,658466,TB-2750,1
435147,658467,WH-0750,1
435148,658468,WH-0750,1
435149,658469,JS-4300,1
435150,658471,CM-3250,1
435151,658473,DS-2700,0.5
435152,658473,LW-0700,0.5
435153,658475,DK-0750,1
435154,658476,VR-0200,0.5
435155,658476,LH-0300,0.5
435156,658481,LW-0700,1
435157,658483,ZS-0075,1
435158,658485,DS-2700,0.5
435159,658485,KL-0800,0.5
435160,658486,BW-2020,1
435161,658487,KA-1000,1
435162,658488,LG-1000,1
435163,658489,BW-2020,1
435164,658490,WH-0750,1
435165,658491,TJ-1025,0.5
435166,658491,AM-1200,0.5
435167,658495,RM-1600,1
435168,658496,RM-1600,0.5
435169,658496,DK-0750,0.5
435170,658497,VR-0200,0.5
435171,658497,DK-0750,0.5
435172,658499,VR-0200,1
435173,658500,EL-0060,0.5
435174,658500,VR-0200,0.5
435175,658501,CD-2200,1
435176,658505,JS-4300,1
435177,658506,BW-2020,1
435178,658507,ED-1000,1
435179,658510,AH-1800,1
435180,658512,RN-0300,1
435181,658513,WG-0600,1
435182,658514,CD-2200,0.5
435183,658514,RM-1600,0.5
435184,658515,SW-1550,1
435185,658517,BT-0650,1
435186,658519,AH-1800,1
435187,658520,AH-1800,1
435188,658521,DP-0900,1
435189,658522,LH-0300,1
435190,658525,TJ-1025,1
435191,658527,LW-0700,1
435192,658529,CM-3250,1
435193,658532,TJ-1025,0.5
435194,658532,CU-0050,0.5
435195,658534,CD-2200,1
435196,658538,BW-2020,1
435197,658539,JS-4300,1
435198,658540,CM-3250,0.5
435199,658540,DS-2700,0.5
435200,658548,SW-1550,1
435201,658550,EL-0060,1
435202,658551,SW-1550,1
435203,658554,VR-0200,1
435204,658555,DK-0750,1
435205,658561,DS-2700,1
435206,658562,KA-1000,1
435207,658563,BW-2020,0.5
435208,658563,LG-1000,0.5
435209,658567,VR-0200,1
435210,658574,CD-0650,0.5
435211,658574,LG-1000,0.5
435212,658575,LG-1000,0.5
435213,658575,DS-2700,0.5
435214,658578,CJ-2050,1
435215,658581,TS-2050,1
435216,658582,PP-0800,1
435217,658583,JE-1200,1
435218,658588,JC-3550,1
435219,658589,MB-5250,1
435220,658590,SS-1450,1
435221,658592,DH-1250,1
435222,658594,JF-3150,1
435223,658598,SB-1600,1
435224,658599,PP-0800,1
435225,658600,TA-0600,0.5
435226,658600,RM-4200,0.5
435227,658601,JE-1200,1
435228,658602,DH-4000,1
435229,658603,DH-4000,1
435230,658606,PP-0800,1
435231,658607,JE-1200,1
435232,658610,JC-3550,1
435233,658611,MB-5250,1
435234,658613,MB-5250,1
435235,658614,DE-0050,0.5
435236,658614,SS-1450,0.5
435237,658615,MB-3875,1
435238,658616,JR-2150,1
435239,658618,JS-2100,1
435240,658620,LR-0600,1
435241,658621,RN-1100,1
435242,658625,AB-2700,1
435243,658631,PP-0800,1
435244,658632,TS-2050,1
435245,658633,TS-2050,0.5
435246,658633,PP-0800,0.5
435247,658634,RM-4200,1
435248,658635,SB-1600,1
435249,658636,JE-1200,1
435250,658637,TS-2050,1
435251,658638,TS-2050,1
435252,658639,AC-2250,1
435253,658640,JE-1200,1
435254,658645,DM-1300,1
435255,658646,LR-0600,1
435256,658647,DH-2950,1
435257,658650,TS-2050,1
435258,658651,TS-2050,1
435259,658653,PP-0800,1
435260,658654,SB-1600,1
435261,658655,PP-0800,0.5
435262,658655,JE-1200,0.5
435263,658659,DE-0050,1
435264,658661,DH-4000,1
435265,658663,PT-0450,1
435266,658665,TS-2050,0.5
435267,658665,PP-0800,0.5
435268,658666,JS-0230,1
435269,658667,JO-0300,1
435270,658673,PC-0300,1
435271,658683,LR-0600,1
435272,658684,JC-3550,1
435273,658687,SS-1450,0.5
435274,658687,JC-3550,0.5
435275,658691,PP-0800,1
435276,658692,JO-0300,1
435277,658693,PP-0800,1
435278,658694,PP-0800,1
435279,658695,PT-0450,1
435280,658696,TS-2050,1
435281,658700,JC-3518,1
435282,658703,MS-2100,1
435283,658704,PP-0800,1
435284,658705,DM-1450,1
435285,658706,DM-1450,1
435286,658707,AC-2250,1
435287,658711,MB-5250,1
435288,658712,JR-2150,1
435289,658715,JS-0230,1
435290,658716,PP-0800,1
435291,658717,PP-0800,1
435292,658718,TS-2050,0.5
435293,658718,JS-0230,0.5
435294,658719,PP-0800,1
435295,658720,DS-2200,1
435296,658721,PP-0800,1
435297,658722,DM-1450,1
435298,658725,PP-0800,1
435299,658726,AJ-1150,0.5
435300,658726,JS-0230,0.5
435301,658728,TS-2050,0.5
435302,658728,PP-0800,0.5
435303,658730,DH-4000,1
435304,658731,DS-2200,1
435305,658736,JC-3518,1
435306,658737,JF-3150,0.5
435307,658737,JC-3518,0.5
435308,658738,JM-1900,1
435309,658740,LR-0600,1
435310,658747,CT-1500,1
435311,658748,CT-1500,0.5
435312,658748,RH-0700,0.5
435313,658749,ST-0550,0.5
435314,658749,CT-1500,0.5
435315,658750,DE-0500,0.5
435316,658750,AK-0650,0.5
435317,658751,BB-1750,1
435318,658752,TD-0700,0.5
435319,658752,CT-1500,0.5
435320,658753,TD-0700,1
435321,658754,TD-0700,1
435322,658755,AK-0650,1
435323,658757,JN-1750,1
435324,658760,RH-3300,1
435325,658761,SA-1150,0.5
435326,658761,DH-2000,0.5
435327,658762,HK-0100,1
435328,658763,BB-3400,1
435329,658764,HK-0100,0.5
435330,658764,RH-3300,0.5
435331,658768,CT-1500,1
435332,658769,SL-0950,0.5
435333,658769,KE-0050,0.5
435334,658770,BB-1750,1
435335,658771,BB-1750,1
435336,658772,BB-1750,1
435337,658773,AK-0650,1
435338,658774,ST-0550,0.5
435339,658774,RH-0700,0.5
435340,658775,MA-0300,1
435341,658776,CT-1500,1
435342,658777,TD-0700,0.5
435343,658777,RH-0700,0.5
435344,658778,RH-0700,1
435345,658779,TD-0700,1
435346,658780,SL-0950,1
435347,658782,ST-0550,0.5
435348,658782,TD-0700,0.5
435349,658783,JN-1750,1
435350,658787,BB-3400,1
435351,658788,BR-0350,0.5
435352,658788,CJ-2400,0.5
435353,658789,KV-0050,1
435354,658790,RH-3300,0.5
435355,658790,DS-5137,0.5
435356,658791,KV-0050,1
435357,658792,RH-3300,0.5
435358,658792,KV-0050,0.5
435359,658793,BB-3400,1
435360,658794,JJ-1650,0.5
435361,658794,DH-2000,0.5
435362,658795,BR-0350,0.5
435363,658795,JJ-1650,0.5
435364,658796,KW-1400,0.5
435365,658796,DH-2000,0.5
435366,658798,DB-3750,0.5
435367,658798,KP-0600,0.5
435368,658802,KE-0050,0.5
435369,658802,AK-0650,0.5
435370,658805,ST-0550,1
435371,658806,CT-1500,1
435372,658809,BB-3400,1
435373,658810,DS-5137,1
435374,658812,KP-0600,1
435375,658813,RH-3300,1
435376,658814,CJ-2400,1
435377,658815,KV-0050,1
435378,658816,SA-1150,1
435379,658822,JJ-1650,0.5
435380,658822,KV-0050,0.5
435381,658823,AH-3050,0.5
435382,658823,RH-3300,0.5
435383,658831,BB-3400,1
435384,658833,RH-3300,1
435385,658834,BB-3400,1
435386,658836,DH-2000,1
435387,658837,HK-0100,1
435388,658841,CT-1500,1
435389,658843,KE-0050,0.5
435390,658843,TD-0700,0.5
435391,658844,AK-0650,1
435392,658845,BB-1750,0.5
435393,658845,JN-1750,0.5
435394,658846,CJ-1300,0.5
435395,658846,AK-0650,0.5
435396,658849,TD-0700,1
435397,658851,SA-1150,1
435398,658852,KV-0050,1
435399,658853,BR-0350,0.5
435400,658853,KV-0050,0.5
435401,658854,KE-0125,1
435402,658855,TB-0537,1
435403,658860,AK-0650,0.5
435404,658860,RH-0700,0.5
435405,658861,TD-0700,1
435406,658863,CT-1500,1
435407,658864,AK-0650,1
435408,658865,TD-0700,1
435409,658868,RH-3300,1
435410,658869,KP-0600,1
435411,658870,SA-1150,1
435412,658871,DS-5137,1
435413,658872,DH-2000,0.5
435414,658872,KV-0050,0.5
435415,658873,SA-1150,0.5
435416,658873,KV-0050,0.5
435417,658874,HK-0100,0.5
435418,658874,RH-3300,0.5
435419,658878,TB-1850,1
435420,658880,MA-0300,0.5
435421,658880,ST-0550,0.5
435422,658881,JN-1750,1
435423,658883,TB-1850,1
435424,658884,KE-0050,0.5
435425,658884,TB-1850,0.5
435426,658885,ST-0550,1
435427,658886,KC-1800,1
435428,658890,DH-2000,0.5
435429,658890,BB-3400,0.5
435430,658891,DH-2000,1
435431,658894,KL-1400,0.5
435432,658894,KS-0850,0.5
435433,658895,AK-0650,1
435434,658900,JN-1750,1
435435,658901,AK-0650,1
435436,658903,MA-0300,1
435437,658905,DH-2000,1
435438,658906,BR-0350,0.5
435439,658906,JJ-1650,0.5
435440,658907,HK-0100,1
435441,658911,MA-0300,0.5
435442,658911,KC-1800,0.5
435443,658913,BB-0400,1
435444,658915,DR-3700,1
435445,658916,MJ-0600,1
435446,658918,DH-1400,1
435447,658920,MG-0600,1
435448,658922,CP-2600,0.5
435449,658922,BS-2300,0.5
435450,658923,MW-2250,1
435451,658924,MW-1800,1
435452,658925,CP-2600,1
435453,658927,DD-0250,1
435454,658931,JH-3675,1
435455,658932,NC-0100,1
435456,658933,BM-0600,1
435457,658936,LW-1350,0.5
435458,658936,DD-0250,0.5
435459,658938,DR-1100,1
435460,658939,DH-1850,0.5
435461,658939,QC-0350,0.5
435462,658940,DH-1850,0.5
435463,658940,LW-1350,0.5
435464,658944,MJ-0600,1
435465,658945,JH-3675,1
435466,658946,JH-3675,1
435467,658947,MJ-0600,1
435468,658948,CB-0800,1
435469,658950,QC-0350,0.5
435470,658950,MG-0600,0.5
435471,658951,BS-2300,1
435472,658952,DD-0250,0.5
435473,658952,DH-1400,0.5
435474,658953,DD-0250,1
435475,658956,BL-1350,0.5
435476,658956,WT-0200,0.5
435477,658962,JH-3675,1
435478,658963,BB-0400,1
435479,658966,DH-1850,0.5
435480,658966,DD-0250,0.5
435481,658970,BL-1350,1
435482,658971,JH-3675,1
435483,658974,DH-1400,1
435484,658975,MW-1800,0.5
435485,658975,DH-1400,0.5
435486,658976,DD-0250,1
435487,658977,MW-1800,0.5
435488,658977,DD-0250,0.5
435489,658978,DD-0250,1
435490,658979,LM-0550,1
435491,658984,MJ-0600,0.5
435492,658984,BM-0600,0.5
435493,658986,DD-0250,1
435494,658987,MW-1800,1
435495,658988,MG-0600,1
435496,658989,DH-1850,0.5
435497,658989,DD-0250,0.5
435498,658990,BS-2300,1
435499,658994,JH-3675,1
435500,658995,JH-3675,0.5
435501,658995,BG-1200,0.5
435502,658996,VC-0400,1
435503,658997,BM-0600,1
435504,658999,ER-0475,1
435505,659000,MJ-0600,0.5
435506,659000,BM-0600,0.5
435507,659008,LW-1350,0.5
435508,659008,DH-1400,0.5
435509,659009,MW-1800,0.5
435510,659009,DD-0250,0.5
435511,659011,DH-1400,1
435512,659013,BM-0600,1
435513,659014,WT-0200,1
435514,659015,WT-0200,1
435515,659020,BS-2300,1
435516,659024,CB-0800,1
435517,659028,BL-1350,1
435518,659029,FC-0400,0.5
435519,659029,NC-0100,0.5
435520,659031,DH-1400,1
435521,659032,DH-1400,0.5
435522,659032,CP-2600,0.5
435523,659035,BB-0400,0.5
435524,659035,BG-1200,0.5
435525,659037,NC-0100,1
435526,659039,DD-0250,1
435527,659041,MW-1800,0.5
435528,659041,CP-2600,0.5
435529,659043,BM-0600,1
435530,659045,FC-0400,0.5
435531,659045,BA-0350,0.5
435532,659046,BM-0600,1
435533,659048,BB-0400,1
435534,659050,MJ-0600,1
435535,659051,DR-3700,1
435536,659052,BG-1200,1
435537,659055,CB-0800,1
435538,659056,EB-1100,1
435539,659057,FC-0400,0.5
435540,659057,DR-3700,0.5
435541,659058,JH-3675,1
435542,659063,AC-2400,1
435543,659064,MW-1800,0.5
435544,659064,AC-2400,0.5
435545,659065,DH-1850,0.5
435546,659065,LW-1350,0.5
435547,659066,DH-1400,1
435548,659067,JH-3675,1
435549,659070,MW-1800,0.5
435550,659070,DD-0250,0.5
435551,659071,MW-1800,1
435552,659074,JH-3675,1
435553,659076,BM-0600,1
435554,659077,NC-0100,0.5
435555,659077,WT-0200,0.5
435556,659080,LW-1350,1
435557,659081,QC-0350,1
435558,659082,MW-1800,1
435559,659084,NG-0350,1
435560,659087,NG-0350,1
435561,659090,CP-2600,1
435562,659091,QC-0350,1
435563,659094,DH-1400,0.5
435564,659094,CP-2600,0.5
435565,659098,CC-4000,1
435566,659099,GM-0500,0.5
435567,659099,LD-0150,0.5
435568,659100,TJ-1000,1
435569,659101,LD-0150,0.5
435570,659101,SM-3000,0.5
435571,659102,GJ-0800,0.5
435572,659102,BM-1250,0.5
435573,659106,BC-3100,0.5
435574,659106,BM-1450,0.5
435575,659107,RM-4600,1
435576,659109,JC-3350,1
435577,659111,QD-0100,1
435578,659114,LD-0150,1
435579,659115,HM-0100,0.5
435580,659115,CC-4000,0.5
435581,659116,LD-0150,0.5
435582,659116,JB-1250,0.5
435583,659117,CC-4000,0.5
435584,659117,JB-1250,0.5
435585,659118,JS-4037,1
435586,659119,JS-4037,0.5
435587,659119,KA-0625,0.5
435588,659120,LD-0150,0.5
435589,659120,SM-3000,0.5
435590,659121,LD-0150,0.5
435591,659121,DS-5150,0.5
435592,659126,KJ-0100,1
435593,659127,BC-3100,1
435594,659128,WM-0550,1
435595,659132,TJ-1000,1
435596,659133,BM-1250,1
435597,659134,TM-1700,0.5
435598,659134,BM-1250,0.5
435599,659136,KA-0625,1
435600,659138,SM-3000,0.5
435601,659138,BM-1250,0.5
435602,659139,LD-0150,1
435603,659142,KJ-0100,1
435604,659143,KJ-0100,1
435605,659144,JW-1100,0.5
435606,659144,CC-4550,0.5
435607,659146,KJ-0650,0.5
435608,659146,EP-0550,0.5
435609,659149,BM-1250,1
435610,659150,JS-4037,0.5
435611,659150,KA-0625,0.5
435612,659151,TJ-1000,1
435613,659152,LD-0150,0.5
435614,659152,BM-1250,0.5
435615,659153,HM-0100,0.5
435616,659153,BC-0600,0.5
435617,659154,SM-3000,0.5
435618,659154,BM-1250,0.5
435619,659155,WG-0550,1
435620,659156,CM-1600,0.5
435621,659156,LD-0150,0.5
435622,659161,JW-1100,0.5
435623,659161,WM-0550,0.5
435624,659165,BM-1450,1
435625,659170,CM-1600,1
435626,659171,BM-1250,1
435627,659172,TJ-1000,0.5
435628,659172,CC-4000,0.5
435629,659173,CM-1600,0.5
435630,659173,KA-0625,0.5
435631,659174,MJ-0900,1
435632,659179,JW-1100,1
435633,659180,EP-0550,1
435634,659187,CM-1600,0.5
435635,659187,KA-0625,0.5
435636,659188,GM-0500,0.5
435637,659188,LD-0150,0.5
435638,659190,JJ-5000,1
435639,659191,JT-4150,0.5
435640,659191,JJ-5000,0.5
435641,659194,CC-4000,1
435642,659195,JS-4037,1
435643,659197,SM-3000,1
435644,659201,JW-1100,0.5
435645,659201,VW-0200,0.5
435646,659203,QD-0100,1
435647,659204,VW-0200,0.5
435648,659204,JC-3350,0.5
435649,659210,LD-0150,0.5
435650,659210,SM-3000,0.5
435651,659212,RM-4600,1
435652,659213,JT-4150,1
435653,659214,BC-3100,1
435654,659217,BC-0600,1
435655,659218,MJ-0900,1
435656,659220,BC-0600,1
435657,659221,WG-0550,1
435658,659222,TJ-1000,1
435659,659225,JJ-5000,1
435660,659228,GJ-0800,0.5
435661,659228,LD-0150,0.5
435662,659230,KA-0625,0.5
435663,659230,SM-3000,0.5
435664,659231,CC-4000,1
435665,659232,KA-0625,1
435666,659233,CC-4000,1
435667,659234,CM-1600,1
435668,659236,SM-3000,1
435669,659238,BC-3100,1
435670,659239,JC-5630,1
435671,659240,KJ-0100,1
435672,659241,QD-0100,1
435673,659242,KJ-0650,1
435674,659243,BC-3100,0.5
435675,659243,KJ-0100,0.5
435676,659247,CC-4000,1
435677,659248,CM-1600,1
435678,659249,WG-0550,0.5
435679,659249,JS-4037,0.5
435680,659250,SM-3000,1
435681,659255,JW-1100,1
435682,659258,DS-5150,1
435683,659260,LD-0150,1
435684,659261,AV-0300,1
435685,659262,KA-0625,0.5
435686,659262,DS-5150,0.5
435687,659263,WG-0550,0.5
435688,659263,LD-0150,0.5
435689,659267,KA-0625,0.5
435690,659267,BM-1250,0.5
435691,659268,KA-0625,1
435692,659269,CM-1600,1
435693,659270,DS-5150,1
435694,659271,DS-5150,1
435695,659272,DS-5150,0.5
435696,659272,KT-0150,0.5
435697,659273,CM-1600,0.5
435698,659273,TM-1700,0.5
435699,659276,KJ-0100,1
435700,659277,QD-0100,1
435701,659278,JS-3250,1
435702,659279,KJ-0650,1
435703,659283,DB-6300,0.5
435704,659283,JA-2825,0.5
435705,659284,JV-0425,1
435706,659285,CL-1000,1
435707,659286,EW-0400,1
435708,659289,SF-0150,0.5
435709,659289,HS-0130,0.5
435710,659290,LJ-1700,0.5
435711,659290,EG-0900,0.5
435712,659291,TN-0400,1
435713,659293,CL-1000,0.5
435714,659293,DB-6300,0.5
435715,659294,PR-0400,1
435716,659296,JA-2825,1
435717,659299,EK-0250,1
435718,659300,XR-0100,1
435719,659301,GH-1050,0.5
435720,659301,XR-0100,0.5
435721,659302,AS-0600,1
435722,659303,EG-0900,1
435723,659305,KR-0460,0.5
435724,659305,PR-0400,0.5
435725,659308,MI-0150,1
435726,659309,EW-0400,1
435727,659310,JW-5100,1
435728,659315,MI-0150,1
435729,659316,MT-0350,0.5
435730,659316,JW-5100,0.5
435731,659320,EK-0250,0.5
435732,659320,AS-0600,0.5
435733,659321,HS-0130,1
435734,659322,HS-0130,1
435735,659326,MI-0150,1
435736,659327,KE-0550,0.5
435737,659327,MT-0350,0.5
435738,659328,PR-0400,1
435739,659329,SW-1720,1
435740,659331,MT-0350,1
435741,659332,MT-0350,1
435742,659333,EW-0400,1
435743,659334,MI-0150,1
435744,659335,KR-0460,0.5
435745,659335,CL-1000,0.5
435746,659339,AB-0650,1
435747,659340,AB-0650,1
435748,659341,BR-1000,0.5
435749,659341,HS-0130,0.5
435750,659342,EK-0250,1
435751,659343,SF-0150,0.5
435752,659343,AB-0650,0.5
435753,659344,EK-0250,0.5
435754,659344,HS-0130,0.5
435755,659347,DB-6300,1
435756,659349,EW-0400,1
435757,659351,XR-0100,1
435758,659352,BR-1000,1
435759,659356,EK-0250,1
435760,659357,TN-0400,1
435761,659362,AP-1050,0.5
435762,659362,EW-0400,0.5
435763,659363,MI-0150,0.5
435764,659363,EW-0400,0.5
435765,659365,TW-1187,1
435766,659366,HS-0130,1
435767,659372,EK-0250,1
435768,659373,EK-0250,1
435769,659374,GH-1050,1
435770,659376,TW-1187,1
435771,659379,KR-0460,1
435772,659381,MI-0150,0.5
435773,659381,SW-1720,0.5
435774,659382,EW-0400,1
435775,659384,PR-0400,1
435776,659385,MI-0150,1
435777,659386,EW-0400,1
435778,659387,PR-0400,1
435779,659388,JW-5100,1
435780,659392,JW-5100,1
435781,659393,JA-2825,1
435782,659397,AS-0600,1
435783,659398,TW-1187,1
435784,659399,EG-0900,1
435785,659400,GH-1050,1
435786,659402,AB-0650,0.5
435787,659402,TW-1187,0.5
435788,659404,AS-0600,1
435789,659410,AB-0650,1
435790,659411,HS-0130,1
435791,659412,EK-0250,1
435792,659413,LJ-1700,1
435793,659415,EK-0250,1
435794,659417,CG-2400,1
435795,659419,MT-0350,0.5
435796,659419,DB-6300,0.5
435797,659420,CL-0325,1
435798,659423,RB-2250,1
435799,659424,SS-2750,0.5
435800,659424,EG-0900,0.5
435801,659425,TN-0400,1
435802,659426,TW-1187,1
435803,659428,SS-2750,0.5
435804,659428,TJ-1900,0.5
435805,659429,CM-3400,1
435806,659430,HS-0130,1
435807,659431,GH-1050,1
435808,659432,SC-1750,1
435809,659433,TN-0400,1
435810,659434,SC-1750,1
435811,659435,AE-1100,1
435812,659441,LJ-1800,1
435813,659442,JJ-1550,1
435814,659443,AO-0250,1
435815,659444,AO-0250,0.5
435816,659444,JJ-1550,0.5
435817,659445,JJ-1550,1
435818,659446,JL-0600,1
435819,659447,TM-1750,1
435820,659448,AD-1475,0.5
435821,659448,JL-0600,0.5
435822,659449,JL-0600,1
435823,659450,AO-0250,0.5
435824,659450,TM-1750,0.5
435825,659452,MB-3650,1
435826,659455,ST-1150,1
435827,659457,LT-0400,1
435828,659458,ST-1150,1
435829,659459,WG-0500,1
435830,659462,LJ-1800,0.5
435831,659462,RM-3050,0.5
435832,659463,TM-1750,1
435833,659464,TJ-2250,0.5
435834,659464,RM-3050,0.5
435835,659465,RM-3050,1
435836,659466,JJ-1550,1
435837,659467,EW-0550,1
435838,659468,JJ-1550,1
435839,659469,TJ-2250,1
435840,659471,AO-0250,0.5
435841,659471,TM-1750,0.5
435842,659472,RM-3050,1
435843,659477,SS-2450,0.5
435844,659477,LT-0400,0.5
435845,659478,MM-3800,1
435846,659479,LT-0400,0.5
435847,659479,WG-0500,0.5
435848,659480,WA-0100,1
435849,659481,ST-1150,1
