uid,gid,player,pa,pc,py,ints,ra,sra,ry,trg,rec,recy,fuml,peny
41745,4115,BB-2425,5,1,20,0,0,0,0,0,0,0,1,0
41746,4115,BW-0400,0,0,0,0,0,0,0,3,1,20,0,0
41747,4115,BM-0300,0,0,0,0,0,0,0,2,1,20,0,0
41748,4115,JT-2000,0,0,0,0,0,0,0,1,0,0,0,0
41749,4115,DR-2250,0,0,0,0,0,0,0,1,0,0,0,0
41750,4116,DW-3600,0,0,0,0,9,6,28,0,0,0,0,0
41751,4116,BR-1100,6,4,30,0,0,0,0,0,0,0,0,0
41752,4116,MW-1250,0,0,0,0,0,0,0,2,0,0,0,0
41753,4116,AB-3500,0,0,0,0,0,0,0,2,2,12,0,0
41754,4116,DC-0725,5,2,16,1,0,0,0,0,0,0,0,0
41755,4116,AC-2350,0,0,0,0,0,0,0,2,1,15,0,0
41756,4116,LM-1850,0,0,0,0,1,0,0,0,0,0,0,0
41757,4116,CW-0225,0,0,0,0,0,0,0,3,1,1,0,0
41758,4116,MB-4550,0,0,0,0,0,0,0,1,1,14,0,0
41759,4116,JJ-0725,0,0,0,0,0,0,0,1,1,4,0,0
41760,4116,JO-0550,0,0,0,0,1,1,19,0,0,0,0,0
41761,4117,DM-0450,0,0,0,0,4,1,8,1,0,0,0,0
41762,4117,JW-5650,6,1,4,0,2,1,12,0,0,0,0,0
41763,4117,ME-0600,0,0,0,0,0,0,0,2,0,0,0,0
41764,4117,SV-0200,0,0,0,0,3,0,2,1,1,4,0,0
41765,4117,EM-0200,7,4,21,0,0,0,0,0,0,0,0,0
41766,4117,WT-0600,0,0,0,0,0,0,0,2,0,0,0,0
41767,4117,MW-1475,0,0,0,0,0,0,0,1,1,3,0,0
41768,4117,AW-1350,0,0,0,0,1,0,2,0,0,0,0,0
41769,4117,RR-0130,0,0,0,0,0,0,0,1,1,8,0,0
41770,4117,OD-0200,0,0,0,0,1,1,5,0,0,0,0,0
41771,4117,JC-6025,0,0,0,0,0,0,0,1,1,6,0,0
41772,4117,DD-3050,0,0,0,0,0,0,0,3,1,4,0,0
41773,4117,OB-0075,0,0,0,0,0,0,0,1,0,0,0,0
41774,4118,SD-0800,0,0,0,0,3,0,-3,0,0,0,0,0
41775,4118,PT-0400,0,0,0,0,2,0,6,0,0,0,0,0
41776,4118,BG-0100,3,3,20,0,1,1,9,0,0,0,0,0
41777,4118,QP-0050,0,0,0,0,0,0,0,1,1,8,0,0
41778,4118,KG-0350,0,0,0,0,1,1,1,0,0,0,0,0
41779,4118,GC-0350,0,0,0,0,0,0,0,2,2,12,0,0
41780,4118,DF-1875,0,0,0,0,1,0,1,2,1,17,0,0
41781,4118,MR-2500,7,4,36,0,0,0,0,0,0,0,0,0
41782,4118,JJ-4700,0,0,0,0,0,0,0,3,1,4,0,0
41783,4118,JT-0300,0,0,0,0,0,0,0,1,1,12,0,0
41784,4118,JH-1350,0,0,0,0,0,0,0,1,1,3,0,0
41785,4119,AL-1100,4,4,24,0,3,1,6,0,0,0,0,0
41786,4119,GW-0650,0,0,0,0,0,0,0,2,2,13,0,0
41787,4119,FG-0200,0,0,0,0,5,1,12,0,0,0,0,0
41788,4119,AB-2600,0,0,0,0,3,0,0,1,1,8,0,0
41789,4119,JD-2550,0,0,0,0,0,0,0,1,1,3,0,0
41790,4119,PM-0200,5,4,14,0,0,0,0,0,0,0,0,0
41791,4119,CA-0750,0,0,0,0,0,0,0,1,1,4,0,0
41792,4119,DT-0900,0,0,0,0,0,0,0,2,2,9,0,0
41793,4119,BF-0950,0,0,0,0,0,0,0,1,0,0,0,0
41794,4119,RH-2350,0,0,0,0,1,1,3,0,0,0,0,0
41795,4119,OD-0100,0,0,0,0,0,0,0,1,1,1,0,0
41796,4120,MC-0700,6,4,48,0,0,0,0,0,0,0,0,0
41797,4120,JH-0860,0,0,0,0,0,0,0,1,0,0,0,0
41798,4120,DM-1600,0,0,0,0,4,2,7,0,0,0,0,0
41799,4120,TW-2270,0,0,0,0,0,0,0,1,1,8,0,0
41800,4120,LW-1150,0,0,0,0,0,0,0,1,0,0,0,0
41801,4120,CB-1130,0,0,0,0,0,0,0,2,2,22,0,0
41802,4120,RM-1200,0,0,0,0,2,2,18,0,0,0,0,0
41803,4120,SB-1100,4,1,7,0,0,0,0,0,0,0,0,0
41804,4120,JH-5750,0,0,0,0,0,0,0,1,0,0,0,0
41805,4120,DS-3300,0,0,0,0,1,1,5,1,1,7,0,0
41806,4120,JM-1550,0,0,0,0,0,0,0,2,0,0,0,0
41807,4120,DM-4300,0,0,0,0,2,1,-1,0,0,0,0,0
41808,4120,DB-5300,0,0,0,0,0,0,0,1,1,18,0,0
41809,4121,DW-4300,0,0,0,0,3,1,7,2,1,14,0,0
41810,4121,PR-0300,5,3,31,0,0,0,0,0,0,0,0,0
41811,4121,JL-0280,0,0,0,0,3,3,9,0,0,0,0,0
41812,4121,JC-6200,6,3,18,0,0,0,0,0,0,0,1,0
41813,4121,MB-1800,0,0,0,0,0,0,0,2,2,4,0,0
41814,4121,AJ-0430,0,0,0,0,0,0,0,3,1,14,0,0
41815,4121,KC-0250,0,0,0,0,1,0,2,0,0,0,0,0
41816,4121,SJ-0600,0,0,0,0,0,0,0,2,1,8,0,5
41817,4121,AG-0500,0,0,0,0,0,0,0,1,1,9,0,0
