uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
95080,4060,664178,GB,1,PUNT,1,1,48,44,6,2,1,1,0,20,3,31,3,1,5,0,56,TD
95081,4060,664187,STL,2,KOFF,1,5,21,25,10,3,1,2,0,15,5,20,5,2,0,5,35,PUNT
95082,4060,664199,GB,2,PUNT,1,2,41,20,6,3,1,1,0,8,2,25,4,2,5,0,38,INT
95083,4060,664206,STL,3,INT,1,0,48,43,3,0,0,0,0,2,1,0,2,0,0,0,2,INT
95084,4060,664209,GB,3,INT,1,1,43,50,4,1,0,0,0,3,2,6,2,2,0,0,9,DWNS
95085,4060,664213,STL,4,DWNS,1,0,43,41,3,1,0,0,0,6,1,0,2,0,0,5,1,INT
95086,4060,664219,STL,5,KOFF,1,1,36,20,3,0,0,0,0,2,1,1,2,1,0,5,-2,PUNT
95087,4060,664224,GB,4,PUNT,2,1,55,40,3,0,0,0,0,7,3,0,0,0,0,0,7,PUNT
95088,4060,664228,STL,6,PUNT,2,5,10,20,9,7,3,1,1,43,8,5,1,1,32,0,80,TD
95089,4060,664240,GB,5,KOFF,2,3,9,20,8,5,1,2,0,12,3,28,5,3,0,0,40,INT
95090,4060,664248,STL,7,INT,2,2,23,67,7,2,0,1,0,9,3,5,3,2,0,5,9,FG
95091,4060,664257,GB,6,KOFF,2,1,40,20,5,2,0,1,0,6,2,19,3,2,5,5,25,ENDQ
95092,4060,664265,GB,7,KOFF,3,2,19,25,4,3,1,1,0,5,2,70,2,2,0,0,75,TD
95093,4060,664271,STL,8,KOFF,3,2,17,20,4,1,0,1,0,3,1,16,3,2,0,0,19,PUNT
95094,4060,664276,GB,8,PUNT,3,1,58,10,3,1,0,0,0,5,1,6,2,1,0,5,6,PUNT
95095,4060,664281,STL,9,PUNT,3,4,11,35,8,4,0,1,0,13,5,20,2,1,0,0,33,BLFG
95096,4060,664289,GB,9,BLFG,3,0,40,40,3,0,0,1,0,3,1,-2,2,0,0,0,1,FUM
95097,4060,664292,STL,10,FUM,3,2,47,59,6,2,1,0,1,9,3,-7,2,0,0,0,6,MFG
95098,4060,664298,GB,10,MFG,3,4,10,43,7,4,0,2,0,12,2,21,5,3,0,15,28,PUNT
95099,4060,664308,STL,11,PUNT,4,2,35,20,5,2,2,0,0,73,4,0,1,0,0,0,73,INT
95100,4060,664313,GB,11,INT,4,1,31,20,3,0,0,0,0,1,1,3,2,1,0,0,4,PUNT
95101,4060,664317,STL,12,PUNT,4,4,9,30,9,2,1,1,0,14,3,11,5,2,0,0,25,MFG
95102,4060,664326,GB,12,MFG,4,2,20,53,7,2,0,1,0,6,4,29,2,2,0,5,30,FG
95103,4060,664335,STL,13,KOFF,4,0,40,20,4,1,0,1,0,0,0,68,4,1,5,0,73,INT
95104,4060,664340,GB,13,INT,4,0,23,7,1,0,0,0,0,-2,1,0,0,0,0,0,-2,ENDQ
95105,4061,664343,TEN,1,KOFF,1,4,20,23,7,3,0,2,0,19,5,27,2,2,0,5,41,PUNT
95106,4061,664352,BUF,1,PUNT,1,0,53,11,3,1,0,0,0,6,1,0,2,0,0,0,6,PUNT
95107,4061,664356,TEN,2,PUNT,1,2,2,35,5,0,0,0,1,1,2,1,3,1,15,0,17,PUNT
95108,4061,664363,BUF,2,PUNT,1,0,57,11,3,0,0,0,0,1,1,0,2,0,0,4,-3,PUNT
95109,4061,664368,TEN,3,PUNT,1,7,39,35,13,6,1,3,0,22,5,50,7,5,0,10,62,FG
95110,4061,664383,BUF,3,KOFF,2,2,22,20,3,0,0,0,0,5,2,-3,1,0,0,0,2,PUNT
95111,4061,664387,TEN,4,PUNT,2,3,58,27,5,2,0,1,0,8,2,25,3,2,0,15,18,PUNT
95112,4061,664395,BUF,4,PUNT,2,3,25,20,5,1,0,1,0,3,3,9,2,1,0,0,12,PUNT
95113,4061,664401,TEN,5,PUNT,2,1,32,53,3,1,0,0,0,0,0,8,3,2,0,0,8,PUNT
95114,4061,664405,BUF,5,PUNT,2,1,58,8,8,4,0,2,0,8,2,22,6,4,5,0,35,PUNT
95115,4061,664415,TEN,6,PUNT,2,0,54,10,2,1,0,0,0,0,1,9,1,1,0,9,0,ENDQ
95116,4061,664419,BUF,6,KOFF,3,3,4,20,5,1,0,1,0,1,2,4,3,2,0,0,5,PUNT
95117,4061,664425,TEN,7,PUNT,3,0,50,29,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
95118,4061,664429,TEN,8,PUNT,3,4,15,61,7,4,1,2,0,9,4,30,3,3,0,0,39,TD
95119,4061,664438,BUF,7,KOFF,3,5,31,20,9,8,4,0,0,71,8,9,1,1,0,0,80,TD
95120,4061,664450,TEN,9,KOFF,3,6,44,5,13,6,2,2,0,35,6,29,6,3,8,0,72,FG
95121,4061,664465,BUF,8,KOFF,4,4,11,20,8,4,1,2,0,28,4,52,4,3,15,15,80,TD
95122,4061,664477,TEN,10,KOFF,4,2,37,15,5,0,0,0,1,2,2,0,3,2,15,0,17,PUNT
95123,4061,664484,BUF,9,PUNT,4,1,7,36,3,1,0,0,0,7,2,-11,1,0,0,0,-4,PUNT
95124,4061,664488,TEN,11,PUNT,4,0,9,31,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
95125,4061,664489,BUF,10,INT,4,1,32,38,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
95126,4062,664493,DET,1,KOFF,1,0,58,20,3,1,0,0,0,3,1,0,2,0,5,0,8,INT
95127,4062,664497,ARI,1,INT,1,1,25,57,3,0,0,0,0,0,2,0,1,0,0,0,0,PUNT
95128,4062,664501,DET,2,PUNT,1,4,36,7,8,6,2,2,0,18,5,36,3,3,0,0,54,FUM
95129,4062,664509,ARI,2,FUM,1,1,52,39,3,1,0,0,1,0,0,-1,3,1,0,0,-1,PUNT
95130,4062,664513,DET,3,PUNT,1,3,48,18,7,5,1,3,0,4,3,73,4,4,5,0,82,TD
95131,4062,664523,ARI,3,KOFF,1,2,26,29,5,4,1,2,0,31,3,25,2,2,15,0,71,TD
95132,4062,664530,DET,4,KOFF,2,3,54,20,8,4,0,2,0,-1,1,23,7,5,0,0,22,INT
95133,4062,664538,ARI,4,INT,2,0,5,96,1,1,1,0,0,4,1,0,0,0,0,0,4,TD
95134,4062,664541,DET,5,KOFF,2,5,20,33,9,4,1,1,0,17,4,16,5,2,5,14,24,PUNT
95135,4062,664553,ARI,5,PUNT,2,2,25,1,5,4,2,1,0,50,4,49,1,1,0,0,99,TD
95136,4062,664560,DET,6,KOFF,2,0,16,20,3,0,0,1,0,0,0,6,3,1,0,5,1,FUM
95137,4062,664564,ARI,6,FUM,2,0,47,78,3,1,0,1,1,0,0,22,3,2,0,15,22,TD
95138,4062,664569,DET,7,KOFF,2,1,29,20,5,2,0,1,0,0,0,24,5,4,0,0,24,PUNT
95139,4062,664575,ARI,7,PUNT,2,0,39,16,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
95140,4062,664577,ARI,8,KOFF,3,1,58,20,3,0,0,0,0,-1,1,15,2,1,0,5,9,PUNT
95141,4062,664582,DET,8,PUNT,3,2,48,38,6,2,0,1,0,7,2,10,4,1,0,0,17,INT
95142,4062,664588,ARI,9,INT,3,3,47,68,5,4,1,2,0,17,2,30,3,3,0,15,32,TD
95143,4062,664597,DET,9,KOFF,3,5,31,20,9,3,0,2,0,9,2,47,7,5,0,15,41,PUNT
95144,4062,664609,ARI,10,PUNT,3,1,52,13,3,1,0,0,0,1,2,8,1,1,0,0,9,PUNT
95145,4062,664613,DET,10,PUNT,4,2,13,18,10,4,0,4,0,0,0,60,9,4,0,0,60,FG
95146,4062,664624,ARI,11,KOFF,4,1,31,20,3,3,1,1,0,70,2,10,1,1,0,0,80,TD
95147,4062,664629,DET,11,KOFF,4,0,54,34,4,1,0,1,0,0,0,11,4,1,0,0,11,INT
95148,4062,664633,ARI,12,INT,4,1,40,42,4,1,1,0,0,15,2,0,2,0,0,0,15,PUNT
95149,4062,664638,DET,12,PUNT,4,0,55,12,3,1,0,0,0,0,0,7,3,1,0,0,7,PUNT
95150,4062,664642,ARI,13,PUNT,4,1,32,33,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
95151,4062,664646,DET,13,PUNT,4,3,50,14,15,8,0,5,2,0,0,66,15,10,20,0,86,TD
95152,4062,664665,ARI,14,KOFF,4,1,29,5,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
95153,4063,664669,DAL,1,KOFF,1,1,2,20,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
95154,4063,664673,NE,1,PUNT,1,1,20,32,4,1,0,1,0,0,0,12,4,1,15,0,27,PUNT
95155,4063,664678,DAL,2,PUNT,1,2,15,13,3,1,0,0,0,7,2,-9,1,0,0,0,-2,PUNT
95156,4063,664682,NE,2,PUNT,1,2,4,55,5,1,0,1,0,5,1,9,3,2,0,0,14,FG
95157,4063,664688,DAL,3,KOFF,1,6,33,20,10,4,1,1,1,20,5,17,4,3,10,0,47,FG
95158,4063,664702,NE,3,KOFF,1,2,40,20,5,4,1,0,0,23,5,0,0,0,5,0,28,PUNT
95159,4063,664708,DAL,4,PUNT,2,1,30,20,3,1,0,0,0,3,1,6,2,1,0,0,9,PUNT
95160,4063,664712,NE,4,PUNT,2,3,57,18,5,2,1,0,0,6,1,9,4,2,0,10,7,PUNT
95161,4063,664719,DAL,5,PUNT,2,2,42,13,3,0,0,0,0,1,1,9,2,2,0,5,5,PUNT
95162,4063,664724,NE,5,PUNT,2,2,18,45,7,6,2,2,0,14,2,36,5,4,5,0,55,TD
95163,4063,664734,DAL,6,KOFF,2,1,39,14,3,1,0,0,0,1,1,4,2,1,0,0,5,PUNT
95164,4063,664738,NE,6,PUNT,2,0,48,38,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
95165,4063,664742,DAL,7,PUNT,2,0,19,13,3,0,0,0,0,7,1,-8,2,0,0,0,-1,PUNT
95166,4063,664746,NE,7,PUNT,2,0,50,45,4,1,0,1,0,0,0,16,3,1,0,0,16,FG
95167,4063,664751,DAL,8,KOFF,2,0,3,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
95168,4063,664753,NE,8,KOFF,3,5,12,20,9,7,1,4,1,17,5,68,4,4,5,10,80,TD
95169,4063,664765,DAL,9,KOFF,3,8,31,20,15,8,2,3,0,37,8,38,6,5,5,5,75,FG
95170,4063,664783,NE,9,KOFF,3,3,19,20,5,3,0,2,0,2,1,88,4,4,0,10,80,TD
95171,4063,664791,DAL,10,KOFF,4,1,55,20,4,1,0,2,0,4,1,29,3,3,0,10,23,FUM
95172,4063,664796,NE,10,FUM,4,1,21,64,4,0,0,0,1,0,1,9,3,2,0,0,9,DWNS
95173,4063,664800,DAL,11,DWNS,4,3,22,27,7,2,1,1,0,8,1,20,6,4,0,0,28,INT
95174,4063,664807,NE,11,INT,4,1,39,47,5,2,1,0,0,42,4,0,0,0,0,5,37,FG
95175,4063,664814,DAL,12,KOFF,4,3,21,20,13,6,1,4,0,11,1,58,12,7,5,0,74,DWNS
95176,4063,664828,NE,12,DWNS,4,1,20,6,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
95177,4064,664831,OAK,1,KOFF,1,3,54,18,6,2,1,1,0,12,2,17,4,3,0,10,19,PUNT
95178,4064,664839,DEN,1,PUNT,1,1,29,12,3,0,0,0,0,10,1,-2,2,1,0,0,8,PUNT
95179,4064,664843,OAK,2,PUNT,1,6,54,36,12,5,1,1,1,15,7,29,4,2,5,5,44,BLFG
95180,4064,664857,DEN,2,BLFG,1,3,24,28,8,3,0,2,0,4,2,61,5,3,0,0,65,FG
95181,4064,664866,OAK,3,KOFF,2,4,42,20,8,4,0,4,0,9,4,71,4,4,0,0,80,TD
95182,4064,664876,DEN,3,KOFF,2,3,28,28,6,2,0,2,0,-1,1,27,5,3,5,0,31,PUNT
95183,4064,664884,OAK,4,PUNT,2,2,45,20,5,1,0,1,0,6,2,13,3,2,0,5,19,PUNT
95184,4064,664891,DEN,4,PUNT,2,3,6,9,10,7,1,3,0,2,1,80,9,6,0,0,82,INT
95185,4064,664901,OAK,5,INT,2,0,18,7,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
95186,4064,664903,DEN,5,KOFF,3,1,34,33,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
95187,4064,664907,OAK,6,PUNT,3,0,5,23,1,0,0,1,0,0,0,-7,1,0,0,0,-7,FUM
95188,4064,664908,DEN,6,FUM,3,1,56,84,5,1,0,1,1,2,2,12,2,1,0,0,14,FG
95189,4064,664914,OAK,7,KOFF,3,1,36,20,3,0,0,0,0,7,2,0,1,0,0,0,7,PUNT
95190,4064,664918,DEN,7,PUNT,3,3,20,23,6,2,0,2,0,0,0,43,5,4,0,0,43,FG
95191,4064,664925,OAK,8,KOFF,3,2,23,20,6,1,0,1,0,1,2,19,4,1,0,0,20,PUNT
95192,4064,664932,DEN,8,PUNT,3,1,18,15,4,1,0,1,0,0,0,19,4,2,5,0,24,INT
95193,4064,664937,OAK,9,INT,3,2,52,37,6,2,0,2,1,4,1,22,4,3,15,0,41,MFG
95194,4064,664943,DEN,9,MFG,4,3,58,30,7,4,1,0,1,17,4,4,3,1,11,15,17,PUNT
95195,4064,664952,OAK,10,PUNT,4,4,5,11,9,4,0,2,0,7,3,36,6,4,15,0,58,INT
95196,4064,664963,OAK,11,KOFF,4,4,23,20,13,4,1,2,0,5,1,23,12,7,5,0,33,DWNS
95197,4064,664977,DEN,10,DWNS,4,0,38,47,3,0,0,0,0,-1,2,10,1,1,0,0,9,PUNT
95198,4064,664981,OAK,12,PUNT,4,0,13,20,1,0,0,0,0,0,0,0,0,0,48,0,48,FG
95199,4064,664984,DEN,11,KOFF,4,1,39,51,3,0,0,0,0,4,3,0,0,0,0,0,4,PUNT
95200,4065,664989,SF,1,KOFF,1,3,41,20,8,5,1,1,0,16,5,39,2,2,0,0,55,FG
95201,4065,664998,NYG,1,KOFF,1,4,57,20,9,6,1,1,0,15,5,61,3,3,0,0,76,FG
95202,4065,665008,SF,2,KOFF,1,3,20,19,6,1,1,0,0,10,3,1,3,1,0,0,11,PUNT
95203,4065,665015,NYG,2,PUNT,1,5,47,19,14,7,1,5,0,13,4,63,10,8,5,0,81,TD
95204,4065,665032,SF,3,KOFF,2,4,13,20,6,2,0,1,0,-6,2,19,4,4,0,0,13,PUNT
95205,4065,665039,NYG,3,PUNT,2,4,5,34,10,6,1,2,0,6,1,37,8,5,0,0,43,FG
95206,4065,665050,SF,4,KOFF,2,2,56,20,11,6,1,2,0,15,1,56,9,5,5,0,76,FG
95207,4065,665063,NYG,4,KOFF,2,0,56,20,7,5,0,4,0,0,0,66,7,5,0,0,66,INT
95208,4065,665070,SF,5,INT,2,0,5,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
95209,4065,665072,NYG,5,KOFF,3,2,4,20,5,1,0,1,0,4,2,24,3,1,5,0,33,PUNT
95210,4065,665079,SF,6,PUNT,3,4,56,12,10,7,2,2,0,44,6,44,4,3,0,0,88,TD
95211,4065,665091,NYG,6,KOFF,3,2,9,20,4,0,0,0,0,6,2,11,2,2,0,10,7,PUNT
95212,4065,665096,SF,7,PUNT,3,1,21,34,3,0,0,0,0,0,0,4,3,1,0,10,-6,PUNT
95213,4065,665101,NYG,7,PUNT,3,3,16,39,7,7,1,3,0,7,1,54,6,6,0,0,61,TD
95214,4065,665110,SF,8,KOFF,3,4,25,20,11,7,1,3,1,19,5,33,6,4,28,0,80,TD
95215,4065,665124,NYG,8,KOFF,4,7,20,21,14,10,1,3,0,22,5,62,8,7,0,10,74,FG
95216,4065,665140,SF,9,KOFF,4,2,44,20,7,5,2,2,0,27,4,51,3,2,2,0,80,TD
95217,4065,665150,NYG,9,KOFF,4,1,24,18,8,5,1,4,0,11,1,63,7,4,8,0,82,TD
95218,4065,665161,SF,10,KOFF,4,0,21,22,3,0,0,0,0,0,0,9,3,1,0,0,9,ENDQ
95219,4066,665165,PIT,1,KOFF,1,2,48,20,5,2,0,1,0,7,3,26,2,1,0,0,33,PUNT
95220,4066,665171,SD,1,PUNT,1,2,22,16,5,5,0,4,0,4,1,65,4,4,15,0,84,TD
95221,4066,665178,PIT,2,KOFF,1,3,16,20,6,2,1,0,0,16,4,-2,2,0,0,0,14,PUNT
95222,4066,665185,SD,2,PUNT,1,2,46,24,3,0,0,0,0,1,1,11,2,2,0,10,2,PUNT
95223,4066,665190,PIT,3,PUNT,1,3,42,13,6,1,0,1,0,10,2,46,4,3,0,10,46,PUNT
95224,4066,665198,SD,3,PUNT,1,1,42,26,3,1,0,0,0,0,0,17,3,2,0,10,7,PUNT
95225,4066,665203,PIT,4,PUNT,2,1,34,21,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
95226,4066,665207,SD,4,PUNT,2,1,48,10,3,0,0,0,0,2,1,11,2,1,0,5,8,PUNT
95227,4066,665212,PIT,5,PUNT,2,5,38,24,9,4,3,0,0,37,6,10,2,2,0,0,47,FG
95228,4066,665222,SD,5,KOFF,2,1,48,20,3,0,0,0,0,2,1,-7,2,0,0,0,-5,PUNT
95229,4066,665226,PIT,6,PUNT,2,1,10,26,5,1,1,0,0,35,2,-2,3,1,0,0,33,PUNT
95230,4066,665232,SD,6,PUNT,2,1,24,7,9,4,0,3,0,1,1,50,7,6,0,0,51,MFG
95231,4066,665241,PIT,7,MFG,2,0,2,50,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
95232,4066,665243,SD,7,KOFF,3,2,0,22,5,3,1,1,0,14,4,12,1,1,0,0,26,FUM
95233,4066,665248,PIT,8,FUM,3,2,6,52,3,0,0,0,1,6,3,0,0,0,0,0,6,PUNT
95234,4066,665252,SD,8,PUNT,3,2,6,4,4,1,0,1,0,2,1,6,3,1,0,0,8,PUNT
95235,4066,665257,PIT,9,PUNT,3,1,48,42,3,0,0,0,0,0,0,0,3,1,0,0,0,PUNT
95236,4066,665261,SD,9,PUNT,3,3,39,5,9,4,0,3,0,2,1,47,8,5,0,0,49,INT
95237,4066,665272,SD,10,KOFF,3,3,32,20,8,5,0,3,0,4,1,54,6,4,0,0,58,FG
95238,4066,665281,PIT,10,KOFF,4,1,17,23,3,1,0,0,0,4,1,0,2,0,0,0,4,PUNT
95239,4066,665285,SD,11,PUNT,4,5,30,40,8,5,1,3,0,10,4,54,4,3,16,20,60,TD
95240,4066,665299,PIT,11,KOFF,4,0,20,28,1,1,0,1,0,0,0,72,1,1,0,0,72,TD
95241,4066,665302,SD,12,KOFF,4,4,46,20,12,6,1,2,0,10,3,34,8,6,0,0,44,FG
95242,4066,665315,PIT,12,KOFF,4,2,56,20,12,8,3,2,0,36,4,44,8,4,0,0,80,TD
95243,4067,665329,NO,1,KOFF,1,5,16,20,12,9,2,3,0,16,5,64,7,5,0,0,80,TD
95244,4067,665343,ATL,1,KOFF,1,3,36,27,6,2,0,1,0,3,2,46,4,3,0,10,39,DWNS
95245,4067,665350,NO,2,DWNS,1,1,47,39,3,1,0,0,0,7,3,0,0,0,0,0,7,PUNT
95246,4067,665354,ATL,2,PUNT,1,2,15,20,3,1,0,0,0,1,1,-5,2,1,0,0,-4,BLPU
95247,4067,665360,ATL,3,KOFF,1,2,54,20,9,7,1,4,0,24,2,56,7,5,0,0,80,TD
95248,4067,665371,NO,3,KOFF,2,3,54,20,7,3,0,2,0,-6,2,29,5,4,0,0,23,PUNT
95249,4067,665379,ATL,4,PUNT,2,2,59,30,7,6,2,2,0,35,4,26,3,3,0,0,61,FUM
95250,4067,665386,NO,4,FUM,2,1,50,9,3,1,0,0,1,1,2,8,1,1,0,0,9,PUNT
95251,4067,665390,ATL,5,PUNT,2,3,35,26,8,4,3,2,0,32,4,33,4,3,0,5,60,FUM
95252,4067,665399,NO,5,FUM,2,1,38,17,9,3,0,3,1,0,0,55,8,6,0,5,50,MFG
95253,4067,665409,ATL,6,MFG,2,0,16,41,3,2,0,0,0,5,1,9,2,1,0,0,14,ENDQ
95254,4067,665413,ATL,7,KOFF,3,2,46,20,6,3,0,1,0,5,1,21,5,4,0,10,16,PUNT
95255,4067,665421,NO,6,PUNT,3,4,55,31,11,3,0,3,0,10,3,46,7,5,0,0,56,FG
95256,4067,665433,ATL,8,KOFF,3,0,37,20,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
95257,4067,665437,NO,7,PUNT,3,4,19,37,10,6,1,3,0,10,3,51,7,5,2,0,63,TD
95258,4067,665450,ATL,9,KOFF,3,4,16,20,10,7,3,1,0,43,5,32,5,3,5,0,80,TD
95259,4067,665463,NO,8,KOFF,4,5,5,20,11,7,3,2,0,25,6,51,5,4,4,0,80,TD
95260,4067,665476,ATL,10,KOFF,4,1,41,20,3,0,0,0,0,0,0,-16,3,0,0,0,-16,PUNT
95261,4067,665480,NO,9,PUNT,4,2,24,58,5,1,1,0,0,12,4,0,0,0,0,0,12,MFG
95262,4067,665485,ATL,11,MFG,4,2,29,38,11,7,0,4,0,0,0,62,11,7,0,0,62,TD
95263,4067,665498,NO,10,KOFF,4,1,4,54,3,0,0,0,0,7,3,0,0,0,0,5,7,PUNT
95264,4067,665503,ATL,12,PUNT,4,0,7,17,1,0,0,1,0,0,0,-1,1,0,0,0,-1,FUM
95265,4067,665504,NO,11,FUM,4,0,17,84,1,0,0,0,1,-1,1,0,0,0,0,0,-1,ENDQ
95266,4068,665506,WAS,1,KOFF,1,1,39,13,3,0,0,0,0,3,1,6,2,1,0,0,9,PUNT
95267,4068,665510,NYJ,1,PUNT,1,0,7,25,1,0,0,1,0,0,0,11,1,1,0,0,11,FUM
95268,4068,665511,WAS,2,FUM,1,3,45,63,7,5,0,4,1,6,3,31,4,4,0,0,37,TD
95269,4068,665520,NYJ,2,KOFF,1,6,1,17,11,7,2,3,0,14,8,69,3,3,0,0,83,TD
95270,4068,665533,WAS,3,KOFF,1,2,58,16,6,2,0,1,0,-2,1,32,5,3,0,0,30,PUNT
95271,4068,665540,NYJ,3,PUNT,1,3,55,9,8,2,2,0,0,64,5,10,2,1,0,0,74,FG
95272,4068,665549,WAS,4,KOFF,2,1,28,20,3,0,0,0,0,0,0,1,3,1,0,0,1,PUNT
95273,4068,665553,NYJ,4,PUNT,2,1,27,37,3,0,0,0,0,2,1,1,2,1,0,0,3,PUNT
95274,4068,665557,WAS,5,PUNT,2,3,31,11,6,2,0,1,0,9,3,-1,3,2,0,0,8,PUNT
95275,4068,665564,NYJ,5,PUNT,2,0,7,42,1,0,0,1,0,0,0,13,1,1,0,0,13,FUM
95276,4068,665565,WAS,6,FUM,2,2,45,45,7,2,0,1,1,4,2,15,4,2,0,0,19,FG
95277,4068,665573,NYJ,6,KOFF,2,1,41,20,6,4,0,2,0,4,1,32,5,3,0,0,36,INT
95278,4068,665579,WAS,7,INT,2,0,36,48,6,4,0,2,0,8,1,32,4,3,0,0,40,FG
95279,4068,665587,NYJ,7,KOFF,3,4,0,32,7,4,1,1,0,15,4,32,2,2,0,0,47,FG
95280,4068,665595,WAS,8,KOFF,3,0,50,21,2,0,0,0,0,2,1,0,1,0,0,0,2,INT
95281,4068,665597,NYJ,8,INT,3,0,8,82,1,1,1,0,0,18,1,0,0,0,0,0,18,TD
95282,4068,665600,WAS,9,KOFF,3,1,13,23,3,0,0,0,0,5,1,0,2,0,0,0,5,PUNT
95283,4068,665604,NYJ,9,PUNT,3,2,56,24,6,4,1,2,0,24,2,52,4,3,0,0,76,TD
95284,4068,665612,WAS,10,KOFF,3,2,36,20,6,2,1,0,0,1,2,9,4,2,0,0,10,INT
95285,4068,665618,NYJ,10,INT,3,3,59,27,9,5,1,3,0,40,4,33,5,4,0,0,73,TD
95286,4068,665629,WAS,11,KOFF,4,0,35,24,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
95287,4068,665633,NYJ,11,PUNT,4,2,49,49,6,1,1,0,0,20,4,0,1,0,0,0,20,MFG
95288,4068,665639,WAS,12,MFG,4,5,27,39,12,6,0,3,0,-2,2,66,10,7,5,10,59,DWNS
95289,4068,665654,NYJ,12,DWNS,4,1,31,2,3,0,0,0,0,4,3,0,0,0,0,0,4,BLPU
95290,4068,665660,NYJ,13,BLPU,4,3,56,34,8,3,1,0,1,16,8,0,0,0,5,0,21,ENDQ
95291,4069,665670,ARI,1,KOFF,1,2,26,23,4,2,0,1,0,7,2,45,2,1,0,15,45,PUNT
95292,4069,665675,PIT,1,PUNT,1,1,20,18,3,0,0,0,0,0,1,-2,2,1,0,0,-2,PUNT
95293,4069,665679,ARI,2,PUNT,1,2,57,53,6,4,0,2,0,6,2,41,4,3,0,0,47,TD
95294,4069,665687,PIT,2,KOFF,1,2,59,7,4,1,0,0,1,4,3,-5,1,0,15,0,14,PUNT
95295,4069,665693,ARI,3,PUNT,1,0,6,40,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
95296,4069,665694,PIT,3,INT,1,1,38,48,3,1,0,0,0,7,2,1,1,1,0,0,8,PUNT
95297,4069,665698,ARI,4,PUNT,1,4,29,2,9,5,2,1,0,27,5,23,4,2,0,0,50,PUNT
95298,4069,665708,PIT,4,PUNT,2,2,6,20,5,2,1,0,0,23,4,0,1,0,0,0,23,PUNT
95299,4069,665714,ARI,5,PUNT,2,2,41,33,6,2,0,1,0,4,1,49,4,2,0,15,38,MFG
95300,4069,665721,PIT,5,MFG,2,3,12,37,5,2,1,0,0,24,4,0,0,0,20,10,34,FG
95301,4069,665729,ARI,6,KOFF,2,5,19,19,13,5,0,4,0,3,3,75,9,6,0,10,68,FG
95302,4069,665744,PIT,6,KOFF,2,0,34,14,3,1,0,0,0,0,0,7,3,1,0,0,7,PUNT
95303,4069,665748,ARI,7,PUNT,2,0,13,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
95304,4069,665750,PIT,7,KOFF,3,3,46,39,7,3,2,0,0,31,5,0,1,0,0,0,31,FG
95305,4069,665758,ARI,8,KOFF,3,0,53,23,2,1,0,1,0,4,1,5,1,1,0,0,9,FUM
95306,4069,665760,PIT,8,FUM,3,1,36,68,5,2,1,1,1,24,2,8,2,1,0,0,32,TD
95307,4069,665766,ARI,9,KOFF,3,2,45,30,4,1,0,1,0,2,1,4,3,1,0,11,-5,PUNT
95308,4069,665773,PIT,9,PUNT,3,3,28,41,7,2,0,1,0,0,2,31,4,2,0,5,26,FG
95309,4069,665782,ARI,10,KOFF,3,2,36,18,6,3,0,2,0,-2,1,63,4,3,0,0,61,FG
95310,4069,665789,PIT,10,KOFF,4,7,37,22,13,8,1,3,0,27,7,41,5,4,0,0,68,FG
95311,4069,665803,ARI,11,KOFF,4,4,59,21,8,4,0,3,1,5,3,43,5,4,21,0,59,INT
95312,4069,665813,PIT,11,INT,4,0,22,10,2,1,0,1,0,2,1,88,1,1,15,0,90,TD
95313,4069,665817,ARI,12,KOFF,4,1,45,20,9,5,0,3,0,0,0,66,9,6,5,0,71,DWNS
95314,4069,665827,PIT,12,DWNS,4,0,13,9,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
95315,4070,665829,MIN,1,KOFF,1,4,15,14,9,3,0,2,0,8,4,63,5,2,0,0,71,INT
95316,4070,665838,KC,1,INT,1,1,5,4,3,0,0,0,0,0,0,-2,3,1,0,0,-2,PUNT
95317,4070,665842,MIN,2,PUNT,1,4,0,46,9,3,0,2,0,-7,3,55,5,3,0,0,48,FG
95318,4070,665852,KC,2,KOFF,1,4,33,20,6,3,0,1,0,14,4,-1,2,1,15,10,18,PUNT
95319,4070,665861,MIN,3,PUNT,1,2,37,19,5,2,0,1,0,-2,2,30,3,3,0,0,28,PUNT
