uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
93474,3990,652368,PIT,1,KOFF,1,5,20,20,9,5,3,1,0,39,4,25,4,3,0,10,54,MFG
93475,3990,652378,NE,1,MFG,1,1,59,34,6,3,0,2,0,0,0,38,6,3,0,15,23,PUNT
93476,3990,652385,PIT,2,PUNT,1,4,27,7,6,2,0,1,0,5,2,24,4,3,0,5,24,PUNT
93477,3990,652393,NE,2,PUNT,1,7,3,10,13,9,2,4,0,19,6,81,7,7,0,10,90,TD
93478,3990,652409,PIT,3,KOFF,2,2,33,20,7,2,0,1,0,9,3,43,3,1,0,0,52,MFG
93479,3990,652416,NE,3,MFG,2,4,37,36,9,6,1,4,0,11,4,53,5,5,0,0,64,TD
93480,3990,652427,PIT,4,KOFF,2,3,58,17,11,6,0,2,0,7,2,60,8,5,0,10,57,FG
93481,3990,652440,NE,4,KOFF,2,0,3,20,1,0,0,0,0,-2,1,0,0,0,0,0,-2,ENDQ
93482,3990,652442,NE,5,KOFF,3,4,23,20,9,7,1,4,1,25,5,27,4,4,28,0,80,TD
93483,3990,652454,PIT,5,KOFF,3,3,54,20,8,7,3,1,0,47,6,33,1,1,0,0,80,TD
93484,3990,652463,NE,6,KOFF,3,2,28,20,4,2,1,0,0,13,1,0,3,2,0,0,13,PUNT
93485,3990,652468,PIT,6,PUNT,3,7,36,27,13,6,1,3,0,20,7,47,5,4,4,4,67,FG
93486,3990,652484,NE,7,KOFF,4,2,19,21,7,4,0,3,0,5,2,72,5,3,5,0,79,TD
93487,3990,652493,PIT,7,KOFF,4,0,51,20,3,1,0,0,0,7,1,0,2,0,0,0,7,PUNT
93488,3990,652497,NE,8,PUNT,4,1,0,26,3,0,0,0,0,-2,1,0,2,0,0,0,-2,PUNT
93489,3990,652502,PIT,8,PUNT,4,0,29,36,2,1,0,1,0,0,0,18,2,1,0,0,18,INT
93490,3990,652504,NE,9,INT,4,4,1,7,6,3,0,1,0,11,4,10,2,1,5,0,26,PUNT
93491,3990,652512,PIT,9,PUNT,4,2,59,30,12,7,0,5,0,0,0,80,12,8,0,10,70,TD
93492,3991,652528,CHI,1,KOFF,1,5,32,20,11,6,2,1,0,33,4,42,6,4,0,5,70,FG
93493,3991,652541,GB,1,KOFF,1,1,33,39,3,1,0,0,0,7,2,0,1,0,0,0,7,PUNT
93494,3991,652545,CHI,2,PUNT,1,2,30,20,5,1,0,1,0,2,2,-1,3,1,0,0,1,PUNT
93495,3991,652551,GB,2,PUNT,1,4,42,23,10,8,2,3,0,23,4,54,6,5,0,0,77,TD
93496,3991,652563,CHI,3,KOFF,1,7,54,20,15,9,4,1,1,62,10,4,5,1,14,0,80,TD
93497,3991,652584,GB,3,KOFF,2,5,17,20,10,5,0,3,0,9,3,72,6,5,0,20,61,FG
93498,3991,652597,CHI,4,KOFF,2,2,24,21,12,6,2,1,0,33,5,14,6,2,0,0,47,FG
93499,3991,652610,GB,4,KOFF,2,0,8,21,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93500,3991,652612,GB,5,KOFF,3,3,4,41,6,5,2,2,0,26,2,33,4,4,0,0,59,TD
93501,3991,652620,CHI,5,KOFF,3,6,59,18,12,4,1,2,0,37,8,24,3,2,5,10,56,FG
93502,3991,652634,GB,6,KOFF,3,9,31,22,16,8,4,2,0,59,12,24,4,3,5,10,78,TD
93503,3991,652655,CHI,6,KOFF,4,2,48,20,9,4,1,2,0,14,2,64,7,3,0,0,78,DWNS
93504,3991,652664,GB,7,DWNS,4,1,33,2,3,1,0,0,0,1,1,6,2,1,0,0,7,PUNT
93505,3991,652668,CHI,7,PUNT,4,2,24,59,4,2,0,1,0,8,2,9,2,1,10,5,12,INT
93506,3991,652673,GB,8,INT,4,1,46,52,4,2,2,0,1,9,4,0,0,0,39,0,48,TD
93507,3991,652681,CHI,8,KOFF,4,1,22,28,6,3,0,3,0,0,0,57,6,4,15,0,72,TD
93508,3991,652689,GB,9,KOFF,4,0,33,54,1,0,0,0,0,0,1,0,0,0,0,0,0,ENDQ
93509,3992,652691,KC,1,KOFF,1,3,46,20,7,4,1,1,0,10,3,22,4,2,5,0,37,PUNT
93510,3992,652700,HOU,1,PUNT,1,0,10,7,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
93511,3992,652701,KC,2,INT,1,0,42,87,2,1,0,1,0,3,1,10,1,1,0,0,13,TD
93512,3992,652705,HOU,2,KOFF,1,1,42,20,6,2,1,1,0,14,2,19,4,1,0,0,33,PUNT
93513,3992,652712,KC,3,PUNT,1,4,12,17,8,6,1,3,0,6,3,77,5,4,0,0,83,TD
93514,3992,652722,HOU,3,KOFF,1,3,42,20,8,6,1,4,0,21,3,59,5,5,0,0,80,TD
93515,3992,652732,KC,4,KOFF,1,5,20,25,10,5,1,3,0,21,3,45,6,5,0,0,66,FG
93516,3992,652743,HOU,4,KOFF,2,1,34,20,3,0,0,0,0,3,2,0,1,0,0,0,3,PUNT
93517,3992,652747,KC,5,PUNT,2,2,32,48,5,1,0,1,0,-1,1,23,3,2,0,0,22,FG
93518,3992,652753,HOU,5,KOFF,2,1,19,20,3,0,0,1,0,0,0,-13,3,1,0,0,-13,FUM
93519,3992,652756,KC,6,FUM,2,0,6,93,1,1,0,1,1,0,0,7,1,1,0,0,7,TD
93520,3992,652759,HOU,6,KOFF,2,0,57,20,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
93521,3992,652763,KC,7,PUNT,2,1,32,53,3,0,0,0,0,-1,2,0,1,0,0,0,-1,PUNT
93522,3992,652767,HOU,7,PUNT,2,2,17,20,11,6,1,3,0,11,3,53,7,4,0,0,64,FG
93523,3992,652779,KC,8,KOFF,2,0,9,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93524,3992,652781,HOU,8,KOFF,3,1,24,20,4,2,0,1,0,7,1,16,3,1,0,0,23,PUNT
93525,3992,652786,KC,9,PUNT,3,1,50,20,3,1,0,0,0,0,2,9,1,1,0,0,9,PUNT
93526,3992,652790,HOU,9,PUNT,3,0,59,18,3,0,0,0,0,2,1,0,2,0,0,0,2,PUNT
93527,3992,652794,KC,10,PUNT,3,2,33,48,6,1,1,0,0,10,3,0,3,0,5,0,15,PUNT
93528,3992,652802,HOU,10,PUNT,3,2,11,20,7,5,1,2,0,17,3,52,4,3,0,0,69,DWNS
93529,3992,652809,KC,11,DWNS,3,2,58,11,5,2,2,0,0,24,2,1,3,1,0,0,25,PUNT
93530,3992,652815,HOU,11,PUNT,3,3,20,11,5,3,0,1,0,2,1,21,4,3,0,5,18,PUNT
93531,3992,652822,KC,12,PUNT,4,4,53,29,7,2,1,1,0,12,4,22,3,2,0,10,24,PUNT
93532,3992,652831,HOU,12,PUNT,4,1,39,7,5,2,1,0,0,14,3,0,2,0,0,12,2,PUNT
93533,3992,652837,KC,13,PUNT,4,2,3,59,4,2,0,0,0,3,1,6,2,2,0,0,9,MFG
93534,3992,652841,HOU,13,MFG,4,2,3,41,7,5,0,3,1,0,0,44,6,5,15,0,59,TD
93535,3992,652850,KC,14,KOFF,4,1,20,20,6,2,0,1,0,13,4,11,2,1,0,0,24,PUNT
93536,3992,652857,HOU,14,PUNT,4,1,25,23,10,4,1,2,0,6,1,47,8,3,0,5,48,FG
93537,3992,652869,KC,15,KOFF,4,1,22,50,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
93538,3993,652872,NYJ,1,KOFF,1,3,24,20,6,1,0,1,0,7,3,27,3,2,0,0,34,PUNT
93539,3993,652879,CLE,1,PUNT,1,9,59,9,17,9,3,2,0,41,9,49,8,5,5,20,90,FUM
93540,3993,652898,NYJ,2,FUM,1,2,22,35,5,1,1,0,1,15,5,0,0,0,5,0,20,DWNS
93541,3993,652904,CLE,2,DWNS,2,3,14,45,5,3,0,2,0,3,3,67,2,2,0,30,-45,TD
93542,3993,652914,NYJ,3,KOFF,2,1,20,20,6,3,1,2,0,10,1,52,5,2,0,10,80,TD
93543,3993,652922,CLE,3,KOFF,2,2,22,20,3,0,0,0,0,8,3,0,0,0,0,10,-2,PUNT
93544,3993,652927,NYJ,4,PUNT,2,1,25,23,3,0,0,0,0,3,2,0,1,0,0,0,3,PUNT
93545,3993,652931,CLE,4,PUNT,2,3,8,65,8,3,0,2,0,7,3,26,4,2,0,5,28,FG
93546,3993,652941,NYJ,5,KOFF,2,2,20,28,9,8,1,4,0,7,1,65,8,7,0,0,72,TD
93547,3993,652952,CLE,5,KOFF,2,0,26,20,1,1,0,0,0,8,1,0,0,0,0,0,8,ENDQ
93548,3993,652954,CLE,6,KOFF,3,4,18,9,8,3,1,1,0,18,4,15,4,2,0,5,28,INT
93549,3993,652963,NYJ,6,INT,3,2,51,72,6,5,0,2,0,10,4,18,2,2,15,0,28,TD
93550,3993,652971,CLE,7,KOFF,3,1,21,20,3,1,0,0,0,-1,1,8,2,1,0,0,7,PUNT
93551,3993,652975,NYJ,7,PUNT,3,6,1,24,11,6,2,1,0,43,7,17,3,2,0,0,60,FG
93552,3993,652987,CLE,8,KOFF,3,2,40,20,6,1,0,2,1,2,2,7,4,1,15,10,4,FUM
93553,3993,652995,NYJ,8,FUM,4,2,11,81,4,3,2,0,1,19,4,0,0,0,0,0,19,TD
93554,3993,653001,CLE,9,KOFF,4,1,30,20,5,3,1,2,0,14,1,18,4,2,0,0,32,FUM
93555,3993,653006,NYJ,9,FUM,4,1,33,48,3,1,0,0,1,0,2,0,1,0,0,0,0,PUNT
93556,3993,653010,CLE,10,PUNT,4,2,42,20,8,2,0,1,0,4,1,27,7,3,0,0,31,DWNS
93557,3993,653018,NYJ,10,DWNS,4,4,53,49,8,4,2,0,0,40,7,0,1,0,0,0,40,ENDQ
93558,3994,653027,IND,1,KOFF,1,3,45,20,7,4,1,1,0,13,3,19,4,2,0,15,17,PUNT
93559,3994,653037,BUF,1,PUNT,1,3,12,27,5,1,0,1,0,-6,3,26,2,2,0,0,20,PUNT
93560,3994,653043,IND,2,PUNT,1,0,51,9,4,1,0,1,0,0,0,16,4,1,0,0,16,PUNT
93561,3994,653048,BUF,2,PUNT,1,3,7,34,5,2,1,0,0,13,2,16,3,2,0,15,14,PUNT
93562,3994,653055,IND,3,PUNT,1,1,26,8,4,2,0,2,0,0,0,42,4,2,15,10,32,INT
93563,3994,653060,BUF,3,INT,1,2,39,32,5,2,0,2,0,-2,2,70,3,3,0,0,68,TD
93564,3994,653067,IND,4,KOFF,2,3,49,4,6,2,0,1,0,0,0,23,6,4,0,9,14,PUNT
93565,3994,653075,BUF,4,PUNT,2,3,22,34,7,3,1,1,0,16,4,27,2,1,0,0,43,FG
93566,3994,653083,IND,5,KOFF,2,5,7,25,11,4,1,2,0,15,4,21,6,2,5,0,41,MFG
93567,3994,653096,BUF,5,MFG,2,2,22,42,5,3,2,0,0,60,4,8,1,1,0,10,58,TD
93568,3994,653104,IND,6,KOFF,2,0,20,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93569,3994,653106,BUF,6,KOFF,3,5,26,20,11,9,2,3,0,27,7,48,4,4,15,10,80,TD
93570,3994,653119,IND,7,KOFF,3,8,40,35,19,11,1,5,0,17,7,45,11,8,3,0,65,TD
93571,3994,653140,BUF,7,KOFF,3,2,29,20,3,0,0,0,0,3,2,0,1,1,0,10,-7,PUNT
93572,3994,653145,IND,8,PUNT,4,2,4,25,3,0,0,0,0,0,0,0,3,2,0,0,0,PUNT
93573,3994,653149,BUF,8,PUNT,4,1,37,29,3,1,0,0,0,14,1,0,2,0,0,15,4,PUNT
93574,3994,653155,BUF,9,PUNT,4,1,30,74,4,0,0,0,0,-1,2,0,1,0,0,0,-1,FG
93575,3994,653160,IND,9,KOFF,4,2,18,20,10,5,1,4,0,11,1,69,8,4,0,0,80,TD
93576,3994,653171,BUF,10,KOFF,4,3,20,20,6,3,1,0,0,27,6,0,0,0,0,0,27,PUNT
93577,3994,653178,IND,10,PUNT,4,0,44,20,6,2,1,0,0,9,1,5,5,1,15,0,29,INT
93578,3994,653184,BUF,11,INT,4,1,52,57,3,0,0,0,0,-4,3,0,0,0,0,0,-4,ENDQ
93579,3995,653188,WAS,1,KOFF,1,7,21,20,12,7,1,2,1,37,7,17,4,3,4,5,53,FG
93580,3995,653203,MIA,1,KOFF,1,1,50,21,3,1,0,0,0,1,2,8,1,1,0,0,9,PUNT
93581,3995,653207,WAS,2,PUNT,1,5,22,23,10,4,0,2,0,15,5,30,4,2,5,0,50,MFG
93582,3995,653218,MIA,2,MFG,1,1,41,36,6,2,0,1,0,1,1,13,5,2,0,0,14,PUNT
93583,3995,653225,WAS,3,PUNT,2,1,37,20,3,0,0,0,0,2,2,0,1,0,0,10,-8,INT
93584,3995,653229,MIA,3,INT,2,1,31,79,4,1,0,0,0,0,1,9,3,2,0,0,9,DWNS
93585,3995,653233,WAS,4,DWNS,2,8,49,12,17,14,4,3,0,53,11,45,6,5,0,10,88,TD
93586,3995,653252,MIA,4,KOFF,2,1,22,20,9,5,0,5,0,0,0,65,9,5,15,0,80,TD
93587,3995,653263,WAS,5,KOFF,2,0,27,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93588,3995,653265,MIA,5,KOFF,3,2,41,27,7,3,0,3,0,3,1,10,6,3,0,0,13,FUM
93589,3995,653272,WAS,6,FUM,3,2,5,60,3,0,0,0,1,-2,1,0,2,2,0,0,-2,PUNT
93590,3995,653276,MIA,6,PUNT,3,2,56,13,5,3,1,0,0,7,1,16,4,3,0,5,23,PUNT
93591,3995,653283,WAS,7,PUNT,3,5,31,34,6,4,0,1,1,24,3,30,3,3,5,29,30,PUNT
93592,3995,653295,MIA,7,PUNT,3,5,13,20,10,5,3,2,0,48,4,30,5,4,3,5,76,FG
93593,3995,653308,WAS,8,KOFF,4,1,12,20,3,0,0,0,0,11,2,0,1,0,0,16,-5,PUNT
93594,3995,653315,WAS,9,KOFF,4,2,47,35,7,2,0,2,0,3,2,36,5,3,0,0,36,INT
93595,3995,653322,MIA,8,INT,4,2,35,2,6,3,0,1,0,11,3,9,3,1,0,0,20,PUNT
93596,3995,653329,WAS,10,PUNT,4,2,43,31,9,4,1,2,0,19,3,30,6,3,0,0,49,DWNS
93597,3995,653338,MIA,9,DWNS,4,2,17,20,6,2,1,1,0,3,5,22,1,1,0,0,25,ENDQ
93598,3996,653345,JAC,1,KOFF,1,1,24,20,3,0,0,0,0,4,2,0,1,0,0,0,4,PUNT
93599,3996,653349,CAR,1,PUNT,1,5,47,30,14,5,2,2,0,39,5,16,8,3,0,10,45,FG
93600,3996,653365,JAC,2,KOFF,1,1,11,20,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
93601,3996,653369,CAR,2,PUNT,1,1,13,64,4,0,0,0,0,1,1,0,2,0,0,0,1,MFG
93602,3996,653373,JAC,3,MFG,1,4,26,43,11,6,3,1,0,39,4,15,6,3,0,0,54,FG
93603,3996,653385,CAR,3,KOFF,1,1,53,20,3,2,0,0,0,9,3,0,0,0,0,0,9,PUNT
93604,3996,653389,JAC,4,PUNT,2,4,53,20,10,7,1,4,0,11,3,52,7,5,0,0,63,FUM
93605,3996,653399,CAR,4,FUM,2,1,2,17,3,2,0,1,1,0,0,15,3,2,0,0,15,INT
93606,3996,653402,JAC,5,INT,2,0,52,76,4,0,0,0,0,-2,1,0,2,0,0,0,-2,MFG
93607,3996,653406,CAR,5,MFG,2,5,27,34,12,9,1,4,0,16,5,45,7,6,5,0,66,TD
93608,3996,653421,JAC,6,KOFF,2,1,38,35,9,7,1,4,0,12,1,53,8,7,0,0,65,TD
93609,3996,653432,CAR,6,KOFF,2,0,14,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93610,3996,653434,CAR,7,KOFF,3,3,45,20,6,2,0,1,0,1,3,31,3,1,0,0,32,PUNT
93611,3996,653441,JAC,7,PUNT,3,2,14,20,4,2,0,1,0,5,2,11,2,1,0,10,6,INT
93612,3996,653448,JAC,8,KOFF,3,2,27,20,5,2,0,1,0,9,3,15,2,1,0,0,24,PUNT
93613,3996,653454,CAR,8,PUNT,3,3,54,19,6,1,0,1,0,6,3,22,3,2,0,5,23,PUNT
93614,3996,653462,JAC,9,PUNT,3,1,36,11,3,0,0,0,0,1,1,-2,2,0,0,0,-1,PUNT
93615,3996,653466,CAR,9,PUNT,3,1,15,45,3,0,0,0,0,2,1,4,2,1,0,0,6,PUNT
93616,3996,653470,JAC,10,PUNT,4,4,1,15,7,3,1,1,0,11,2,13,5,3,0,0,24,PUNT
93617,3996,653478,CAR,10,PUNT,4,8,7,7,15,6,3,1,0,39,9,25,5,3,0,0,64,FG
93618,3996,653494,JAC,11,KOFF,4,0,9,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
93619,3996,653495,CAR,11,INT,4,1,23,81,4,0,0,0,0,-6,3,0,0,0,0,0,-6,BLFG
93620,3996,653499,JAC,12,BLFG,4,1,3,32,8,1,0,1,0,0,0,12,8,2,0,0,12,DWNS
93621,3996,653507,CAR,12,DWNS,4,0,6,56,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93622,3997,653509,SEA,1,KOFF,1,8,9,20,12,6,2,1,0,19,7,26,5,4,0,5,40,PUNT
93623,3997,653523,STL,1,PUNT,1,2,20,12,3,0,0,0,0,-1,2,-9,1,1,0,0,-10,PUNT
93624,3997,653530,STL,2,KOFF,1,4,36,20,9,6,1,4,0,19,3,61,6,4,0,0,80,TD
93625,3997,653541,SEA,2,KOFF,2,3,45,19,5,2,0,0,1,9,3,0,2,1,15,5,19,INT
93626,3997,653548,STL,3,INT,2,3,39,74,6,2,1,0,0,9,3,7,2,1,5,10,11,FG
93627,3997,653557,SEA,3,KOFF,2,4,35,31,8,5,1,1,0,8,3,12,5,3,0,0,20,PUNT
93628,3997,653566,STL,4,PUNT,2,1,7,25,3,0,0,0,0,0,1,5,2,1,0,0,5,PUNT
93629,3997,653570,SEA,4,PUNT,2,1,49,35,10,6,1,2,0,10,2,48,7,5,0,0,58,FG
93630,3997,653582,STL,5,KOFF,3,1,42,16,3,1,1,1,1,-2,2,29,1,1,0,0,27,FUM
93631,3997,653585,SEA,5,FUM,3,3,38,61,7,4,1,0,1,20,4,10,2,2,0,0,30,FG
93632,3997,653593,STL,6,KOFF,3,3,30,20,6,5,3,2,1,18,4,46,2,2,16,0,80,TD
93633,3997,653602,SEA,6,KOFF,3,1,40,20,3,0,0,0,0,2,1,-4,2,0,0,0,-2,PUNT
93634,3997,653608,SEA,7,KOFF,3,1,35,20,3,0,0,0,0,2,1,4,2,1,0,0,6,PUNT
93635,3997,653612,STL,7,PUNT,3,1,43,11,3,1,0,0,0,6,2,0,1,0,0,0,6,PUNT
93636,3997,653616,SEA,8,PUNT,3,4,8,37,13,8,2,2,0,38,3,35,9,5,0,10,63,TD
93637,3997,653630,STL,8,KOFF,4,3,8,19,5,2,1,2,0,8,3,49,2,2,0,0,57,FUM
93638,3997,653635,SEA,9,FUM,4,4,10,25,10,6,2,2,1,14,4,44,5,4,0,0,58,FG
93639,3997,653646,STL,9,KOFF,4,0,7,20,1,0,0,1,0,0,0,-12,1,0,0,0,-12,FUM
93640,3997,653649,STL,10,KOFF,4,3,46,16,12,7,1,3,0,11,3,78,9,5,0,5,84,TD
93641,3997,653664,SEA,10,KOFF,4,0,53,20,5,2,0,1,0,-1,1,10,4,3,0,0,9,ENDQ
93642,3997,653670,STL,11,KOFF,5,2,54,51,6,2,0,1,0,8,3,22,2,1,0,0,30,FG
93643,3997,653677,SEA,11,KOFF,5,3,30,20,7,4,1,1,0,3,3,34,4,4,0,0,37,DWNS
93644,3998,653685,ARI,1,KOFF,1,5,14,20,9,6,1,4,0,19,3,62,6,5,9,10,80,TD
93645,3998,653697,NO,1,KOFF,1,5,51,20,11,5,2,1,0,15,6,41,4,3,5,0,61,FG
93646,3998,653710,ARI,2,KOFF,1,2,10,20,6,2,0,1,0,-1,1,19,5,2,0,0,18,PUNT
93647,3998,653717,NO,2,PUNT,1,2,38,32,6,1,0,1,0,4,2,12,4,2,0,0,16,PUNT
93648,3998,653724,ARI,3,PUNT,2,3,4,12,5,4,2,1,1,23,4,48,1,1,17,5,-12,TD
93649,3998,653733,NO,3,KOFF,2,5,49,20,12,10,2,3,1,21,4,54,8,6,5,0,80,TD
93650,3998,653748,ARI,4,KOFF,2,1,36,36,3,1,0,0,0,-1,1,8,2,1,0,0,7,PUNT
93651,3998,653752,NO,4,PUNT,2,2,31,11,5,1,0,1,0,0,0,18,5,4,0,5,13,PUNT
93652,3998,653759,ARI,5,PUNT,2,1,7,37,7,4,0,2,0,12,1,24,6,3,0,0,36,ENDQ
93653,3998,653767,NO,5,KOFF,3,2,59,25,5,1,0,1,0,2,1,69,3,3,0,0,71,FG
93654,3998,653773,ARI,6,KOFF,3,1,41,20,3,1,0,0,0,5,2,0,1,0,0,0,5,PUNT
93655,3998,653777,NO,6,PUNT,3,3,16,30,6,2,0,1,0,3,2,20,4,2,0,10,13,PUNT
93656,3998,653785,ARI,7,PUNT,3,1,46,30,5,2,1,1,0,10,1,14,4,2,4,0,28,FUM
93657,3998,653791,NO,7,FUM,3,3,3,38,5,1,0,0,2,6,2,6,3,1,5,0,17,INT
93658,3998,653797,ARI,8,INT,3,2,11,40,5,1,0,1,0,6,2,29,2,1,0,0,35,FG
93659,3998,653803,NO,8,KOFF,3,2,40,20,9,3,0,2,0,2,2,51,6,3,0,0,53,FG
93660,3998,653813,ARI,9,KOFF,4,2,36,20,5,4,2,1,1,35,4,17,1,1,28,0,80,TD
93661,3998,653822,NO,9,KOFF,4,3,3,20,7,2,0,1,0,1,1,64,5,3,0,0,65,FG
93662,3998,653830,ARI,10,KOFF,4,4,33,20,7,4,1,1,0,11,4,31,3,2,0,0,42,PUNT
93663,3998,653838,NO,10,PUNT,4,0,23,3,3,1,0,0,0,0,0,4,3,1,0,0,4,PUNT
93664,3998,653842,ARI,11,PUNT,4,0,16,43,2,1,0,1,0,2,1,55,1,1,0,0,57,TD
93665,3998,653846,NO,11,KOFF,4,1,11,20,5,1,0,1,0,0,0,15,5,2,0,0,15,DWNS
93666,3998,653851,ARI,12,DWNS,4,0,22,65,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93667,3999,653853,DET,1,KOFF,1,4,14,20,8,5,1,2,0,32,3,48,5,4,0,0,80,TD
93668,3999,653863,SD,1,KOFF,1,2,18,19,3,1,0,0,0,-2,1,-2,2,1,0,0,-4,PUNT
93669,3999,653867,DET,2,PUNT,1,1,4,47,3,0,0,0,0,4,1,0,2,0,0,0,4,PUNT
93670,3999,653871,SD,2,PUNT,1,7,2,13,13,7,2,2,0,34,6,39,6,5,0,0,73,FG
93671,3999,653885,DET,3,KOFF,1,1,22,43,3,1,0,0,0,6,1,-13,2,0,0,0,-7,PUNT
93672,3999,653889,SD,3,PUNT,2,1,32,22,3,2,0,0,0,6,1,3,2,1,0,0,9,INT
93673,3999,653894,SD,4,KOFF,2,1,33,20,3,0,0,0,0,0,0,-6,3,1,0,0,-6,PUNT
93674,3999,653898,DET,4,PUNT,2,2,6,54,4,2,0,2,0,6,2,40,2,2,0,0,46,TD
93675,3999,653904,SD,5,KOFF,2,3,47,20,7,5,1,2,1,22,5,38,2,2,20,0,80,TD
93676,3999,653914,DET,5,KOFF,2,2,2,20,4,1,1,0,1,5,2,6,2,1,15,0,26,PUNT
93677,3999,653919,SD,6,PUNT,2,2,53,17,9,5,0,3,1,7,3,67,6,4,5,5,74,INT
93678,3999,653930,DET,6,INT,2,0,7,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93679,3999,653932,SD,7,KOFF,3,5,39,20,12,6,1,3,0,7,2,66,9,7,0,0,73,FG
93680,3999,653945,DET,7,KOFF,3,1,32,20,4,2,0,1,0,0,0,42,4,2,0,0,42,INT
93681,3999,653949,SD,8,INT,3,1,2,41,3,2,1,1,0,9,2,15,1,1,0,0,24,FUM
93682,3999,653952,DET,8,FUM,3,1,32,35,3,0,0,0,1,-1,1,-3,2,1,0,0,-4,INT
93683,3999,653955,SD,9,INT,3,1,12,84,3,1,0,1,0,4,2,12,1,1,0,0,16,TD
93684,3999,653960,DET,9,KOFF,3,3,22,20,4,2,0,1,0,8,2,12,2,2,0,4,20,PUNT
93685,3999,653966,SD,10,PUNT,3,3,52,30,7,5,0,4,0,7,2,63,5,5,0,5,-30,TD
93686,3999,653976,DET,10,KOFF,4,2,58,26,6,2,1,1,0,10,3,18,3,1,5,0,33,PUNT
93687,3999,653983,SD,11,PUNT,4,6,18,14,11,7,1,4,0,3,4,93,7,7,0,10,86,TD
93688,3999,653997,DET,11,KOFF,4,1,30,17,7,6,0,5,0,0,0,83,7,6,0,0,83,TD
93689,3999,654006,SD,12,KOFF,4,1,3,53,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
93690,4000,654009,TEN,1,KOFF,1,1,50,11,5,2,0,3,1,0,1,74,4,2,15,0,89,TD
93691,4000,654016,TB,1,KOFF,1,1,22,20,3,1,0,0,0,7,2,0,1,0,0,0,7,INT
93692,4000,654021,TB,2,KOFF,1,1,32,20,3,0,0,0,0,1,2,0,1,0,0,0,1,PUNT
93693,4000,654025,TEN,2,PUNT,1,3,27,37,6,5,0,4,0,7,1,56,5,4,5,5,63,TD
93694,4000,654035,TB,3,KOFF,1,6,55,32,12,6,3,2,0,41,7,34,5,4,0,0,68,TD
93695,4000,654049,TEN,3,KOFF,2,3,11,20,3,0,0,0,0,6,2,-11,1,0,0,10,-15,PUNT
93696,4000,654055,TB,4,PUNT,2,1,54,47,4,1,0,0,0,9,4,0,0,0,0,0,9,DWNS
93697,4000,654059,TEN,4,DWNS,2,6,2,44,9,6,2,2,0,35,7,26,2,2,0,5,56,TD
93698,4000,654071,TB,5,KOFF,2,1,11,20,4,2,0,1,0,8,1,18,3,1,0,0,26,INT
93699,4000,654075,TEN,5,INT,2,1,48,68,6,5,1,2,0,13,4,19,2,2,0,0,32,TD
93700,4000,654083,TB,6,KOFF,2,0,48,20,2,1,0,1,0,0,0,18,2,1,0,5,13,ENDQ
93701,4000,654088,TB,7,KOFF,3,2,37,28,4,1,0,1,0,0,0,-7,4,1,0,10,-17,PUNT
93702,4000,654094,TEN,6,PUNT,3,4,21,46,6,5,3,0,1,27,4,14,2,2,16,10,54,TD
93703,4000,654104,TB,8,KOFF,3,2,32,20,3,0,0,0,0,4,1,0,2,1,0,10,-6,PUNT
93704,4000,654109,TEN,7,PUNT,3,4,40,30,6,2,1,1,0,23,4,7,2,1,0,0,30,PUNT
93705,4000,654116,TB,9,PUNT,3,1,1,2,3,0,0,0,0,1,2,0,1,0,0,1,0,PUNT
93706,4000,654121,TEN,8,PUNT,4,2,13,65,3,2,1,0,0,12,3,0,0,0,0,5,7,FUM
93707,4000,654125,TB,10,FUM,4,3,18,28,8,5,1,2,1,11,4,61,4,3,5,5,72,TD
93708,4000,654137,TEN,9,KOFF,4,2,15,20,3,0,0,0,0,6,3,0,0,0,0,10,-4,PUNT
93709,4000,654142,TB,11,PUNT,4,4,51,37,16,6,0,4,0,5,2,57,14,5,5,20,47,DWNS
93710,4000,654162,TEN,10,DWNS,4,1,43,16,3,0,0,0,0,-5,3,0,0,0,0,0,-5,PUNT
93711,4000,654166,TB,12,PUNT,4,0,29,40,1,1,0,0,0,5,1,0,0,0,0,0,5,ENDQ
93712,4001,654168,OAK,1,KOFF,1,1,27,20,3,0,0,0,0,2,1,3,2,1,0,0,5,PUNT
93713,4001,654172,CIN,1,PUNT,1,6,18,41,11,8,2,2,0,30,7,29,4,4,0,0,59,TD
