tid,gid,tname,pts,q1p,q2p,q3p,q4p,rfd,pfd,ifd,ry,ra,py,pa,pc,sk,ints,fum,pu,gpy,pr,pry,kr,kry,ir,iry,pen,top,td,tdr,tdp,tdt,fgm,fgat,fgy,rza,rzc,bry,bpy,srp,s1rp,s2rp,s3rp,spp,s1pp,s2pp,s3pp,lea,ley,lta,lty,lga,lgy,mda,mdy,rga,rgy,rta,rty,rea,rey,r1a,r1y,r2a,r2y,r3a,r3y,qba,qby,sla,sly,sma,smy,sra,sry,dla,dly,dma,dmy,dra,dry,wr1a,wr1y,wr3a,wr3y,tea,tey,rba,rby,sga,sgy,p1a,p1y,p2a,p2y,p3a,p3y,spc,mpc,lpc,q1ra,q1ry,q1pa,q1py,lcra,lcry,lcpa,lcpy,rzra,rzry,rzpa,rzpy,sky,lbs,dbs,sfpy,drv,npy,tb,i20,rtd,lnr,lnp,lbr,lbp,dbr,dbp,nha,s3a,s3c,l3a,l3c,stf,dp,fsp,ohp,pbep,dlp,dsp,dum,pfn,snpo,snpd
8113,4057,JAC,31,0,14,10,7,3,15,3,55,17,270,33,23,6,1,1,4,221,2,8,3,93,0,0,12,25.5,4,0,4,0,1,1,31,5,4,42,128,8,3,5,0,21,12,6,3,5,2,2,5,1,9,2,23,5,8,0,0,2,8,10,2,7,53,0,0,1,21,7,24,11,100,9,75,1,0,1,24,3,80,15,188,4,64,6,20,7,31,34,309,18,129,12,65,9,76,5,10,8,5,10,6,38,0,0,2,-1,1,2,8,41,33,0,1,254,11,136,0,2,0,9.5,2.5,16,5,8.5,6.5,7,0,0,6,2,5,0,1,1,2,0,1,0,0,59,67
8114,4057,TB,38,3,17,11,7,8,11,1,185,42,186,19,13,2,0,0,3,101,3,85,0,0,1,1,72,34.5,4,2,1,1,3,3,127,5,3,101,56,16,11,5,0,13,4,4,5,4,10,3,45,7,38,6,25,9,34,6,5,3,28,21,118,14,61,3,6,2,11,6,104,4,41,5,64,1,0,0,0,2,0,8,55,1,0,2,34,7,120,16,169,6,45,7,52,8,89,0,9,4,9,40,6,60,7,27,1,11,9,23,3,18,23,4,0.5,412,11,93,0,1,0,5.5,2,5,13,6.5,9,3,0,0,7,3,8,8,2,2,2,2,3,0,1,67,59
8115,4058,NO,17,7,0,3,7,5,14,0,97,22,292,43,26,5,1,3,6,237,1,1,4,85,2,0,78,26,2,0,2,0,1,1,21,4,2,49,214,8,5,2,1,19,6,5,8,5,11,2,9,1,17,2,4,1,1,3,27,6,28,12,60,7,36,1,1,0,0,14,53,3,24,16,86,6,172,1,0,3,0,14,143,12,141,8,40,9,11,44,363,18,42,14,82,16,168,7,11,8,5,33,9,63,0,0,0,0,1,4,9,26,43,0,0,335,14,217,1,3,0,7,0,13.5,9,11.5,20,18,1,1,11,6,2,0,0,0,0,1,2,4,1,69,84
8116,4058,PHI,40,0,10,16,13,11,18,5,186,34,333,45,32,0,2,0,1,50,0,0,1,40,1,44,35,34,4,2,2,0,4,4,135,7,3,108,85,17,12,4,1,25,13,9,3,9,96,3,17,1,6,9,11,3,12,1,9,8,35,23,133,8,52,3,1,1,3,14,135,5,61,18,116,4,0,1,0,3,21,20,154,2,5,10,104,13,70,62,595,19,181,16,107,10,45,8,18,6,9,43,14,100,0,0,0,0,7,8,6,29,0,1,0,483,15,49,0,0,0,11,4.5,3,5.5,5,17,60,1,1,8,3,9,0,2,2,0,0,0,1,0,84,69
8117,4059,CLE,33,3,6,7,14,4,18,3,83,25,422,51,36,4,0,0,5,217,2,2,1,15,0,0,74,39.5,3,1,2,0,4,4,155,5,2,28,229,12,6,4,2,28,9,9,10,1,10,1,6,8,23,0,0,7,35,1,3,7,6,12,37,11,38,2,8,3,12,13,73,10,87,17,126,6,60,1,56,4,55,15,88,14,124,12,152,10,93,63,417,20,110,18,157,17,155,10,12,14,5,8,8,48,12,52,18,203,4,16,9,13,35,0,0,315,13,187,0,2,0,12.5,3.5,4,6,11.5,9.5,1,5,5,9,4,8,0,0,0,4,1,0,4,1,88,70
8118,4059,BAL,30,14,0,7,9,10,9,3,181,31,196,35,19,1,0,0,6,297,3,30,6,143,0,0,98,29,4,3,1,0,1,2,23,5,4,105,80,21,12,8,1,13,5,4,4,2,8,9,75,12,56,0,0,3,16,5,22,0,0,18,96,11,77,2,4,2,2,12,56,4,22,15,84,3,0,0,0,1,48,13,78,6,25,4,27,12,80,27,206,11,53,12,62,13,81,7,7,5,6,29,11,105,14,80,11,18,8,19,7,44,14,0,0,334,12,295,0,2,0,6,4,12,7.5,6,25.5,6,2,1,9,1,9,0,0,3,2,3,2,2,1,70,88
8119,4060,STL,10,0,10,0,0,8,8,1,191,36,143,30,12,3,4,0,4,181,2,4,1,25,2,29,40,33.5,1,0,1,0,1,4,42,4,1,103,88,17,11,5,1,8,2,1,5,12,30,5,26,1,6,9,26,1,3,2,51,6,34,24,133,10,41,2,2,1,2,3,10,7,16,11,30,3,60,3,37,2,0,9,6,8,75,9,24,2,28,26,135,4,72,12,-12,17,71,5,4,3,9,27,11,20,0,0,0,0,3,9,4,5,18,0,0,420,13,152,1,0,0,9.5,4.5,6,0.5,10.5,14,2,3,2,13,3,7,0,1,0,3,3,1,0,0,70,62
8120,4060,GB,24,14,0,7,3,4,9,1,87,29,236,30,19,2,2,1,4,191,2,9,0,0,4,50,67,26.5,3,0,2,1,1,1,82,1,0,18,96,6,2,3,1,15,7,5,3,4,6,1,0,1,6,6,35,4,16,5,10,5,15,12,35,10,30,4,23,7,41,4,28,10,91,13,57,2,0,1,60,0,0,6,23,8,131,8,45,8,37,43,303,11,57,11,106,10,68,5,10,4,7,31,9,62,0,0,0,0,0,0,0,0,5,2,0,392,13,147,2,0,0,16,1,8,4,12,8,38,2,0,8,3,6,7,1,2,3,0,2,0,1,62,70
8121,4061,BUF,14,0,0,7,7,5,6,2,130,31,82,18,11,4,0,1,7,357,3,40,1,24,1,0,62,24.5,2,1,1,0,0,0,0,1,1,72,46,11,5,4,2,9,2,5,2,2,5,0,0,3,12,10,87,1,4,6,15,3,7,14,37,9,43,2,50,5,79,5,28,3,22,7,17,2,0,0,0,1,46,2,6,9,76,3,7,3,20,27,233,4,15,9,74,9,-7,4,6,1,2,7,4,0,6,35,5,41,1,1,2,6,31,0,0,204,10,291,0,1,0,8.5,4,10,2.5,8.5,16.5,2,2,2,4,1,4,0,1,3,2,0,2,1,1,53,69
8122,4061,TEN,13,0,3,7,3,4,10,3,97,28,179,32,21,2,1,0,6,251,5,66,3,53,0,0,74,35.5,1,1,0,0,2,2,62,2,1,33,23,9,6,2,1,14,6,4,4,3,25,4,8,7,21,3,13,4,6,2,3,5,21,13,65,13,13,2,19,5,47,11,75,2,14,16,98,2,0,1,0,0,0,9,46,6,38,9,37,8,66,38,272,14,80,9,50,11,49,7,10,4,12,42,10,73,6,36,10,29,3,4,4,29,8,2.5,0,324,11,191,1,3,0,6.5,1.5,15,5,2.5,6.5,4,1,0,7,2,10,0,1,4,1,1,1,0,2,69,53
8123,4062,ARI,42,0,28,7,7,7,7,1,191,29,158,18,12,2,0,0,6,227,2,16,1,35,4,81,70,23.5,6,3,3,0,0,0,0,5,5,157,75,11,8,3,0,9,2,6,1,3,44,9,91,0,0,6,5,0,0,3,28,0,0,14,72,5,93,2,3,0,0,2,0,6,62,4,16,2,0,2,44,2,49,10,73,4,73,3,25,1,0,12,80,6,8,9,124,5,26,3,5,4,5,31,5,10,0,0,0,0,3,7,3,34,13,0,1,517,15,225,0,4,0,3,2.5,5.5,6,9.5,31.5,0,1,0,5,1,6,0,2,0,0,3,2,3,1,46,95
8124,4062,DET,17,7,0,0,10,3,22,4,57,18,379,70,41,1,4,2,4,172,2,2,3,94,0,0,85,36.5,2,0,2,0,1,1,40,2,2,12,134,9,5,3,1,32,12,13,7,2,12,5,13,0,0,2,4,0,0,6,23,3,5,10,36,7,19,1,2,1,2,22,79,15,91,21,95,3,0,4,92,3,22,25,141,20,134,5,29,18,75,59,272,29,150,25,142,17,87,12,23,6,9,25,9,109,0,0,0,0,0,0,3,18,0,0,0,274,13,156,0,3,0,4,2,5,1.5,9,7.5,14,6,5,8,2,5,0,2,6,0,0,0,1,1,95,46
8125,4063,NE,30,3,10,7,10,5,11,4,111,25,247,27,20,5,0,0,4,175,4,52,0,0,1,25,65,27,3,1,2,0,3,3,140,3,2,58,137,12,9,2,1,15,8,5,2,3,16,2,6,0,0,11,31,2,8,1,3,2,47,10,76,7,18,4,17,2,3,10,80,6,82,8,38,1,59,1,16,1,0,8,126,3,23,5,67,11,59,32,284,16,104,9,110,7,33,3,10,7,5,29,7,21,0,0,0,0,5,18,1,10,28,1,0,410,12,169,0,3,0,9.5,2,5,8,8.5,17,7,4,2,6,0,4,0,1,4,0,1,4,0,0,59,72
8126,4063,DAL,6,3,0,3,0,5,10,3,101,25,164,39,26,3,1,1,6,298,2,6,1,21,0,0,50,33,0,0,0,0,2,2,74,2,0,38,21,11,7,2,2,15,8,4,3,0,0,8,29,1,5,4,15,2,13,5,20,3,19,13,67,7,13,3,21,2,19,12,52,10,47,11,51,1,0,2,17,3,21,6,30,11,50,8,33,14,75,37,189,16,91,13,30,13,43,9,14,3,8,29,7,8,0,0,0,0,2,6,6,2,24,1,0,220,12,246,0,1,0,7.5,5,5.5,5,7,12,13,2,1,7,1,5,0,1,3,0,0,3,1,0,72,59
8127,4064,DEN,16,0,3,6,7,2,11,2,43,18,254,35,22,2,2,0,6,252,1,4,2,54,1,74,103,26,1,0,0,1,3,3,97,3,0,10,108,5,3,2,0,15,10,3,2,2,1,4,6,3,13,4,15,1,5,4,3,0,0,10,19,6,12,2,12,0,0,12,104,9,32,6,47,0,0,4,38,4,45,20,166,5,61,5,0,5,39,47,302,15,190,11,26,11,38,7,9,6,3,14,5,54,7,21,3,4,3,4,8,26,12,2,0,360,11,187,2,1,0,7.5,3.5,9.5,12,5,13.5,4,2,1,8,1,4,7,0,1,0,2,1,3,0,58,70
8128,4064,OAK,10,0,7,0,3,3,13,4,66,26,223,39,26,4,1,2,4,207,1,25,2,45,2,11,41,34,1,0,1,0,1,3,50,2,1,11,100,7,1,4,2,17,6,5,6,0,0,3,8,4,12,11,42,3,1,1,1,2,2,12,15,10,44,2,7,0,0,10,72,12,66,8,13,2,0,2,44,5,54,13,101,3,0,4,66,18,79,49,241,15,52,12,69,16,102,10,11,5,9,27,8,46,3,7,6,36,4,6,2,-2,26,1.5,0,252,12,203,0,3,0,11,2,4.5,5.5,2.5,16.5,6,3,3,10,4,8,0,2,1,0,1,2,0,0,70,58
8129,4065,SF,27,3,3,7,14,8,11,3,125,28,256,35,23,2,0,0,3,138,1,16,2,25,1,0,28,28,3,1,2,0,2,2,65,4,3,69,118,15,8,4,3,18,6,7,5,7,62,1,9,5,27,2,15,4,13,4,9,3,-10,14,43,8,51,4,31,2,24,9,77,7,51,16,71,1,0,0,0,2,63,14,149,5,45,9,41,7,27,24,303,13,79,14,92,10,85,8,8,7,8,26,5,40,8,46,10,80,7,19,7,17,6,0,0,207,10,107,0,1,0,7,1,9,14.5,5,22.5,1,4,3,6,2,9,0,0,1,1,1,1,0,0,68,79
8130,4065,NYG,30,3,10,7,10,6,23,1,84,21,441,54,41,0,1,0,2,90,3,31,2,44,0,0,65,32,3,0,3,0,3,3,87,6,3,21,128,10,4,5,1,37,16,13,8,0,0,3,12,3,13,5,20,4,6,5,30,1,3,11,47,7,29,3,8,1,11,16,99,18,191,14,78,0,0,2,24,3,49,17,163,13,88,11,83,12,107,57,442,25,155,18,180,11,106,13,17,11,7,19,8,80,6,33,15,125,5,10,9,48,0,0,0,211,9,74,0,1,0,8,3,6,6,11,14,52,6,5,4,2,2,0,0,2,0,0,3,0,1,79,68
8131,4066,PIT,24,0,3,7,14,8,5,1,155,27,194,25,13,3,1,0,8,322,5,27,2,62,1,70,86,26.5,3,1,1,1,1,1,47,1,1,81,137,13,6,5,2,7,2,2,3,6,36,3,14,1,7,10,68,1,-2,2,2,4,30,14,50,10,74,3,31,1,24,5,14,4,12,7,63,2,86,1,16,5,0,9,105,6,24,4,46,5,16,33,295,8,61,9,48,11,73,5,3,5,9,33,8,70,5,40,10,104,1,1,2,16,9,2,0,339,13,317,0,5,0,3.5,0.5,13,15.5,2.5,18,0,2,1,9,2,5,7,0,3,0,1,1,2,1,57,75
8132,4066,SD,20,7,0,0,13,2,20,2,52,19,354,48,35,2,1,1,5,267,2,5,1,30,1,0,54,33.5,2,0,2,0,2,3,94,2,2,0,107,9,5,2,2,26,13,10,3,2,13,1,1,0,0,11,25,0,0,3,4,2,9,13,40,4,8,2,4,0,0,13,78,18,147,11,84,2,24,2,32,2,0,6,48,10,57,16,142,16,118,64,438,19,193,19,117,12,44,10,18,7,2,5,7,75,7,20,14,88,1,4,3,23,11,0,1,214,12,240,0,1,0,5.5,3,12,5,8.5,7,0,3,3,8,1,2,0,1,5,0,0,1,2,1,75,57
8133,4067,ATL,21,0,7,0,14,8,15,0,150,21,263,44,30,5,0,3,4,124,2,21,1,19,0,0,41,27.5,3,1,2,0,0,0,0,3,2,104,73,14,7,5,2,26,14,8,4,2,0,2,44,4,27,2,0,5,40,2,11,4,28,9,60,7,77,5,13,4,10,12,53,11,90,15,102,2,0,3,50,0,0,14,116,7,48,8,50,14,81,41,224,22,134,16,89,11,40,4,21,5,5,28,10,78,0,0,0,0,1,0,5,38,32,0,0,299,12,90,0,0,0,12,5,10.5,4.5,6.5,20.5,6,3,2,5,1,3,0,1,3,0,1,1,1,0,73,72
8134,4067,NO,31,14,0,10,7,7,16,2,82,33,304,39,30,1,0,0,4,175,2,12,0,0,0,0,15,32.5,4,2,1,0,1,3,31,5,3,21,100,11,7,2,2,22,10,5,7,2,-3,0,0,9,30,1,3,14,37,3,4,2,11,14,41,10,18,7,23,1,3,13,117,11,98,11,49,1,26,1,0,2,22,5,41,6,55,18,165,10,51,33,255,17,113,13,102,10,89,10,11,9,8,23,7,64,0,0,0,0,8,25,5,9,8,2,0,389,11,134,1,1,0,3.5,3,10,19,5.5,11,1,5,4,7,2,8,7,1,0,1,1,0,0,0,72,73
8135,4068,WAS,20,7,6,0,7,1,12,1,34,17,191,44,25,1,2,0,6,288,0,0,5,96,1,28,15,27.5,2,0,1,0,2,2,84,3,1,0,20,5,2,2,1,18,8,5,5,1,2,3,10,0,0,6,9,1,-1,2,3,4,11,8,13,7,21,2,0,1,1,9,44,8,56,16,62,4,34,2,0,5,0,8,28,20,84,4,39,12,45,38,177,17,92,13,34,15,65,10,11,4,5,7,11,69,0,0,0,0,5,6,7,37,5,0,0,343,12,254,0,1,0,11,0,10,4,16,13,5,6,2,7,2,7,0,1,0,1,1,1,2,0,63,67
8136,4068,NYJ,34,7,3,17,7,10,11,1,223,43,253,26,19,0,1,2,2,49,3,34,4,47,2,6,5,32.5,4,2,2,0,2,3,74,4,3,166,117,17,10,4,3,15,5,6,4,2,-1,8,11,1,4,12,85,1,18,9,31,6,61,22,147,11,33,6,29,2,33,11,145,6,24,6,32,0,0,1,17,2,35,19,187,0,0,1,0,6,66,34,367,8,72,10,93,8,88,4,10,5,9,15,4,80,0,0,0,0,5,22,1,2,0,0,0,400,14,33,0,1,0,9,2.5,5.5,9,2.5,13.5,2,3,2,9,4,11,0,0,0,0,0,1,0,0,67,63
8137,4069,ARI,13,7,3,0,3,2,18,1,56,21,414,44,29,1,2,1,3,129,2,23,6,136,0,0,111,31,1,0,1,0,2,3,70,4,1,11,183,8,6,1,1,25,10,11,4,1,11,6,24,2,1,3,0,3,9,2,1,2,10,12,46,5,4,2,6,1,0,12,99,11,89,8,42,4,57,6,57,3,77,18,143,18,196,4,22,4,60,32,340,18,174,16,168,11,72,5,13,11,8,43,10,109,3,5,5,43,2,2,8,10,7,0,0,302,12,101,1,1,0,12,1.5,2.5,0.5,16.5,8,3,3,2,6,2,5,0,0,4,0,1,0,4,1,72,57
8138,4069,PIT,25,0,3,12,10,6,6,2,142,33,169,20,11,1,0,0,5,238,1,8,4,89,2,0,48,29,2,0,2,0,4,4,174,2,1,65,134,14,9,5,0,8,1,4,3,4,32,7,32,4,15,9,28,6,26,1,9,0,0,18,87,9,51,4,4,5,47,4,7,4,75,5,18,3,23,2,23,2,0,10,32,9,109,1,5,0,0,30,304,4,5,9,99,8,37,4,4,3,6,11,4,-6,8,29,6,101,4,11,3,8,5,1,0,333,12,195,1,1,0,3,0,8.5,9,7.5,20,0,2,0,6,2,10,0,1,2,1,0,2,1,1,57,72
8139,4070,KC,10,0,0,0,10,2,13,1,57,18,271,37,22,2,0,1,6,250,2,24,2,39,2,5,95,27,1,0,1,0,1,1,48,2,0,0,118,8,3,5,0,20,10,7,3,3,14,2,5,2,3,8,34,1,1,0,0,2,0,9,36,6,21,3,0,2,10,10,116,7,79,14,48,3,0,1,39,2,0,10,105,10,20,12,126,5,31,44,292,16,150,12,74,11,47,4,14,4,4,14,5,-3,1,1,6,49,3,3,1,6,11,1,0,242,11,236,0,3,0,12.5,1,10.5,4,9,11,5,4,0,6,1,4,0,0,5,0,1,1,3,1,62,70
8140,4070,MIN,16,3,7,3,3,4,10,2,87,40,237,31,17,2,2,0,4,181,2,14,2,51,0,0,50,33,1,0,1,0,3,3,114,3,1,46,133,10,4,4,2,12,2,5,5,0,0,4,-1,4,11,11,46,5,2,4,26,4,5,18,41,11,30,3,18,0,0,8,78,3,26,12,27,3,72,1,30,4,16,18,152,3,69,7,20,3,8,29,202,8,38,11,73,14,126,5,5,7,9,-1,11,138,7,30,5,26,5,-3,6,20,12,1,0,339,12,137,1,0,0,8,2,5,5,3,16,3,4,2,11,3,13,0,2,1,0,0,1,2,1,70,62
8141,4071,CIN,34,7,10,14,3,5,15,1,114,30,243,33,22,0,0,0,3,121,4,37,4,84,1,10,20,30,4,1,3,0,2,2,86,4,4,39,89,13,6,4,3,20,6,10,4,0,0,3,12,0,0,10,33,6,35,5,26,2,8,13,55,8,33,5,26,1,0,11,43,2,24,14,94,1,0,4,82,1,0,11,66,12,95,6,46,3,36,36,297,13,51,13,139,7,53,5,12,5,6,20,9,40,0,0,0,0,4,36,3,27,0,0,0,446,11,121,0,3,0,9,3.5,6,8,6,16.5,16,3,3,5,2,3,0,0,0,1,1,0,0,1,61,70
8142,4071,BUF,21,7,7,0,7,9,13,0,112,23,256,41,28,2,1,0,5,243,0,0,4,72,0,0,93,30,3,2,1,0,0,0,0,2,2,59,67,15,7,5,3,21,9,9,3,0,0,3,16,1,3,11,35,4,15,3,41,1,2,12,73,8,34,3,5,6,22,10,57,6,42,13,81,5,38,0,0,6,45,11,95,5,31,18,116,6,21,53,310,16,95,15,105,12,56,7,16,5,9,54,8,40,0,0,0,0,7,28,1,8,7,0,0,153,10,206,0,0,0,9,1,10.5,2.5,5.5,15.5,12,3,3,6,1,4,0,0,4,1,0,1,2,0,70,61
8143,4072,CHI,34,3,10,3,18,7,13,4,91,31,353,41,26,1,1,0,5,222,4,27,2,50,1,0,76,33.5,3,2,1,0,4,4,117,8,3,21,192,12,4,6,2,21,13,4,4,2,1,5,26,0,0,20,45,0,0,1,5,3,14,14,38,14,40,3,13,2,12,10,82,9,45,11,64,4,91,1,22,6,49,18,196,5,61,11,59,7,37,55,417,19,180,11,49,12,124,5,13,8,6,23,9,91,13,38,10,87,11,23,10,28,0,0,0,486,14,222,0,1,0,8,2,13.5,5.5,8.5,17.5,14,4,3,8,3,10,0,0,5,0,1,1,2,0,80,81
8144,4072,DET,37,7,14,3,10,6,17,3,155,32,391,42,27,2,1,2,4,221,3,0,3,69,1,0,98,39,4,0,4,0,3,3,98,5,3,73,283,17,10,3,4,22,10,6,6,9,30,3,12,0,0,6,39,0,0,6,30,8,44,16,66,10,17,6,72,6,37,10,74,11,118,12,29,2,26,2,20,4,138,18,206,13,128,0,0,10,71,41,287,18,178,14,144,12,69,8,10,9,7,39,6,43,11,51,26,182,5,11,8,36,14,0.5,0.5,240,12,194,0,0,0,10,3,14,8,5,15,0,5,3,9,4,9,0,0,3,1,2,3,1,1,81,80
8145,4073,DEN,26,3,7,3,10,6,15,0,152,33,290,47,26,0,3,0,7,319,3,19,6,110,2,62,81,36.5,2,0,1,1,4,5,127,3,0,62,95,14,7,6,1,17,8,5,4,2,10,10,40,10,40,0,0,4,7,7,55,0,0,18,93,13,48,2,11,0,0,19,97,3,12,13,69,5,37,0,0,7,60,29,205,6,17,3,24,9,29,76,571,17,139,13,65,17,71,8,13,5,10,30,10,56,11,39,21,157,4,5,3,2,0,2.5,0,394,17,265,1,0,0,9,1.5,16,8.5,7,12,3,5,1,8,1,4,7,0,3,0,4,0,3,0,84,80
8146,4073,CLE,23,0,0,7,16,8,10,2,110,34,189,39,20,4,2,1,7,322,3,34,4,85,3,48,30,33.5,3,0,2,1,1,1,26,3,2,35,72,18,11,6,1,14,6,3,5,6,15,2,14,6,15,1,2,12,38,3,3,2,23,20,77,11,31,1,2,2,13,10,32,7,46,17,63,2,72,2,0,1,0,16,117,6,30,9,39,8,27,37,168,12,63,16,13,15,113,7,11,2,5,24,7,21,8,24,10,24,3,6,5,29,24,0,0,547,16,283,1,2,0,16.5,1.5,8.5,6,8,17.5,1,1,1,9,3,7,6,3,0,3,0,0,0,0,80,84
8147,4074,HOU,31,7,3,0,21,6,15,3,97,33,287,36,24,1,0,0,4,155,2,25,1,14,3,34,69,30,4,0,3,1,1,1,41,2,2,28,86,14,8,4,2,18,9,3,6,8,26,0,0,0,0,14,56,0,0,0,0,7,15,20,68,5,29,4,0,3,7,8,50,8,44,15,127,2,43,0,0,3,29,15,148,11,76,2,8,8,61,19,137,10,129,15,55,12,103,6,11,7,9,40,12,95,5,11,8,107,3,5,4,23,6,2,0,253,11,108,2,1,0,4.5,2,10,7,4.5,20,4,4,3,9,3,8,7,1,4,1,1,1,3,0,72,81
8148,4074,JAC,21,0,7,7,7,4,18,4,83,21,311,53,30,3,3,0,5,234,1,7,3,79,0,0,64,30,3,0,3,0,0,0,0,3,2,22,146,11,6,3,2,25,10,10,5,3,16,0,0,0,0,14,53,0,0,0,0,4,14,9,32,10,31,2,20,4,37,13,62,7,20,20,84,3,19,5,71,5,75,19,116,12,87,15,86,7,42,53,320,24,143,17,97,15,76,7,15,8,4,10,7,62,2,7,1,0,4,12,10,33,20,0.5,0,274,11,189,1,2,0,8,0.5,11.5,6.5,8.5,12,0,1,0,9,2,4,0,1,1,2,1,1,3,0,81,72
8149,4075,MIA,38,10,7,7,14,11,14,1,180,32,254,29,22,2,2,0,3,131,1,6,2,45,2,30,97,32,5,2,2,1,1,1,30,4,3,99,84,20,10,8,2,19,10,6,3,2,15,0,0,6,20,10,56,5,13,3,16,6,60,17,92,13,79,2,9,2,14,10,110,4,0,11,94,2,62,0,0,2,0,12,173,1,13,12,63,4,17,43,424,15,149,9,76,7,29,5,11,6,9,82,7,76,0,0,0,0,7,24,5,37,12,4,1,245,10,117,0,1,0,5,3.5,9,10.5,4,14,1,3,2,5,2,5,7,0,4,1,0,0,3,1,67,69
8150,4075,TEN,10,3,0,7,0,4,15,3,63,18,236,40,26,6,2,2,3,125,1,14,3,79,2,45,50,28,1,0,1,0,1,1,37,3,1,16,80,10,6,3,1,22,11,9,2,3,0,4,16,2,11,4,18,1,4,1,-5,3,19,11,46,6,13,1,4,1,4,10,65,10,67,13,70,1,0,1,32,5,48,9,45,10,111,13,98,8,28,42,216,20,123,15,90,11,23,6,14,6,4,27,6,49,0,0,0,0,1,7,5,4,46,2,0,404,12,119,0,2,0,8,0,19,7.5,3,13.5,7,2,0,5,2,4,0,0,4,1,3,0,0,0,69,67
8151,4076,CAR,27,0,7,7,13,10,14,1,136,34,248,35,20,3,2,0,5,243,2,18,0,0,0,0,25,32,4,3,1,0,0,0,0,3,3,11,102,18,10,7,1,18,7,8,3,1,8,6,27,4,17,10,29,1,2,3,14,7,39,18,72,12,61,2,3,6,31,7,57,10,111,7,53,1,0,6,0,4,48,7,40,10,45,15,155,3,29,53,428,14,79,14,127,10,42,3,10,7,11,48,6,4,0,0,7,80,6,21,0,0,21,1,0,296,13,215,0,2,0,8,3,12,6,5,11,6,4,1,5,1,4,0,3,0,2,0,0,0,0,73,61
8152,4076,SEA,23,3,7,10,3,4,10,0,115,26,219,30,18,4,0,0,7,351,4,28,2,27,2,6,48,28,2,1,1,0,3,3,123,3,1,52,157,10,6,4,0,12,4,4,4,2,8,3,-2,4,9,10,54,0,0,3,12,4,34,11,58,14,56,1,1,8,53,10,29,5,31,8,46,3,40,3,52,1,45,7,23,5,57,13,156,5,7,37,326,14,77,7,69,13,75,8,3,7,5,10,8,26,4,25,9,77,6,10,4,6,22,1,0,370,13,313,1,2,0,10,3,10,5.5,9,13.5,0,2,0,8,2,7,0,0,3,0,0,1,2,2,61,73
8153,4077,SD,20,3,7,7,3,4,26,2,60,21,488,65,43,3,0,1,3,117,2,7,3,55,0,0,76,38,2,0,2,0,2,2,68,6,2,25,134,6,1,5,0,38,19,9,10,2,4,4,6,4,12,4,6,4,27,2,2,1,3,11,18,9,43,1,-1,0,0,14,112,19,160,16,92,7,16,2,88,7,35,19,113,15,157,20,130,11,103,88,608,29,190,19,136,20,162,6,29,8,7,28,14,83,5,13,19,141,6,6,13,44,15,2,0,184,10,79,1,1,0,6,1.5,5.5,6.5,3.5,8,58,5,3,11,5,5,0,1,1,1,3,4,3,0,92,53
8154,4077,GB,27,14,3,7,3,3,11,3,134,18,237,29,16,3,0,0,4,162,2,18,3,59,0,0,50,22,3,1,2,0,2,2,51,4,2,105,173,9,5,3,1,14,6,6,2,4,9,2,8,0,0,4,25,0,0,4,24,2,43,10,43,5,51,1,15,1,15,8,84,6,29,8,75,4,67,0,0,3,0,5,38,11,120,7,55,6,42,31,252,12,91,12,82,8,64,4,5,7,5,84,7,49,4,4,7,65,4,10,8,19,18,0,0,249,10,169,0,2,0,6,4,9.5,7,5.5,33,14,1,0,6,2,5,0,1,1,1,2,1,1,1,53,92
8155,4078,BAL,20,0,6,7,7,9,16,0,77,22,343,52,33,0,2,0,3,159,1,9,1,41,0,0,15,33,2,0,2,0,2,3,58,3,1,22,85,12,2,8,2,28,14,11,3,1,2,1,2,7,23,6,14,4,29,3,7,0,0,8,35,11,39,3,3,0,0,9,60,10,57,15,84,4,34,3,22,11,86,12,31,17,189,10,54,13,69,39,208,25,155,16,164,11,24,9,16,8,4,14,8,35,1,1,8,45,4,3,7,14,0,1,0,271,11,155,0,2,0,10,2,10.5,8,4.5,7,15,5,3,5,2,5,0,1,1,0,0,2,0,0,76,59
8156,4078,SF,25,6,10,3,6,2,11,2,65,25,326,27,16,3,0,0,4,152,1,4,0,0,2,45,25,27,2,0,2,0,4,4,152,3,0,14,254,7,4,2,1,13,5,4,4,2,6,6,14,3,11,8,19,4,9,1,-1,1,7,14,28,9,28,2,9,3,10,4,6,2,4,13,95,2,51,0,0,6,168,15,182,3,38,4,10,5,94,11,103,9,74,10,140,11,96,4,3,9,5,17,15,127,8,10,4,88,5,7,4,-4,14,0,0,323,11,123,1,1,0,7,0,13.5,14.5,1.5,15.5,0,2,2,9,2,7,0,1,1,2,0,1,0,0,59,76
8157,4079,NE,34,7,13,7,7,5,15,2,118,27,301,37,23,2,1,0,5,239,2,8,2,5,0,0,72,27.5,4,1,3,0,2,2,75,3,2,49,148,12,6,3,3,18,8,7,3,1,8,4,12,1,0,10,68,2,5,5,25,0,0,11,49,7,54,5,15,2,2,11,74,9,85,13,54,1,0,1,25,2,74,19,155,2,39,8,89,8,29,32,236,17,135,14,128,8,38,5,11,7,4,10,11,90,2,10,2,13,1,7,4,25,11,0,0,374,13,224,0,4,0,6.5,3.5,3,5,10.5,21.5,6,4,2,8,4,2,0,1,2,1,0,2,0,2,68,78
